Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Description	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index1 file]	Comment[FASTQ_URI]	Factor Value[organism part]	Factor Value[cell type]
FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S20	ERS6860711	SAMEA9135910	Drosophila melanogaster	S20	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	heart	  	organism part	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S20	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a37e98a8__FCA35_Female_heart_adult_5dWT_Bodmer_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S20_L002	  	sequencing assay	ERX5671964	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S20_L002.bam	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S20_L002.bam	ERR6032739	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032739/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S20_L002.bam	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S20_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S20_L002_R1_001.fastq.gz	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S20_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S20_L002_R2_001.fastq.gz	  	  	heart	    
FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S29	ERS6860711	SAMEA9135910	Drosophila melanogaster	S29	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	heart	  	organism part	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S29	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a37e98a8__FCA35_Female_heart_adult_5dWT_Bodmer_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S29_L002	  	sequencing assay	ERX5671964	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S29_L002.bam	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S29_L002.bam	ERR6032741	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032741/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S29_L002.bam	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S29_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S29_L002_R1_001.fastq.gz	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S29_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S29_L002_R2_001.fastq.gz	  	  	heart	    
FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S24	ERS6860711	SAMEA9135910	Drosophila melanogaster	S24	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	heart	  	organism part	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S24	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a37e98a8__FCA35_Female_heart_adult_5dWT_Bodmer_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S24_L002	  	sequencing assay	ERX5671964	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S24_L002.bam	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S24_L002.bam	ERR6032740	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032740/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S24_L002.bam	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S24_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S24_L002_R1_001.fastq.gz	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S24_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S24_L002_R2_001.fastq.gz	  	  	heart	    
FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S32	ERS6860711	SAMEA9135910	Drosophila melanogaster	S32	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	heart	  	organism part	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S32	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a37e98a8__FCA35_Female_heart_adult_5dWT_Bodmer_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S32_L002	  	sequencing assay	ERX5671964	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S32_L002.bam	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S32_L002.bam	ERR6032742	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032742/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S32_L002.bam	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S32_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S32_L002_R1_001.fastq.gz	FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S32_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA35_Female_heart_adult_5dWT_Bodmer_sample1_S32_L002_R2_001.fastq.gz	  	  	heart	    
FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S19	ERS6860707	SAMEA9135906	Drosophila melanogaster	S19	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	heart	  	organism part	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S19	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a36f434e__FCA34_Male_heart_adult_5dWT_Bodmer_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S19_L002	  	sequencing assay	ERX5671963	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S19_L002.bam	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S19_L002.bam	ERR6032735	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032735/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S19_L002.bam	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S19_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S19_L002_R1_001.fastq.gz	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S19_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S19_L002_R2_001.fastq.gz	  	  	heart	    
FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S22	ERS6860707	SAMEA9135906	Drosophila melanogaster	S22	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	heart	  	organism part	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S22	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a36f434e__FCA34_Male_heart_adult_5dWT_Bodmer_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S22_L002	  	sequencing assay	ERX5671963	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S22_L002.bam	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S22_L002.bam	ERR6032736	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032736/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S22_L002.bam	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S22_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S22_L002_R1_001.fastq.gz	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S22_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S22_L002_R2_001.fastq.gz	  	  	heart	    
FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S27	ERS6860707	SAMEA9135906	Drosophila melanogaster	S27	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	heart	  	organism part	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S27	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a36f434e__FCA34_Male_heart_adult_5dWT_Bodmer_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S27_L002	  	sequencing assay	ERX5671963	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S27_L002.bam	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S27_L002.bam	ERR6032737	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032737/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S27_L002.bam	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S27_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S27_L002_R1_001.fastq.gz	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S27_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S27_L002_R2_001.fastq.gz	  	  	heart	    
FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S31	ERS6860707	SAMEA9135906	Drosophila melanogaster	S31	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	heart	  	organism part	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S31	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a36f434e__FCA34_Male_heart_adult_5dWT_Bodmer_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S31_L002	  	sequencing assay	ERX5671963	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S31_L002.bam	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S31_L002.bam	ERR6032738	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032738/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S31_L002.bam	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S31_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S31_L002_R1_001.fastq.gz	FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S31_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA34_Male_heart_adult_5dWT_Bodmer_sample1_S31_L002_R2_001.fastq.gz	  	  	heart	    
FCA38_Female_leg_adult_5dWT_Scott_sample1_S33	ERS6860719	SAMEA9135918	Drosophila melanogaster	S33	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	leg	  	organism part	FCA38_Female_leg_adult_5dWT_Scott_sample1_S33	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a3ac98d4__FCA38_Female_leg_adult_5dWT_Scott_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA38_Female_leg_adult_5dWT_Scott_sample1_S33_L003	  	sequencing assay	ERX5671966	FCA38_Female_leg_adult_5dWT_Scott_sample1_S33_L003.bam	FCA38_Female_leg_adult_5dWT_Scott_sample1_S33_L003.bam	ERR6032747	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032747/FCA38_Female_leg_adult_5dWT_Scott_sample1_S33_L003.bam	FCA38_Female_leg_adult_5dWT_Scott_sample1_S33_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA38_Female_leg_adult_5dWT_Scott_sample1_S33_L003_R1_001.fastq.gz	FCA38_Female_leg_adult_5dWT_Scott_sample1_S33_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA38_Female_leg_adult_5dWT_Scott_sample1_S33_L003_R2_001.fastq.gz	  	  	leg	    
FCA38_Female_leg_adult_5dWT_Scott_sample1_S34	ERS6860719	SAMEA9135918	Drosophila melanogaster	S34	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	leg	  	organism part	FCA38_Female_leg_adult_5dWT_Scott_sample1_S34	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a3ac98d4__FCA38_Female_leg_adult_5dWT_Scott_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA38_Female_leg_adult_5dWT_Scott_sample1_S34_L003	  	sequencing assay	ERX5671966	FCA38_Female_leg_adult_5dWT_Scott_sample1_S34_L003.bam	FCA38_Female_leg_adult_5dWT_Scott_sample1_S34_L003.bam	ERR6032748	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032748/FCA38_Female_leg_adult_5dWT_Scott_sample1_S34_L003.bam	FCA38_Female_leg_adult_5dWT_Scott_sample1_S34_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA38_Female_leg_adult_5dWT_Scott_sample1_S34_L003_R1_001.fastq.gz	FCA38_Female_leg_adult_5dWT_Scott_sample1_S34_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA38_Female_leg_adult_5dWT_Scott_sample1_S34_L003_R2_001.fastq.gz	  	  	leg	    
FCA38_Female_leg_adult_5dWT_Scott_sample1_S36	ERS6860719	SAMEA9135918	Drosophila melanogaster	S36	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	leg	  	organism part	FCA38_Female_leg_adult_5dWT_Scott_sample1_S36	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a3ac98d4__FCA38_Female_leg_adult_5dWT_Scott_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA38_Female_leg_adult_5dWT_Scott_sample1_S36_L003	  	sequencing assay	ERX5671966	FCA38_Female_leg_adult_5dWT_Scott_sample1_S36_L003.bam	FCA38_Female_leg_adult_5dWT_Scott_sample1_S36_L003.bam	ERR6032749	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032749/FCA38_Female_leg_adult_5dWT_Scott_sample1_S36_L003.bam	FCA38_Female_leg_adult_5dWT_Scott_sample1_S36_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA38_Female_leg_adult_5dWT_Scott_sample1_S36_L003_R1_001.fastq.gz	FCA38_Female_leg_adult_5dWT_Scott_sample1_S36_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA38_Female_leg_adult_5dWT_Scott_sample1_S36_L003_R2_001.fastq.gz	  	  	leg	    
FCA38_Female_leg_adult_5dWT_Scott_sample1_S48	ERS6860719	SAMEA9135918	Drosophila melanogaster	S48	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	leg	  	organism part	FCA38_Female_leg_adult_5dWT_Scott_sample1_S48	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a3ac98d4__FCA38_Female_leg_adult_5dWT_Scott_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA38_Female_leg_adult_5dWT_Scott_sample1_S48_L003	  	sequencing assay	ERX5671966	FCA38_Female_leg_adult_5dWT_Scott_sample1_S48_L003.bam	FCA38_Female_leg_adult_5dWT_Scott_sample1_S48_L003.bam	ERR6032750	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032750/FCA38_Female_leg_adult_5dWT_Scott_sample1_S48_L003.bam	FCA38_Female_leg_adult_5dWT_Scott_sample1_S48_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA38_Female_leg_adult_5dWT_Scott_sample1_S48_L003_R1_001.fastq.gz	FCA38_Female_leg_adult_5dWT_Scott_sample1_S48_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA38_Female_leg_adult_5dWT_Scott_sample1_S48_L003_R2_001.fastq.gz	  	  	leg	    
FCA37_Male_leg_adult_5dWT_Scott_sample1_S41	ERS6860715	SAMEA9135914	Drosophila melanogaster	S41	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	leg	  	organism part	FCA37_Male_leg_adult_5dWT_Scott_sample1_S41	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a39d4366__FCA37_Male_leg_adult_5dWT_Scott_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA37_Male_leg_adult_5dWT_Scott_sample1_S41_L003	  	sequencing assay	ERX5671965	FCA37_Male_leg_adult_5dWT_Scott_sample1_S41_L003.bam	FCA37_Male_leg_adult_5dWT_Scott_sample1_S41_L003.bam	ERR6032743	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032743/FCA37_Male_leg_adult_5dWT_Scott_sample1_S41_L003.bam	FCA37_Male_leg_adult_5dWT_Scott_sample1_S41_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA37_Male_leg_adult_5dWT_Scott_sample1_S41_L003_R1_001.fastq.gz	FCA37_Male_leg_adult_5dWT_Scott_sample1_S41_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA37_Male_leg_adult_5dWT_Scott_sample1_S41_L003_R2_001.fastq.gz	  	  	leg	    
FCA37_Male_leg_adult_5dWT_Scott_sample1_S45	ERS6860715	SAMEA9135914	Drosophila melanogaster	S45	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	leg	  	organism part	FCA37_Male_leg_adult_5dWT_Scott_sample1_S45	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a39d4366__FCA37_Male_leg_adult_5dWT_Scott_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA37_Male_leg_adult_5dWT_Scott_sample1_S45_L003	  	sequencing assay	ERX5671965	FCA37_Male_leg_adult_5dWT_Scott_sample1_S45_L003.bam	FCA37_Male_leg_adult_5dWT_Scott_sample1_S45_L003.bam	ERR6032745	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032745/FCA37_Male_leg_adult_5dWT_Scott_sample1_S45_L003.bam	FCA37_Male_leg_adult_5dWT_Scott_sample1_S45_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA37_Male_leg_adult_5dWT_Scott_sample1_S45_L003_R1_001.fastq.gz	FCA37_Male_leg_adult_5dWT_Scott_sample1_S45_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA37_Male_leg_adult_5dWT_Scott_sample1_S45_L003_R2_001.fastq.gz	  	  	leg	    
FCA37_Male_leg_adult_5dWT_Scott_sample1_S44	ERS6860715	SAMEA9135914	Drosophila melanogaster	S44	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	leg	  	organism part	FCA37_Male_leg_adult_5dWT_Scott_sample1_S44	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a39d4366__FCA37_Male_leg_adult_5dWT_Scott_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA37_Male_leg_adult_5dWT_Scott_sample1_S44_L003	  	sequencing assay	ERX5671965	FCA37_Male_leg_adult_5dWT_Scott_sample1_S44_L003.bam	FCA37_Male_leg_adult_5dWT_Scott_sample1_S44_L003.bam	ERR6032744	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032744/FCA37_Male_leg_adult_5dWT_Scott_sample1_S44_L003.bam	FCA37_Male_leg_adult_5dWT_Scott_sample1_S44_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA37_Male_leg_adult_5dWT_Scott_sample1_S44_L003_R1_001.fastq.gz	FCA37_Male_leg_adult_5dWT_Scott_sample1_S44_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA37_Male_leg_adult_5dWT_Scott_sample1_S44_L003_R2_001.fastq.gz	  	  	leg	    
