"libraryId"	"experimentId"	"platform"	"SRSId"	"anatId"	"anatName"	"cellTypeId"	"cellTypeName"	"stageId"	"stageName"	"url_GSM"	"infoOrgan"	"infoCellType_abInitio"	"infoCellType_inferred"	"clusterId"	"clusterName"	"infoStage"	"anatAnnotationStatus"	"cellTypeAnnotationStatus"	"stageAnnotationStatus"	"sex"	"strain"	"genotype"	"speciesId"	"RNAseqTags"	"protocol"	"protocolType"	"lib_name"	"sampleTitle"	"comment"	"condition"	"annotatorId"	"lastModificationDate"	"run_accession"	"read_count"	"tax_id"	"scientific_name"	"library_layout"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133273"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133291"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133289"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133277"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133281"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133285"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133279"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133290"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133276"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133278"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133287"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133280"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133283"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133286"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133282"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133288"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700425"	"ERP132583"	"NextSeq 550"	"ERS8071656"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000053"	"45-year-old stage"	""	"testis"	""	NA	NA	NA	"45 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN074"	"SAMEA10418812"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133284"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133297"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133294"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133307"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133299"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133295"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133303"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133298"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133293"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133296"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133300"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133301"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133302"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133304"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133306"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133305"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700426"	"ERP132583"	"NextSeq 550"	"ERS8071657"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000019"	"14-year-old stage"	""	"testis"	""	NA	NA	NA	"14 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN112"	"SAMEA10418813"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133292"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133320"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133317"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133308"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133313"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133321"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133316"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133309"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133311"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133315"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133310"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133312"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133319"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133318"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133322"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133323"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700427"	"ERP132583"	"NextSeq 550"	"ERS8071658"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"PtroDv:0000026"	"21-year-old stage"	""	"testis"	""	NA	NA	NA	"21 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9598	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN193"	"SAMEA10418814"	"PRJEB48241, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133314"	0	9598	"Pan troglodytes"	"PAIRED"
"ERX6700428"	"ERP132584"	"NextSeq 550"	"ERS8071659"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"HsapDv:0000126"	"32-year-old stage"	""	"testis"	""	NA	NA	NA	"32 years"	""	"other"	"perfect match"	"M"	""	""	9606	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN007"	"SAMEA10418815"	"PRJEB48242, PMID: 36544022"	"normal"	"ANN"	"2023-05-10"	"ERR7133329"	0	9606	"Homo sapiens"	"PAIRED"
"ERX6700428"	"ERP132584"	"NextSeq 550"	"ERS8071659"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"HsapDv:0000126"	"32-year-old stage"	""	"testis"	""	NA	NA	NA	"32 years"	""	"other"	"perfect match"	"M"	""	""	9606	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN007"	"SAMEA10418815"	"PRJEB48242, PMID: 36544022"	"normal"	"ANN"	"2023-05-10"	"ERR7133338"	0	9606	"Homo sapiens"	"PAIRED"
"ERX6700428"	"ERP132584"	"NextSeq 550"	"ERS8071659"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"HsapDv:0000126"	"32-year-old stage"	""	"testis"	""	NA	NA	NA	"32 years"	""	"other"	"perfect match"	"M"	""	""	9606	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN007"	"SAMEA10418815"	"PRJEB48242, PMID: 36544022"	"normal"	"ANN"	"2023-05-10"	"ERR7133334"	0	9606	"Homo sapiens"	"PAIRED"
