Uberon ID	Uberon name	is_a/part_of relations	Reason for removal
EHDAA2:0000535	EHDAA2_0000535		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000536	EHDAA2_0000536		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000537	EHDAA2_0000537		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000538	EHDAA2_0000538		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000539	EHDAA2_0000539		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000540	EHDAA2_0000540		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000541	EHDAA2_0000541		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000543	EHDAA2_0000543		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000546	EHDAA2_0000546		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000547	EHDAA2_0000547		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000548	EHDAA2_0000548		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000549	EHDAA2_0000549		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000550	EHDAA2_0000550		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000551	EHDAA2_0000551		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000552	EHDAA2_0000552		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000553	EHDAA2_0000553		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000554	EHDAA2_0000554		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000555	EHDAA2_0000555		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000556	EHDAA2_0000556		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000557	EHDAA2_0000557		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000560	EHDAA2_0000560		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000563	EHDAA2_0000563		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000564	EHDAA2_0000564		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000566	EHDAA2_0000566		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000567	EHDAA2_0000567		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000569	EHDAA2_0000569		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000570	EHDAA2_0000570		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000571	EHDAA2_0000571		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000572	EHDAA2_0000572		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000573	EHDAA2_0000573		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000574	EHDAA2_0000574		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000575	EHDAA2_0000575		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000577	EHDAA2_0000577		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000578	EHDAA2_0000578		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000581	EHDAA2_0000581		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000582	EHDAA2_0000582		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000586	EHDAA2_0000586		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000587	EHDAA2_0000587		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000588	EHDAA2_0000588		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000593	EHDAA2_0000593		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000595	EHDAA2_0000595		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000596	EHDAA2_0000596		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000597	EHDAA2_0000597		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000598	EHDAA2_0000598		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000599	EHDAA2_0000599		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000600	EHDAA2_0000600		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000603	EHDAA2_0000603		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000608	EHDAA2_0000608		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000610	EHDAA2_0000610		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000611	EHDAA2_0000611		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000615	EHDAA2_0000615		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000623	EHDAA2_0000623		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000638	future metencephalon sulcus limitans	is_a AEO:0000161 groove	Removal of subgraph with root ID UBERON:0000466 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
EHDAA2:0000640	EHDAA2_0000640		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000646	EHDAA2_0000646		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000659	EHDAA2_0000659		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000660	EHDAA2_0000660		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000661	EHDAA2_0000661		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000673	EHDAA2_0000673		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000674	EHDAA2_0000674		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000676	EHDAA2_0000676		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000681	EHDAA2_0000681		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000692	EHDAA2_0000692		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000696	EHDAA2_0000696		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000699	EHDAA2_0000699		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000700	EHDAA2_0000700		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000701	EHDAA2_0000701		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000702	EHDAA2_0000702		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000704	EHDAA2_0000704		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000705	EHDAA2_0000705		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000709	EHDAA2_0000709		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000710	EHDAA2_0000710		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000711	EHDAA2_0000711		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000712	EHDAA2_0000712		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000714	EHDAA2_0000714		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000715	EHDAA2_0000715		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000716	EHDAA2_0000716		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000719	EHDAA2_0000719		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000720	EHDAA2_0000720		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000724	EHDAA2_0000724		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000726	EHDAA2_0000726		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000727	EHDAA2_0000727		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000728	EHDAA2_0000728		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000729	EHDAA2_0000729		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000730	EHDAA2_0000730		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000731	EHDAA2_0000731		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000732	EHDAA2_0000732		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000735	EHDAA2_0000735		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000736	EHDAA2_0000736		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000738	EHDAA2_0000738		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000740	EHDAA2_0000740		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000741	EHDAA2_0000741		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000742	EHDAA2_0000742		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000743	EHDAA2_0000743		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000744	EHDAA2_0000744		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000746	EHDAA2_0000746		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000770	EHDAA2_0000770		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000772	EHDAA2_0000772		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000776	EHDAA2_0000776		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000779	EHDAA2_0000779		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000780	EHDAA2_0000780		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000782	EHDAA2_0000782		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000783	EHDAA2_0000783		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000784	EHDAA2_0000784		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000785	EHDAA2_0000785		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000786	EHDAA2_0000786		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000787	EHDAA2_0000787		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000788	EHDAA2_0000788		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000789	EHDAA2_0000789		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000790	EHDAA2_0000790		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000791	EHDAA2_0000791		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000793	EHDAA2_0000793		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000794	EHDAA2_0000794		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000795	EHDAA2_0000795		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000796	EHDAA2_0000796		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000798	EHDAA2_0000798		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000799	EHDAA2_0000799		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000802	EHDAA2_0000802		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000808	EHDAA2_0000808		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000809	EHDAA2_0000809		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000811	EHDAA2_0000811		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000812	EHDAA2_0000812		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000813	EHDAA2_0000813		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000817	EHDAA2_0000817		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000818	EHDAA2_0000818		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000819	EHDAA2_0000819		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000821	EHDAA2_0000821		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000824	EHDAA2_0000824		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000825	EHDAA2_0000825		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000826	EHDAA2_0000826		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000827	EHDAA2_0000827		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000828	EHDAA2_0000828		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000829	EHDAA2_0000829		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000830	EHDAA2_0000830		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000831	EHDAA2_0000831		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000832	EHDAA2_0000832		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000833	EHDAA2_0000833		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000835	EHDAA2_0000835		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000836	EHDAA2_0000836		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000837	EHDAA2_0000837		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000838	EHDAA2_0000838		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000839	interatrial septum foramen	is_a AEO:0000080 foramen	Removal of subgraph with root ID UBERON:0000466 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
EHDAA2:0000840	EHDAA2_0000840		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000841	EHDAA2_0000841		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000843	EHDAA2_0000843		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000844	EHDAA2_0000844		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000846	EHDAA2_0000846		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000847	EHDAA2_0000847		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000849	EHDAA2_0000849		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000850	EHDAA2_0000850		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000852	EHDAA2_0000852		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000853	EHDAA2_0000853		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000855	EHDAA2_0000855		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000856	EHDAA2_0000856		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000858	EHDAA2_0000858		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000859	EHDAA2_0000859		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000861	EHDAA2_0000861		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000862	EHDAA2_0000862		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000864	EHDAA2_0000864		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000865	EHDAA2_0000865		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000867	EHDAA2_0000867		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000868	EHDAA2_0000868		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000871	EHDAA2_0000871		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000873	EHDAA2_0000873		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000874	EHDAA2_0000874		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000875	EHDAA2_0000875		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000876	EHDAA2_0000876		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000877	EHDAA2_0000877		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000879	EHDAA2_0000879		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000880	EHDAA2_0000880		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000881	EHDAA2_0000881		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000882	EHDAA2_0000882		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000883	EHDAA2_0000883		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000885	EHDAA2_0000885		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000886	EHDAA2_0000886		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000887	EHDAA2_0000887		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000889	EHDAA2_0000889		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000890	EHDAA2_0000890		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000891	EHDAA2_0000891		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000893	EHDAA2_0000893		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000895	EHDAA2_0000895		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000896	EHDAA2_0000896		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000897	EHDAA2_0000897		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000898	EHDAA2_0000898		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000899	EHDAA2_0000899		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000903	EHDAA2_0000903		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000904	EHDAA2_0000904		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000910	EHDAA2_0000910		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000911	EHDAA2_0000911		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000913	EHDAA2_0000913		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000915	EHDAA2_0000915		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000916	EHDAA2_0000916		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000917	EHDAA2_0000917		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000918	EHDAA2_0000918		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000919	EHDAA2_0000919		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000920	EHDAA2_0000920		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000932	EHDAA2_0000932		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000933	EHDAA2_0000933		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000935	EHDAA2_0000935		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000936	EHDAA2_0000936		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000937	EHDAA2_0000937		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000938	EHDAA2_0000938		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000941	EHDAA2_0000941		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000943	EHDAA2_0000943		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000944	EHDAA2_0000944		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000945	EHDAA2_0000945		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000947	EHDAA2_0000947		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000953	EHDAA2_0000953		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
EHDAA2:0000955	EHDAA2_0000955		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
