Gene stable ID	Transcript stable ID	AFFY Mu11KsubB probe
ENSMUSG00000032187	ENSMUST00000174008	Msa.9908.0_f_at
ENSMUSG00000032187	ENSMUST00000174008	Msa.30464.0_s_at
ENSMUSG00000032187	ENSMUST00000172996	Msa.18914.0_s_at
ENSMUSG00000032187	ENSMUST00000172996	Msa.14584.0_s_at
ENSMUSG00000032187	ENSMUST00000172996	Msa.9908.0_f_at
ENSMUSG00000032187	ENSMUST00000172996	Msa.30464.0_s_at
ENSMUSG00000032187	ENSMUST00000098948	S68108_s_at
ENSMUSG00000032187	ENSMUST00000098948	Msa.18914.0_s_at
ENSMUSG00000032187	ENSMUST00000098948	Msa.14584.0_s_at
ENSMUSG00000032187	ENSMUST00000098948	Msa.9908.0_f_at
ENSMUSG00000032187	ENSMUST00000098948	Msa.30464.0_s_at
ENSMUSG00000021381	ENSMUST00000021813	Msa.3096.0_at
ENSMUSG00000062203	ENSMUST00000167571	Msa.28090.0_s_at
ENSMUSG00000062203	ENSMUST00000080030	Msa.28090.0_s_at
ENSMUSG00000062203	ENSMUST00000166063	Msa.28090.0_s_at
ENSMUSG00000062203	ENSMUST00000166063	Msa.40366.0_s_at
ENSMUSG00000020719	ENSMUST00000021062	X65627_f_at
ENSMUSG00000020719	ENSMUST00000021062	Msa.2334.0_f_at
ENSMUSG00000020719	ENSMUST00000133426	X65627_f_at
ENSMUSG00000020719	ENSMUST00000133426	Msa.2334.0_f_at
ENSMUSG00000020719	ENSMUST00000127481	X65627_f_at
ENSMUSG00000020719	ENSMUST00000127481	Msa.2334.0_f_at
ENSMUSG00000020719	ENSMUST00000130172	X65627_f_at
ENSMUSG00000020719	ENSMUST00000130172	Msa.2334.0_f_at
ENSMUSG00000020719	ENSMUST00000106779	X65627_f_at
ENSMUSG00000020719	ENSMUST00000106779	Msa.2334.0_f_at
ENSMUSG00000028035	ENSMUST00000050073	Msa.27940.0_s_at
ENSMUSG00000028035	ENSMUST00000050073	Msa.27198.0_f_at
ENSMUSG00000028035	ENSMUST00000144950	Msa.27940.0_s_at
ENSMUSG00000028035	ENSMUST00000144950	Msa.27198.0_f_at
ENSMUSG00000028035	ENSMUST00000029669	Msa.27940.0_s_at
ENSMUSG00000028035	ENSMUST00000029669	Msa.27198.0_f_at
ENSMUSG00000032561	ENSMUST00000112590	Msa.3606.0_s_at
ENSMUSG00000030399	ENSMUST00000208710	Msa.29369.0_s_at
ENSMUSG00000030399	ENSMUST00000208710	Msa.2213.0_s_at
ENSMUSG00000030399	ENSMUST00000208710	X03233_s_at
ENSMUSG00000030399	ENSMUST00000003643	Msa.29369.0_s_at
ENSMUSG00000030399	ENSMUST00000003643	Msa.2213.0_s_at
ENSMUSG00000030399	ENSMUST00000003643	X03233_s_at
ENSMUSG00000036093	ENSMUST00000036541	Msa.29553.0_s_at
ENSMUSG00000017776	ENSMUST00000108425	Msa.1660.0_f_at
ENSMUSG00000038324	ENSMUST00000041059	w87038_at
ENSMUSG00000038324	ENSMUST00000103140	w87038_at
ENSMUSG00000038324	ENSMUST00000153246	w87038_at
ENSMUSG00000038324	ENSMUST00000143115	w87038_at
ENSMUSG00000027067	ENSMUST00000077798	w30290_s_at
ENSMUSG00000027067	ENSMUST00000130729	w30290_s_at
ENSMUSG00000027067	ENSMUST00000145097	w30290_s_at
ENSMUSG00000027067	ENSMUST00000127069	w30290_s_at
ENSMUSG00000027067	ENSMUST00000168266	w30290_s_at
ENSMUSG00000029447	ENSMUST00000201414	Z31557_s_at
ENSMUSG00000029447	ENSMUST00000202466	Z31557_s_at
ENSMUSG00000029447	ENSMUST00000201927	Z31557_s_at
ENSMUSG00000029447	ENSMUST00000031402	Z31557_s_at
ENSMUSG00000027852	ENSMUST00000029445	x13664_s_at
ENSMUSG00000027852	ENSMUST00000196355	x13664_s_at
ENSMUSG00000006389	ENSMUST00000102671	z22649_s_at
ENSMUSG00000006389	ENSMUST00000168404	z22649_s_at
ENSMUSG00000006389	ENSMUST00000106375	z22649_s_at
ENSMUSG00000063108	ENSMUST00000159569	x12592_s_at
ENSMUSG00000063108	ENSMUST00000098970	x12592_s_at
ENSMUSG00000063108	ENSMUST00000075263	x12592_s_at
ENSMUSG00000031511	ENSMUST00000074856	U96634_s_at
ENSMUSG00000031511	ENSMUST00000098938	U96634_s_at
ENSMUSG00000031511	ENSMUST00000110904	U96634_s_at
ENSMUSG00000068480	ENSMUST00000089593	Msa.16214.0_f_at
ENSMUSG00000031138	ENSMUST00000033477	Msa.652.0_at
ENSMUSG00000000215	ENSMUST00000105931	X04724_s_at
ENSMUSG00000000215	ENSMUST00000105931	Msa.2391.0_at
ENSMUSG00000000215	ENSMUST00000105934	X04724_s_at
ENSMUSG00000000215	ENSMUST00000210288	X04724_s_at
ENSMUSG00000000215	ENSMUST00000105930	X04724_s_at
ENSMUSG00000000215	ENSMUST00000105930	Msa.2391.0_at
ENSMUSG00000000215	ENSMUST00000105933	X04724_s_at
ENSMUSG00000000215	ENSMUST00000105933	Msa.2391.0_at
ENSMUSG00000000215	ENSMUST00000000220	X04724_s_at
ENSMUSG00000000215	ENSMUST00000000220	Msa.2391.0_at
ENSMUSG00000000215	ENSMUST00000105932	X04724_s_at
ENSMUSG00000000215	ENSMUST00000105932	Msa.2391.0_at
ENSMUSG00000000215	ENSMUST00000125933	X04724_s_at
ENSMUSG00000000215	ENSMUST00000162317	X04724_s_at
ENSMUSG00000000215	ENSMUST00000162317	Msa.2391.0_at
ENSMUSG00000022096	ENSMUST00000161069	Msa.2331.0_at
ENSMUSG00000022096	ENSMUST00000022691	Msa.2331.0_at
ENSMUSG00000022096	ENSMUST00000163060	Msa.2331.0_at
ENSMUSG00000115593	ENSMUST00000228649	X52803_f_at
ENSMUSG00000036985	ENSMUST00000037960	w30156_s_at
ENSMUSG00000036985	ENSMUST00000088935	w30156_s_at
ENSMUSG00000037640	ENSMUST00000108336	Msa.2971.0_s_at
ENSMUSG00000037640	ENSMUST00000042641	Msa.2971.0_s_at
ENSMUSG00000037640	ENSMUST00000167955	Msa.2971.0_s_at
ENSMUSG00000024503	ENSMUST00000025381	X06342_s_at
ENSMUSG00000045763	ENSMUST00000058845	Z31269_s_at
ENSMUSG00000045763	ENSMUST00000058845	Msa.22134.0_s_at
ENSMUSG00000045763	ENSMUST00000228597	Z31269_s_at
ENSMUSG00000045763	ENSMUST00000228597	Msa.22134.0_s_at
ENSMUSG00000010057	ENSMUST00000010201	Msa.13871.0_s_at
ENSMUSG00000010057	ENSMUST00000195370	Msa.13871.0_s_at
ENSMUSG00000010057	ENSMUST00000193628	Msa.13871.0_s_at
ENSMUSG00000010057	ENSMUST00000194848	Msa.13871.0_s_at
ENSMUSG00000027071	ENSMUST00000111613	Msa.23687.0_s_at
ENSMUSG00000027071	ENSMUST00000028465	Msa.23687.0_s_at
ENSMUSG00000027071	ENSMUST00000111616	Msa.23687.0_s_at
ENSMUSG00000029135	ENSMUST00000031017	Msa.2298.0_at
ENSMUSG00000029135	ENSMUST00000202169	Msa.2298.0_at
ENSMUSG00000104876	ENSMUST00000196323	x12729_s_at
ENSMUSG00000104876	ENSMUST00000196323	L36135_i_at
ENSMUSG00000037849	ENSMUST00000160565	Msa.41734.0_s_at
ENSMUSG00000037849	ENSMUST00000160565	Msa.39606.0_s_at
ENSMUSG00000037849	ENSMUST00000160565	Msa.41726.0_f_at
ENSMUSG00000037849	ENSMUST00000169797	Msa.41726.0_f_at
ENSMUSG00000018919	ENSMUST00000019063	Msa.6639.0_s_at
ENSMUSG00000018919	ENSMUST00000179986	Msa.6639.0_s_at
ENSMUSG00000018919	ENSMUST00000141924	Msa.6639.0_s_at
ENSMUSG00000031378	ENSMUST00000002084	Z33637_s_at
ENSMUSG00000022433	ENSMUST00000117786	w30059_s_at
ENSMUSG00000022433	ENSMUST00000117786	Msa.8201.0_s_at
ENSMUSG00000022433	ENSMUST00000117786	Msa.21561.0_f_at
ENSMUSG00000022433	ENSMUST00000117786	Msa.21559.0_f_at
ENSMUSG00000022433	ENSMUST00000117786	Msa.14872.0_f_at
ENSMUSG00000022433	ENSMUST00000127155	w30059_s_at
ENSMUSG00000022433	ENSMUST00000127155	Msa.8201.0_s_at
ENSMUSG00000022433	ENSMUST00000120859	w30059_s_at
ENSMUSG00000022433	ENSMUST00000120859	Msa.8201.0_s_at
ENSMUSG00000022433	ENSMUST00000120859	Msa.21559.0_f_at
ENSMUSG00000022433	ENSMUST00000120859	Msa.14872.0_f_at
ENSMUSG00000022433	ENSMUST00000122044	Msa.21559.0_f_at
ENSMUSG00000022433	ENSMUST00000122044	Msa.14872.0_f_at
ENSMUSG00000022433	ENSMUST00000145740	Msa.40210.0_s_at
ENSMUSG00000022433	ENSMUST00000156513	Msa.40210.0_s_at
ENSMUSG00000022433	ENSMUST00000156513	Msa.14872.0_f_at
ENSMUSG00000022433	ENSMUST00000136003	Msa.40210.0_s_at
ENSMUSG00000022433	ENSMUST00000136003	Msa.14872.0_f_at
ENSMUSG00000022433	ENSMUST00000230599	Msa.40210.0_s_at
ENSMUSG00000022433	ENSMUST00000230599	Msa.21559.0_f_at
ENSMUSG00000022433	ENSMUST00000230599	Msa.14872.0_f_at
ENSMUSG00000022433	ENSMUST00000144790	Msa.40210.0_s_at
ENSMUSG00000022433	ENSMUST00000144790	Msa.21559.0_f_at
ENSMUSG00000022433	ENSMUST00000144790	Msa.14872.0_f_at
ENSMUSG00000022433	ENSMUST00000135519	Msa.21559.0_f_at
ENSMUSG00000022433	ENSMUST00000135519	Msa.14872.0_f_at
ENSMUSG00000022433	ENSMUST00000230942	Msa.21559.0_f_at
ENSMUSG00000022433	ENSMUST00000156043	Msa.21559.0_f_at
ENSMUSG00000087589	ENSMUST00000194426	Msa.25033.0_s_at
ENSMUSG00000025130	ENSMUST00000026122	x06453_s_at
ENSMUSG00000025130	ENSMUST00000026122	Msa.11229.0_s_at
ENSMUSG00000025130	ENSMUST00000166620	x06453_s_at
ENSMUSG00000042548	ENSMUST00000227428	W41911_s_at
ENSMUSG00000042548	ENSMUST00000109790	W41911_s_at
ENSMUSG00000020307	ENSMUST00000020550	Msa.6742.0_f_at
ENSMUSG00000020307	ENSMUST00000220133	Msa.6742.0_f_at
ENSMUSG00000020307	ENSMUST00000219791	Msa.6742.0_f_at
ENSMUSG00000020307	ENSMUST00000219930	Msa.6742.0_f_at
ENSMUSG00000020307	ENSMUST00000218964	Msa.6742.0_f_at
ENSMUSG00000020307	ENSMUST00000219074	Msa.6742.0_f_at
ENSMUSG00000020307	ENSMUST00000217689	Msa.6742.0_f_at
ENSMUSG00000020307	ENSMUST00000166603	Msa.6742.0_f_at
ENSMUSG00000054428	ENSMUST00000152993	Msa.5010.0_s_at
ENSMUSG00000054428	ENSMUST00000067496	Msa.5010.0_s_at
ENSMUSG00000054428	ENSMUST00000145795	Msa.5010.0_s_at
ENSMUSG00000026797	ENSMUST00000050000	Msa.23427.0_s_at
ENSMUSG00000026797	ENSMUST00000050000	Msa.22647.0_s_at
ENSMUSG00000026797	ENSMUST00000113222	Msa.22647.0_s_at
ENSMUSG00000026797	ENSMUST00000077458	Msa.23427.0_s_at
ENSMUSG00000026797	ENSMUST00000077458	Msa.22647.0_s_at
ENSMUSG00000026797	ENSMUST00000208840	Msa.23427.0_s_at
ENSMUSG00000026656	ENSMUST00000027966	x04648_s_at
ENSMUSG00000026656	ENSMUST00000081103	x04648_s_at
ENSMUSG00000026656	ENSMUST00000161503	x04648_s_at
ENSMUSG00000026656	ENSMUST00000159969	x04648_s_at
ENSMUSG00000006728	ENSMUST00000006911	Msa.23042.0_s_at
ENSMUSG00000006728	ENSMUST00000006911	Msa.6128.0_s_at
ENSMUSG00000006728	ENSMUST00000120226	Msa.6128.0_s_at
ENSMUSG00000006728	ENSMUST00000133115	Msa.23042.0_s_at
ENSMUSG00000006728	ENSMUST00000133115	Msa.6128.0_s_at
ENSMUSG00000006728	ENSMUST00000142558	Msa.23042.0_s_at
ENSMUSG00000006728	ENSMUST00000142558	Msa.6128.0_s_at
ENSMUSG00000006728	ENSMUST00000140254	Msa.23042.0_s_at
ENSMUSG00000006728	ENSMUST00000140254	Msa.6128.0_s_at
ENSMUSG00000006728	ENSMUST00000135179	Msa.6128.0_s_at
ENSMUSG00000006728	ENSMUST00000125682	Msa.23042.0_s_at
ENSMUSG00000006728	ENSMUST00000125682	Msa.6128.0_s_at
ENSMUSG00000006728	ENSMUST00000145670	Msa.23042.0_s_at
ENSMUSG00000024104	ENSMUST00000036759	w45964_s_at
ENSMUSG00000024104	ENSMUST00000203802	w45964_s_at
ENSMUSG00000023032	ENSMUST00000161564	W13854_at
ENSMUSG00000023032	ENSMUST00000160256	W13854_at
ENSMUSG00000070501	ENSMUST00000090406	Msa.37429.0_s_at
ENSMUSG00000070501	ENSMUST00000097463	Msa.37429.0_s_at
ENSMUSG00000028800	ENSMUST00000102597	Msa.9756.0_f_at
ENSMUSG00000045092	ENSMUST00000055676	Msa.13078.0_s_at
ENSMUSG00000030669	ENSMUST00000032907	X97991_s_at
ENSMUSG00000030669	ENSMUST00000206853	X97991_s_at
ENSMUSG00000020420	ENSMUST00000205534	Msa.10487.0_s_at
ENSMUSG00000073491	ENSMUST00000150649	Msa.41734.0_s_at
ENSMUSG00000073491	ENSMUST00000097462	Msa.41734.0_s_at
ENSMUSG00000073491	ENSMUST00000180215	Msa.41734.0_s_at
ENSMUSG00000029859	ENSMUST00000073387	U18084_s_at
ENSMUSG00000029859	ENSMUST00000204357	U18084_s_at
ENSMUSG00000049307	ENSMUST00000061498	Msa.1696.0_s_at
ENSMUSG00000033256	ENSMUST00000048635	Msa.15262.0_s_at
ENSMUSG00000033256	ENSMUST00000151130	Msa.15262.0_s_at
ENSMUSG00000033256	ENSMUST00000125826	Msa.15262.0_s_at
ENSMUSG00000033256	ENSMUST00000110532	Msa.15262.0_s_at
ENSMUSG00000033256	ENSMUST00000139819	Msa.15262.0_s_at
ENSMUSG00000033256	ENSMUST00000135848	Msa.15262.0_s_at
ENSMUSG00000033256	ENSMUST00000110530	Msa.15262.0_s_at
ENSMUSG00000033256	ENSMUST00000121237	Msa.15262.0_s_at
ENSMUSG00000033256	ENSMUST00000143484	Msa.15262.0_s_at
ENSMUSG00000033256	ENSMUST00000110531	Msa.15262.0_s_at
ENSMUSG00000022227	ENSMUST00000022836	X68803_s_at
ENSMUSG00000086845	ENSMUST00000140495	W08881_at
ENSMUSG00000040329	ENSMUST00000194279	x07962_s_at
ENSMUSG00000040329	ENSMUST00000168269	x07962_s_at
ENSMUSG00000040329	ENSMUST00000194184	x07962_s_at
ENSMUSG00000040329	ENSMUST00000192202	x07962_s_at
ENSMUSG00000040329	ENSMUST00000191681	x07962_s_at
ENSMUSG00000029860	ENSMUST00000203652	y07711_s_at
ENSMUSG00000029860	ENSMUST00000070635	y07711_s_at
ENSMUSG00000029860	ENSMUST00000203290	y07711_s_at
ENSMUSG00000029860	ENSMUST00000203401	y07711_s_at
ENSMUSG00000004933	ENSMUST00000119547	x83972_s_at
ENSMUSG00000004933	ENSMUST00000117488	x83972_s_at
ENSMUSG00000004933	ENSMUST00000105328	x83972_s_at
ENSMUSG00000004933	ENSMUST00000128576	x83972_s_at
ENSMUSG00000004933	ENSMUST00000121205	x83972_s_at
ENSMUSG00000004933	ENSMUST00000150605	x83972_s_at
ENSMUSG00000004933	ENSMUST00000120265	x83972_s_at
ENSMUSG00000004933	ENSMUST00000151660	x83972_s_at
ENSMUSG00000004933	ENSMUST00000148735	x83972_s_at
ENSMUSG00000043263	ENSMUST00000056071	Msa.37429.0_s_at
ENSMUSG00000043263	ENSMUST00000193727	Msa.37429.0_s_at
ENSMUSG00000026576	ENSMUST00000027863	Msa.10923.0_s_at
ENSMUSG00000026576	ENSMUST00000027863	x61433_s_at
ENSMUSG00000026576	ENSMUST00000192522	Msa.10923.0_s_at
ENSMUSG00000017737	ENSMUST00000017881	z27231_s_at
ENSMUSG00000017737	ENSMUST00000144917	z27231_s_at
ENSMUSG00000066677	ENSMUST00000182880	Msa.41734.0_s_at
ENSMUSG00000066677	ENSMUST00000085876	Msa.41734.0_s_at
ENSMUSG00000066677	ENSMUST00000169857	Msa.41734.0_s_at
ENSMUSG00000038537	ENSMUST00000038532	Msa.2444.0_at
ENSMUSG00000031766	ENSMUST00000034218	Msa.2800.0_s_at
ENSMUSG00000031766	ENSMUST00000212134	Msa.2800.0_s_at
ENSMUSG00000000441	ENSMUST00000130528	Msa.24413.0_s_at
ENSMUSG00000000441	ENSMUST00000112949	Msa.24413.0_s_at
ENSMUSG00000000441	ENSMUST00000000451	Msa.24413.0_s_at
ENSMUSG00000000441	ENSMUST00000000451	Msa.6334.0_s_at
ENSMUSG00000000441	ENSMUST00000127503	Msa.24413.0_s_at
ENSMUSG00000000441	ENSMUST00000127503	Msa.6334.0_s_at
ENSMUSG00000103105	ENSMUST00000192876	Msa.41726.0_f_at
ENSMUSG00000103105	ENSMUST00000193627	Msa.41726.0_f_at
ENSMUSG00000117241	ENSMUST00000232913	Msa.32763.0_s_at
ENSMUSG00000079334	ENSMUST00000149638	Msa.13323.0_s_at
ENSMUSG00000079334	ENSMUST00000139274	Msa.13323.0_s_at
ENSMUSG00000079334	ENSMUST00000130053	Msa.13323.0_s_at
ENSMUSG00000079334	ENSMUST00000122985	Msa.13323.0_s_at
ENSMUSG00000079334	ENSMUST00000127380	Msa.13323.0_s_at
ENSMUSG00000079334	ENSMUST00000139581	Msa.13323.0_s_at
ENSMUSG00000079334	ENSMUST00000093785	Msa.13323.0_s_at
ENSMUSG00000002908	ENSMUST00000110078	w50685_s_at
ENSMUSG00000002908	ENSMUST00000212086	w50685_s_at
ENSMUSG00000002908	ENSMUST00000212509	w50685_s_at
ENSMUSG00000002908	ENSMUST00000110081	w50685_s_at
ENSMUSG00000030744	ENSMUST00000032998	X76772_f_at
ENSMUSG00000030744	ENSMUST00000107096	X76772_f_at
ENSMUSG00000030744	ENSMUST00000128725	X76772_f_at
ENSMUSG00000030744	ENSMUST00000128174	X76772_f_at
ENSMUSG00000010358	ENSMUST00000010502	Msa.5720.0_s_at
ENSMUSG00000010358	ENSMUST00000125958	Msa.5720.0_s_at
ENSMUSG00000010358	ENSMUST00000131024	Msa.5720.0_s_at
ENSMUSG00000027496	ENSMUST00000109140	Msa.12159.0_s_at
ENSMUSG00000027496	ENSMUST00000109139	Msa.12159.0_s_at
ENSMUSG00000027496	ENSMUST00000128004	Msa.12159.0_s_at
ENSMUSG00000027496	ENSMUST00000028997	Msa.12159.0_s_at
ENSMUSG00000001280	ENSMUST00000163709	Msa.2694.0_at
ENSMUSG00000001280	ENSMUST00000001326	Msa.2694.0_at
ENSMUSG00000040681	ENSMUST00000050884	X53476_s_at
ENSMUSG00000040681	ENSMUST00000233638	X53476_s_at
ENSMUSG00000040681	ENSMUST00000233292	X53476_s_at
ENSMUSG00000010048	ENSMUST00000010192	Msa.12184.0_s_at
ENSMUSG00000010048	ENSMUST00000194932	Msa.12184.0_s_at
ENSMUSG00000010048	ENSMUST00000193153	Msa.12184.0_s_at
ENSMUSG00000010048	ENSMUST00000195746	Msa.12184.0_s_at
ENSMUSG00000010048	ENSMUST00000193140	Msa.12184.0_s_at
ENSMUSG00000010048	ENSMUST00000192888	Msa.12184.0_s_at
ENSMUSG00000056708	ENSMUST00000055322	Msa.16262.0_s_at
ENSMUSG00000021070	ENSMUST00000001652	x78438_s_at
ENSMUSG00000006442	ENSMUST00000006611	Msa.1323.0_f_at
ENSMUSG00000006442	ENSMUST00000152701	Msa.1323.0_f_at
ENSMUSG00000041347	ENSMUST00000182899	Msa.2098.0_s_at
ENSMUSG00000041347	ENSMUST00000183086	Msa.2098.0_s_at
ENSMUSG00000041347	ENSMUST00000041229	Msa.2098.0_s_at
ENSMUSG00000023175	ENSMUST00000179201	Msa.6.0_at
ENSMUSG00000058579	ENSMUST00000102481	X04573_s_at
ENSMUSG00000039656	ENSMUST00000044858	x66224_s_at
ENSMUSG00000039656	ENSMUST00000174299	x66224_s_at
ENSMUSG00000039656	ENSMUST00000173354	x66224_s_at
ENSMUSG00000039656	ENSMUST00000116612	x66224_s_at
ENSMUSG00000039656	ENSMUST00000174645	x66224_s_at
ENSMUSG00000039656	ENSMUST00000174033	x66224_s_at
ENSMUSG00000039656	ENSMUST00000174578	x66224_s_at
ENSMUSG00000056692	ENSMUST00000114863	w11869_g_at
ENSMUSG00000056692	ENSMUST00000114859	w11869_g_at
ENSMUSG00000035297	ENSMUST00000045993	z31238_s_at
ENSMUSG00000035297	ENSMUST00000147729	z31238_s_at
ENSMUSG00000035297	ENSMUST00000151414	z31238_s_at
ENSMUSG00000035297	ENSMUST00000123069	z31238_s_at
ENSMUSG00000035297	ENSMUST00000146476	z31238_s_at
ENSMUSG00000035297	ENSMUST00000123492	z31238_s_at
ENSMUSG00000035297	ENSMUST00000123559	z31238_s_at
ENSMUSG00000086583	ENSMUST00000071641	Msa.2661.0_f_at
ENSMUSG00000086583	ENSMUST00000071523	Msa.2661.0_f_at
ENSMUSG00000030058	ENSMUST00000113607	w30145_s_at
ENSMUSG00000030058	ENSMUST00000113607	Msa.8217.0_s_at
ENSMUSG00000030058	ENSMUST00000049966	Msa.8217.0_s_at
ENSMUSG00000030058	ENSMUST00000203240	Msa.8217.0_s_at
ENSMUSG00000030058	ENSMUST00000137717	Msa.8217.0_s_at
ENSMUSG00000030058	ENSMUST00000149907	w30145_s_at
ENSMUSG00000060419	ENSMUST00000140155	Msa.133.0_f_at
ENSMUSG00000037827	ENSMUST00000036712	w14147_s_at
ENSMUSG00000094088	ENSMUST00000103535	Msa.2119.0_at
ENSMUSG00000027498	ENSMUST00000116375	Msa.4745.0_s_at
ENSMUSG00000034525	ENSMUST00000220637	w70819_s_at
ENSMUSG00000034525	ENSMUST00000043493	w70819_s_at
ENSMUSG00000057969	ENSMUST00000123926	X85990_s_at
ENSMUSG00000057969	ENSMUST00000102532	X85990_s_at
ENSMUSG00000057969	ENSMUST00000102530	X85990_s_at
ENSMUSG00000057969	ENSMUST00000102529	X85990_s_at
ENSMUSG00000057969	ENSMUST00000102531	X85990_s_at
ENSMUSG00000057969	ENSMUST00000195472	X85990_s_at
ENSMUSG00000057969	ENSMUST00000073448	X85990_s_at
ENSMUSG00000029363	ENSMUST00000086461	Msa.33290.0_s_at
ENSMUSG00000029363	ENSMUST00000150962	Msa.33290.0_s_at
ENSMUSG00000029363	ENSMUST00000129369	Msa.33290.0_s_at
ENSMUSG00000029363	ENSMUST00000123392	Msa.33290.0_s_at
ENSMUSG00000028367	ENSMUST00000030051	Msa.2508.0_f_at
ENSMUSG00000016559	ENSMUST00000106454	X13605_s_at
ENSMUSG00000016559	ENSMUST00000139623	X13605_s_at
ENSMUSG00000016559	ENSMUST00000139378	X13605_s_at
ENSMUSG00000016559	ENSMUST00000016703	X13605_s_at
ENSMUSG00000061068	ENSMUST00000043249	X68804_f_at
ENSMUSG00000061068	ENSMUST00000043249	Msa.1103.0_f_at
ENSMUSG00000031930	ENSMUST00000166615	Msa.31005.0_s_at
ENSMUSG00000031930	ENSMUST00000212205	Msa.31005.0_s_at
ENSMUSG00000031930	ENSMUST00000212543	Msa.31005.0_s_at
ENSMUSG00000031930	ENSMUST00000212559	Msa.31005.0_s_at
ENSMUSG00000031930	ENSMUST00000212993	Msa.31005.0_s_at
ENSMUSG00000042870	ENSMUST00000165630	w14147_s_at
ENSMUSG00000042870	ENSMUST00000212278	w14147_s_at
ENSMUSG00000111686	ENSMUST00000213253	x89650_s_at
ENSMUSG00000024598	ENSMUST00000025497	Msa.1623.0_s_at
ENSMUSG00000031400	ENSMUST00000004327	Z11911_s_at
ENSMUSG00000031400	ENSMUST00000143521	Z11911_s_at
ENSMUSG00000031217	ENSMUST00000052839	z48781_s_at
ENSMUSG00000031217	ENSMUST00000052839	Msa.1350.0_s_at
ENSMUSG00000031217	ENSMUST00000151750	z48781_s_at
ENSMUSG00000031217	ENSMUST00000151750	Msa.1350.0_s_at
ENSMUSG00000020716	ENSMUST00000071325	Msa.2091.0_i_at
ENSMUSG00000111380	ENSMUST00000214169	Msa.2433.0_f_at
ENSMUSG00000111380	ENSMUST00000214169	X70100_f_at
ENSMUSG00000074280	ENSMUST00000098689	Msa.2433.0_f_at
ENSMUSG00000074280	ENSMUST00000098689	X70100_f_at
ENSMUSG00000003038	ENSMUST00000102553	Msa.2344.0_f_at
ENSMUSG00000003038	ENSMUST00000102553	X12944_f_at
ENSMUSG00000003038	ENSMUST00000105893	Msa.2344.0_f_at
ENSMUSG00000003038	ENSMUST00000105893	X12944_f_at
ENSMUSG00000003038	ENSMUST00000145025	Msa.2344.0_f_at
ENSMUSG00000003038	ENSMUST00000145025	X12944_f_at
ENSMUSG00000003038	ENSMUST00000100472	Msa.2344.0_f_at
ENSMUSG00000003038	ENSMUST00000100472	X12944_f_at
ENSMUSG00000003038	ENSMUST00000138458	Msa.2344.0_f_at
ENSMUSG00000003038	ENSMUST00000138458	X12944_f_at
ENSMUSG00000003038	ENSMUST00000137456	Msa.2344.0_f_at
ENSMUSG00000003038	ENSMUST00000137456	X12944_f_at
ENSMUSG00000003038	ENSMUST00000125266	Msa.2344.0_f_at
ENSMUSG00000003038	ENSMUST00000125266	X12944_f_at
ENSMUSG00000003038	ENSMUST00000130809	Msa.2344.0_f_at
ENSMUSG00000003038	ENSMUST00000130809	X12944_f_at
ENSMUSG00000003038	ENSMUST00000153622	Msa.2344.0_f_at
ENSMUSG00000003038	ENSMUST00000153622	X12944_f_at
ENSMUSG00000003038	ENSMUST00000136859	Msa.2344.0_f_at
ENSMUSG00000003038	ENSMUST00000136859	X12944_f_at
ENSMUSG00000004892	ENSMUST00000090971	X87096_s_at
ENSMUSG00000055775	ENSMUST00000019625	Msa.9477.0_s_at
ENSMUSG00000055775	ENSMUST00000019625	Msa.1006.0_at
ENSMUSG00000055775	ENSMUST00000019625	Msa.30092.0_f_at
ENSMUSG00000032083	ENSMUST00000132155	Msa.43196.0_at
ENSMUSG00000082319	ENSMUST00000118948	Msa.34708.0_s_at
ENSMUSG00000082319	ENSMUST00000118948	Msa.22205.0_s_at
ENSMUSG00000022098	ENSMUST00000226906	Msa.14785.0_s_at
ENSMUSG00000022098	ENSMUST00000226906	Msa.476.0_at
ENSMUSG00000022098	ENSMUST00000226906	Msa.18366.0_s_at
ENSMUSG00000022098	ENSMUST00000022693	Msa.14785.0_s_at
ENSMUSG00000022098	ENSMUST00000022693	Msa.476.0_at
ENSMUSG00000022098	ENSMUST00000227944	Msa.14785.0_s_at
ENSMUSG00000022098	ENSMUST00000227944	Msa.476.0_at
ENSMUSG00000022098	ENSMUST00000227944	Msa.18366.0_s_at
ENSMUSG00000022098	ENSMUST00000228501	Msa.476.0_at
ENSMUSG00000022098	ENSMUST00000228501	Msa.18366.0_s_at
ENSMUSG00000022098	ENSMUST00000226246	Msa.18366.0_s_at
ENSMUSG00000032959	ENSMUST00000036951	Msa.23387.0_s_at
ENSMUSG00000032959	ENSMUST00000036951	Msa.9041.0_f_at
ENSMUSG00000032959	ENSMUST00000111973	Msa.23387.0_s_at
ENSMUSG00000032959	ENSMUST00000111973	Msa.9041.0_f_at
ENSMUSG00000032959	ENSMUST00000142428	Msa.23387.0_s_at
ENSMUSG00000032959	ENSMUST00000142428	Msa.9041.0_f_at
ENSMUSG00000032959	ENSMUST00000139913	Msa.9041.0_f_at
ENSMUSG00000080902	ENSMUST00000120944	Msa.2739.0_f_at
ENSMUSG00000039298	ENSMUST00000140108	Msa.2739.0_f_at
ENSMUSG00000057003	ENSMUST00000018632	Msa.40899.0_f_at
ENSMUSG00000057003	ENSMUST00000018632	Msa.41264.0_s_at
