Gene stable ID	Transcript stable ID	AFFY MOE430B probe
ENSMUSG00000030744	ENSMUST00000128174	1455600_at
ENSMUSG00000027651	ENSMUST00000103123	1441005_at
ENSMUSG00000027651	ENSMUST00000156552	1441005_at
ENSMUSG00000027651	ENSMUST00000109518	1441005_at
ENSMUSG00000027651	ENSMUST00000029180	1441005_at
ENSMUSG00000010358	ENSMUST00000010502	1459151_x_at
ENSMUSG00000010358	ENSMUST00000010502	1445897_s_at
ENSMUSG00000010358	ENSMUST00000125958	1459151_x_at
ENSMUSG00000010358	ENSMUST00000125958	1445897_s_at
ENSMUSG00000010358	ENSMUST00000131024	1459151_x_at
ENSMUSG00000010358	ENSMUST00000131024	1445897_s_at
ENSMUSG00000031385	ENSMUST00000149478	1440813_s_at
ENSMUSG00000031385	ENSMUST00000146812	1440813_s_at
ENSMUSG00000031385	ENSMUST00000147127	1440813_s_at
ENSMUSG00000031385	ENSMUST00000002079	1440813_s_at
ENSMUSG00000105731	ENSMUST00000198198	1434722_at
ENSMUSG00000032567	ENSMUST00000190934	1447960_at
ENSMUSG00000021972	ENSMUST00000176657	1443020_at
ENSMUSG00000117314	ENSMUST00000233194	1442754_at
ENSMUSG00000117314	ENSMUST00000233410	1442754_at
ENSMUSG00000117314	ENSMUST00000233360	1442754_at
ENSMUSG00000001280	ENSMUST00000001326	1454852_at
ENSMUSG00000111425	ENSMUST00000213690	1453183_at
ENSMUSG00000022560	ENSMUST00000023220	1437315_at
ENSMUSG00000022560	ENSMUST00000230994	1437315_at
ENSMUSG00000114630	ENSMUST00000225038	1429754_a_at
ENSMUSG00000114630	ENSMUST00000225038	1429755_a_at
ENSMUSG00000114630	ENSMUST00000225038	1454411_at
ENSMUSG00000114630	ENSMUST00000224578	1429754_a_at
ENSMUSG00000114630	ENSMUST00000225749	1429754_a_at
ENSMUSG00000114630	ENSMUST00000225749	1429755_a_at
ENSMUSG00000114630	ENSMUST00000225749	1454411_at
ENSMUSG00000118559	ENSMUST00000239037	1456670_at
ENSMUSG00000118559	ENSMUST00000239037	1439547_at
ENSMUSG00000040483	ENSMUST00000151440	1443698_at
ENSMUSG00000040483	ENSMUST00000146233	1443698_at
ENSMUSG00000040483	ENSMUST00000146233	1443621_at
ENSMUSG00000040483	ENSMUST00000140842	1443698_at
ENSMUSG00000040483	ENSMUST00000094041	1443698_at
ENSMUSG00000040483	ENSMUST00000142921	1443698_at
ENSMUSG00000022510	ENSMUST00000115307	1459581_at
ENSMUSG00000022798	ENSMUST00000122078	1457928_at
ENSMUSG00000022798	ENSMUST00000130241	1457928_at
ENSMUSG00000086629	ENSMUST00000153212	1444703_at
ENSMUSG00000086629	ENSMUST00000144421	1444703_at
ENSMUSG00000086629	ENSMUST00000131640	1444703_at
ENSMUSG00000086629	ENSMUST00000152089	1444678_at
ENSMUSG00000086629	ENSMUST00000151166	1444678_at
ENSMUSG00000074782	ENSMUST00000161491	1440761_at
ENSMUSG00000021669	ENSMUST00000109444	1452867_at
ENSMUSG00000061411	ENSMUST00000035346	1428285_at
ENSMUSG00000061411	ENSMUST00000035346	1428284_at
ENSMUSG00000061411	ENSMUST00000035346	1457844_a_at
ENSMUSG00000061411	ENSMUST00000109784	1428285_at
ENSMUSG00000061411	ENSMUST00000109784	1428284_at
ENSMUSG00000061411	ENSMUST00000137553	1457844_a_at
ENSMUSG00000061411	ENSMUST00000129385	1457844_a_at
ENSMUSG00000061411	ENSMUST00000156786	1457844_a_at
ENSMUSG00000063785	ENSMUST00000080713	1435099_at
ENSMUSG00000063785	ENSMUST00000125966	1432250_at
ENSMUSG00000035032	ENSMUST00000156256	1445012_at
ENSMUSG00000035032	ENSMUST00000156256	1441525_at
ENSMUSG00000026788	ENSMUST00000028125	1435900_at
ENSMUSG00000026788	ENSMUST00000028125	1431127_at
ENSMUSG00000026788	ENSMUST00000095035	1435900_at
ENSMUSG00000026788	ENSMUST00000095035	1431127_at
ENSMUSG00000003992	ENSMUST00000004094	1438423_at
ENSMUSG00000003992	ENSMUST00000144659	1429951_at
ENSMUSG00000054909	ENSMUST00000148729	1430644_at
ENSMUSG00000054909	ENSMUST00000131403	1430644_at
ENSMUSG00000062232	ENSMUST00000118100	1452833_at
ENSMUSG00000062232	ENSMUST00000118340	1452833_at
ENSMUSG00000062232	ENSMUST00000195708	1452833_at
ENSMUSG00000108195	ENSMUST00000204151	1458657_at
ENSMUSG00000113535	ENSMUST00000223443	1442012_at
ENSMUSG00000021070	ENSMUST00000001652	1442187_at
ENSMUSG00000053141	ENSMUST00000109445	1439725_at
ENSMUSG00000053141	ENSMUST00000109443	1439725_at
ENSMUSG00000026181	ENSMUST00000027373	1430631_at
ENSMUSG00000026181	ENSMUST00000027373	1454934_at
ENSMUSG00000110018	ENSMUST00000211750	1431577_at
ENSMUSG00000110018	ENSMUST00000228069	1431577_at
ENSMUSG00000063663	ENSMUST00000150434	1457811_at
ENSMUSG00000063663	ENSMUST00000150434	1439775_at
ENSMUSG00000063663	ENSMUST00000150434	1440881_at
ENSMUSG00000063663	ENSMUST00000041866	1439775_at
ENSMUSG00000063663	ENSMUST00000041866	1440881_at
ENSMUSG00000063663	ENSMUST00000144521	1439775_at
ENSMUSG00000063663	ENSMUST00000144521	1440881_at
ENSMUSG00000063663	ENSMUST00000134434	1441451_at
ENSMUSG00000063506	ENSMUST00000111956	1435108_at
ENSMUSG00000063506	ENSMUST00000137590	1435108_at
ENSMUSG00000063506	ENSMUST00000111955	1435108_at
ENSMUSG00000022790	ENSMUST00000023478	1460607_at
ENSMUSG00000103164	ENSMUST00000192996	1447393_at
ENSMUSG00000023047	ENSMUST00000023809	1438967_x_at
ENSMUSG00000023047	ENSMUST00000023809	1457021_x_at
ENSMUSG00000023047	ENSMUST00000229278	1438967_x_at
ENSMUSG00000023047	ENSMUST00000229278	1457021_x_at
ENSMUSG00000023047	ENSMUST00000162893	1438967_x_at
ENSMUSG00000023047	ENSMUST00000162893	1457021_x_at
ENSMUSG00000023047	ENSMUST00000161376	1438967_x_at
ENSMUSG00000023047	ENSMUST00000161376	1457021_x_at
ENSMUSG00000073490	ENSMUST00000042610	1457035_at
ENSMUSG00000067571	ENSMUST00000087923	1441898_at
ENSMUSG00000081297	ENSMUST00000120089	1430261_at
ENSMUSG00000045036	ENSMUST00000233328	1439575_at
ENSMUSG00000045036	ENSMUST00000233738	1439575_at
ENSMUSG00000045036	ENSMUST00000062161	1439575_at
ENSMUSG00000045036	ENSMUST00000233117	1439575_at
ENSMUSG00000045036	ENSMUST00000233279	1439575_at
ENSMUSG00000045036	ENSMUST00000086722	1439575_at
ENSMUSG00000032570	ENSMUST00000177293	1431196_at
ENSMUSG00000032570	ENSMUST00000176770	1431196_at
ENSMUSG00000032570	ENSMUST00000177074	1431196_at
ENSMUSG00000032570	ENSMUST00000112558	1442742_at
ENSMUSG00000032570	ENSMUST00000112558	1431196_at
ENSMUSG00000032570	ENSMUST00000038118	1442742_at
ENSMUSG00000032570	ENSMUST00000038118	1431196_at
ENSMUSG00000032570	ENSMUST00000085133	1442742_at
ENSMUSG00000032570	ENSMUST00000085133	1431196_at
ENSMUSG00000032570	ENSMUST00000163879	1431196_at
ENSMUSG00000032570	ENSMUST00000176960	1431196_at
ENSMUSG00000032570	ENSMUST00000176651	1431196_at
ENSMUSG00000032570	ENSMUST00000176190	1431196_at
ENSMUSG00000032570	ENSMUST00000177189	1431196_at
ENSMUSG00000032570	ENSMUST00000176363	1431196_at
ENSMUSG00000032570	ENSMUST00000176036	1431196_at
ENSMUSG00000032570	ENSMUST00000190802	1431196_at
ENSMUSG00000032570	ENSMUST00000176787	1439215_at
ENSMUSG00000031488	ENSMUST00000054212	1447264_at
ENSMUSG00000031488	ENSMUST00000054212	1430594_at
ENSMUSG00000031488	ENSMUST00000033878	1430594_at
ENSMUSG00000031488	ENSMUST00000209377	1430594_at
ENSMUSG00000023931	ENSMUST00000024725	1437229_at
ENSMUSG00000023931	ENSMUST00000233544	1437229_at
ENSMUSG00000022962	ENSMUST00000156713	1459655_at
ENSMUSG00000107567	ENSMUST00000203679	1454569_at
ENSMUSG00000025134	ENSMUST00000026125	1436211_at
ENSMUSG00000040532	ENSMUST00000111216	1428428_at
ENSMUSG00000040532	ENSMUST00000046999	1428428_at
ENSMUSG00000040532	ENSMUST00000154469	1428428_at
ENSMUSG00000040532	ENSMUST00000123227	1428428_at
ENSMUSG00000040532	ENSMUST00000149778	1428428_at
ENSMUSG00000040532	ENSMUST00000148831	1428428_at
ENSMUSG00000055561	ENSMUST00000069245	1430567_at
ENSMUSG00000030058	ENSMUST00000113607	1415670_at
ENSMUSG00000030058	ENSMUST00000203240	1429575_at
ENSMUSG00000030058	ENSMUST00000137717	1429575_at
ENSMUSG00000030058	ENSMUST00000149907	1415670_at
ENSMUSG00000030058	ENSMUST00000127614	1415670_at
ENSMUSG00000032842	ENSMUST00000165733	1447476_at
ENSMUSG00000032842	ENSMUST00000170168	1447476_at
ENSMUSG00000022211	ENSMUST00000228877	1436010_at
ENSMUSG00000022211	ENSMUST00000226757	1436010_at
ENSMUSG00000022211	ENSMUST00000076236	1436010_at
ENSMUSG00000022211	ENSMUST00000227563	1436010_at
ENSMUSG00000022211	ENSMUST00000227312	1436010_at
ENSMUSG00000022211	ENSMUST00000226388	1436010_at
ENSMUSG00000022211	ENSMUST00000228760	1436010_at
ENSMUSG00000022211	ENSMUST00000226653	1436010_at
ENSMUSG00000104585	ENSMUST00000200412	1432070_at
ENSMUSG00000060419	ENSMUST00000140155	1437196_x_at
ENSMUSG00000076881	ENSMUST00000103693	1441552_at
ENSMUSG00000076882	ENSMUST00000199452	1441552_at
ENSMUSG00000076882	ENSMUST00000103694	1441552_at
ENSMUSG00000064289	ENSMUST00000112494	1441513_at
ENSMUSG00000064289	ENSMUST00000154693	1441513_at
ENSMUSG00000000244	ENSMUST00000141186	1431289_at
ENSMUSG00000000244	ENSMUST00000207449	1431289_at
ENSMUSG00000074785	ENSMUST00000099337	1443434_s_at
ENSMUSG00000074785	ENSMUST00000180514	1443433_at
ENSMUSG00000074785	ENSMUST00000180514	1443434_s_at
ENSMUSG00000074749	ENSMUST00000099278	1455558_at
ENSMUSG00000074749	ENSMUST00000135595	1455558_at
ENSMUSG00000041789	ENSMUST00000067450	1453645_at
ENSMUSG00000041789	ENSMUST00000048109	1430118_at
ENSMUSG00000029364	ENSMUST00000125522	1438129_at
ENSMUSG00000085576	ENSMUST00000133010	1437272_at
ENSMUSG00000014603	ENSMUST00000014747	1459790_x_at
ENSMUSG00000014603	ENSMUST00000233202	1459790_x_at
ENSMUSG00000050212	ENSMUST00000052876	1454933_at
ENSMUSG00000050212	ENSMUST00000106152	1454933_at
ENSMUSG00000050212	ENSMUST00000106150	1454933_at
ENSMUSG00000025135	ENSMUST00000026128	1440240_at
ENSMUSG00000025135	ENSMUST00000026128	1459212_at
ENSMUSG00000008090	ENSMUST00000112560	1447878_s_at
ENSMUSG00000008090	ENSMUST00000013633	1447878_s_at
ENSMUSG00000008090	ENSMUST00000199802	1447878_s_at
ENSMUSG00000015980	ENSMUST00000016124	1452865_at
ENSMUSG00000015980	ENSMUST00000106104	1431217_at
ENSMUSG00000015980	ENSMUST00000126213	1452865_at
ENSMUSG00000015980	ENSMUST00000142176	1452865_at
ENSMUSG00000015980	ENSMUST00000152992	1452865_at
ENSMUSG00000047368	ENSMUST00000235332	1433771_at
ENSMUSG00000047368	ENSMUST00000235332	1454724_x_at
ENSMUSG00000047368	ENSMUST00000052556	1433771_at
ENSMUSG00000047368	ENSMUST00000052556	1454724_x_at
ENSMUSG00000047368	ENSMUST00000236549	1433771_at
ENSMUSG00000047368	ENSMUST00000236549	1454724_x_at
ENSMUSG00000094584	ENSMUST00000177684	1431521_at
ENSMUSG00000084919	ENSMUST00000151688	1447135_at
ENSMUSG00000075010	ENSMUST00000099676	1444588_at
ENSMUSG00000096546	ENSMUST00000179685	1438359_at
ENSMUSG00000108314	ENSMUST00000206136	1443886_at
ENSMUSG00000117300	ENSMUST00000233888	1428153_at
ENSMUSG00000007721	ENSMUST00000007865	1428605_at
ENSMUSG00000007721	ENSMUST00000212680	1428605_at
ENSMUSG00000055116	ENSMUST00000209495	1438862_at
ENSMUSG00000007379	ENSMUST00000173206	1456891_at
ENSMUSG00000007379	ENSMUST00000172288	1456891_at
ENSMUSG00000007379	ENSMUST00000174060	1456891_at
ENSMUSG00000007379	ENSMUST00000173037	1456891_at
ENSMUSG00000037325	ENSMUST00000040148	1454684_at
ENSMUSG00000037325	ENSMUST00000108156	1454684_at
ENSMUSG00000037325	ENSMUST00000129671	1430941_at
ENSMUSG00000037325	ENSMUST00000142333	1430941_at
ENSMUSG00000028689	ENSMUST00000030452	1453639_s_at
ENSMUSG00000028689	ENSMUST00000106462	1453639_s_at
ENSMUSG00000028689	ENSMUST00000138305	1453639_s_at
ENSMUSG00000028689	ENSMUST00000125671	1453639_s_at
ENSMUSG00000028689	ENSMUST00000130828	1453639_s_at
ENSMUSG00000028689	ENSMUST00000129624	1453639_s_at
ENSMUSG00000028689	ENSMUST00000126197	1453639_s_at
ENSMUSG00000028689	ENSMUST00000106463	1453639_s_at
ENSMUSG00000028689	ENSMUST00000135499	1453639_s_at
ENSMUSG00000028689	ENSMUST00000155391	1453639_s_at
ENSMUSG00000028689	ENSMUST00000106464	1453639_s_at
ENSMUSG00000049336	ENSMUST00000102801	1457273_at
ENSMUSG00000049336	ENSMUST00000057207	1457273_at
ENSMUSG00000060475	ENSMUST00000159986	1438471_at
ENSMUSG00000016559	ENSMUST00000106454	1430357_at
ENSMUSG00000016559	ENSMUST00000016703	1430357_at
ENSMUSG00000036264	ENSMUST00000036796	1440155_at
ENSMUSG00000053963	ENSMUST00000136521	1440534_at
ENSMUSG00000036833	ENSMUST00000137913	1442706_at
ENSMUSG00000070709	ENSMUST00000098639	1459339_at
ENSMUSG00000070709	ENSMUST00000098639	1440171_x_at
ENSMUSG00000070574	ENSMUST00000209111	1432445_at
ENSMUSG00000070574	ENSMUST00000094460	1432445_at
ENSMUSG00000114307	ENSMUST00000225424	1432231_at
ENSMUSG00000030768	ENSMUST00000171366	1435132_at
ENSMUSG00000030768	ENSMUST00000171366	1434795_at
ENSMUSG00000030768	ENSMUST00000003035	1435132_at
ENSMUSG00000030768	ENSMUST00000003035	1434795_at
ENSMUSG00000030768	ENSMUST00000195372	1435132_at
ENSMUSG00000030768	ENSMUST00000195372	1434795_at
ENSMUSG00000030768	ENSMUST00000192915	1435132_at
ENSMUSG00000031930	ENSMUST00000212906	1442162_at
ENSMUSG00000031930	ENSMUST00000212063	1457499_at
ENSMUSG00000031930	ENSMUST00000212012	1442162_at
ENSMUSG00000031930	ENSMUST00000212559	1438482_at
ENSMUSG00000047123	ENSMUST00000058136	1454676_s_at
ENSMUSG00000074569	ENSMUST00000099060	1446314_at
ENSMUSG00000074569	ENSMUST00000161334	1446314_at
ENSMUSG00000085891	ENSMUST00000139163	1458164_at
ENSMUSG00000111686	ENSMUST00000213253	1415734_at
ENSMUSG00000104703	ENSMUST00000197578	1454050_at
ENSMUSG00000087208	ENSMUST00000148614	1430390_x_at
ENSMUSG00000085250	ENSMUST00000141485	1444694_at
ENSMUSG00000024598	ENSMUST00000025497	1454830_at
ENSMUSG00000024598	ENSMUST00000235417	1433086_at
ENSMUSG00000074570	ENSMUST00000103073	1444426_at
ENSMUSG00000021371	ENSMUST00000021800	1438024_at
ENSMUSG00000021371	ENSMUST00000021800	1453732_at
ENSMUSG00000026470	ENSMUST00000027743	1441133_at
ENSMUSG00000026470	ENSMUST00000192091	1440585_at
ENSMUSG00000031400	ENSMUST00000135894	1444501_at
ENSMUSG00000073380	ENSMUST00000097303	1429102_at
ENSMUSG00000073380	ENSMUST00000233911	1429102_at
ENSMUSG00000028865	ENSMUST00000218338	1443664_s_at
ENSMUSG00000028865	ENSMUST00000218338	1429602_at
ENSMUSG00000028865	ENSMUST00000105910	1443664_s_at
ENSMUSG00000028865	ENSMUST00000105910	1429602_at
ENSMUSG00000028865	ENSMUST00000126929	1443664_s_at
ENSMUSG00000028865	ENSMUST00000134713	1443664_s_at
ENSMUSG00000028865	ENSMUST00000134713	1429602_at
ENSMUSG00000096573	ENSMUST00000185309	1432505_at
ENSMUSG00000096573	ENSMUST00000185513	1432505_at
ENSMUSG00000096573	ENSMUST00000178996	1432505_at
ENSMUSG00000097311	ENSMUST00000181060	1445686_at
ENSMUSG00000091523	ENSMUST00000165610	1443946_s_at
ENSMUSG00000095385	ENSMUST00000179013	1443458_at
ENSMUSG00000095385	ENSMUST00000210869	1443458_at
ENSMUSG00000095385	ENSMUST00000213429	1443458_at
ENSMUSG00000020716	ENSMUST00000131800	1441523_at
ENSMUSG00000101439	ENSMUST00000186376	1436895_at
ENSMUSG00000066595	ENSMUST00000194917	1434424_at
ENSMUSG00000066595	ENSMUST00000085635	1434424_at
ENSMUSG00000066595	ENSMUST00000192666	1434424_at
ENSMUSG00000066595	ENSMUST00000194589	1434424_at
ENSMUSG00000004221	ENSMUST00000114133	1435647_at
ENSMUSG00000004221	ENSMUST00000114133	1435646_at
ENSMUSG00000004221	ENSMUST00000114129	1435647_at
ENSMUSG00000004221	ENSMUST00000114127	1435647_at
ENSMUSG00000004221	ENSMUST00000114127	1435646_at
ENSMUSG00000004221	ENSMUST00000064407	1435647_at
ENSMUSG00000004221	ENSMUST00000064407	1435646_at
ENSMUSG00000004221	ENSMUST00000143784	1435647_at
ENSMUSG00000004221	ENSMUST00000004330	1435647_at
ENSMUSG00000004221	ENSMUST00000004330	1435646_at
ENSMUSG00000004221	ENSMUST00000164101	1435647_at
ENSMUSG00000004221	ENSMUST00000164101	1435646_at
ENSMUSG00000004221	ENSMUST00000114130	1435647_at
ENSMUSG00000004221	ENSMUST00000114130	1435646_at
ENSMUSG00000004221	ENSMUST00000180230	1435647_at
ENSMUSG00000004221	ENSMUST00000180230	1435646_at
ENSMUSG00000095567	ENSMUST00000238213	1436136_at
ENSMUSG00000102212	ENSMUST00000194893	1457656_s_at
ENSMUSG00000102212	ENSMUST00000194893	1438125_at
ENSMUSG00000102212	ENSMUST00000194893	1440842_at
ENSMUSG00000103753	ENSMUST00000194780	1438570_at
ENSMUSG00000086968	ENSMUST00000131345	1434497_at
ENSMUSG00000086968	ENSMUST00000144591	1434497_at
ENSMUSG00000102973	ENSMUST00000194215	1437699_at
ENSMUSG00000026882	ENSMUST00000028243	1432199_at
ENSMUSG00000044667	ENSMUST00000061071	1434685_at
ENSMUSG00000044667	ENSMUST00000125664	1434685_at
ENSMUSG00000106092	ENSMUST00000200283	1445578_at
ENSMUSG00000024750	ENSMUST00000237651	1453374_at
ENSMUSG00000024750	ENSMUST00000237651	1453224_at
ENSMUSG00000024750	ENSMUST00000025659	1453374_at
ENSMUSG00000054622	ENSMUST00000186838	1430372_at
ENSMUSG00000054622	ENSMUST00000067770	1430372_at
ENSMUSG00000026131	ENSMUST00000194192	1442228_at
ENSMUSG00000026131	ENSMUST00000194192	1439340_at
ENSMUSG00000026131	ENSMUST00000194192	1446943_at
ENSMUSG00000114473	ENSMUST00000223988	1446266_at
ENSMUSG00000097321	ENSMUST00000181555	1446606_at
ENSMUSG00000097321	ENSMUST00000181114	1440352_at
ENSMUSG00000107387	ENSMUST00000202597	1453944_at
ENSMUSG00000074136	ENSMUST00000212647	1442152_at
ENSMUSG00000074136	ENSMUST00000212647	1457415_a_at
ENSMUSG00000074136	ENSMUST00000145562	1441278_at
ENSMUSG00000074136	ENSMUST00000145562	1457415_a_at
ENSMUSG00000074136	ENSMUST00000132616	1441278_at
ENSMUSG00000074136	ENSMUST00000132616	1457415_a_at
ENSMUSG00000074136	ENSMUST00000098472	1442152_at
ENSMUSG00000074136	ENSMUST00000098472	1457415_a_at
ENSMUSG00000061589	ENSMUST00000105336	1457268_at
ENSMUSG00000061589	ENSMUST00000105336	1439488_at
ENSMUSG00000061589	ENSMUST00000127740	1457268_at
ENSMUSG00000061589	ENSMUST00000127740	1439488_at
ENSMUSG00000061589	ENSMUST00000150338	1457268_at
ENSMUSG00000061589	ENSMUST00000150338	1439488_at
ENSMUSG00000061589	ENSMUST00000149394	1457268_at
ENSMUSG00000061589	ENSMUST00000149394	1439488_at
ENSMUSG00000061589	ENSMUST00000138505	1457268_at
ENSMUSG00000035694	ENSMUST00000092176	1441845_at
ENSMUSG00000035694	ENSMUST00000170013	1441845_at
ENSMUSG00000035694	ENSMUST00000132994	1441845_at
ENSMUSG00000103001	ENSMUST00000194920	1430065_at
ENSMUSG00000090891	ENSMUST00000170124	1433484_at
ENSMUSG00000090891	ENSMUST00000204927	1433484_at
ENSMUSG00000090891	ENSMUST00000203747	1433484_at
ENSMUSG00000090891	ENSMUST00000203725	1433484_at
ENSMUSG00000090891	ENSMUST00000205257	1433484_at
ENSMUSG00000033595	ENSMUST00000226376	1460546_at
ENSMUSG00000033595	ENSMUST00000226376	1433667_at
ENSMUSG00000033595	ENSMUST00000047331	1460546_at
ENSMUSG00000033595	ENSMUST00000047331	1433667_at
ENSMUSG00000033595	ENSMUST00000226548	1436238_at
ENSMUSG00000024764	ENSMUST00000235323	1443625_at
ENSMUSG00000024764	ENSMUST00000235323	1458576_at
ENSMUSG00000057446	ENSMUST00000021891	1446266_at
ENSMUSG00000043429	ENSMUST00000060041	1439230_at
ENSMUSG00000042628	ENSMUST00000221919	1435071_at
ENSMUSG00000042628	ENSMUST00000221919	1435072_at
ENSMUSG00000042628	ENSMUST00000048319	1435071_at
ENSMUSG00000042628	ENSMUST00000048319	1435072_at
ENSMUSG00000042628	ENSMUST00000221228	1435071_at
ENSMUSG00000042628	ENSMUST00000221228	1435072_at
ENSMUSG00000042628	ENSMUST00000222448	1435071_at
ENSMUSG00000032112	ENSMUST00000213747	1415674_a_at
ENSMUSG00000032112	ENSMUST00000034623	1415674_a_at
ENSMUSG00000032112	ENSMUST00000217163	1415674_a_at
ENSMUSG00000032112	ENSMUST00000215072	1415674_a_at
ENSMUSG00000032112	ENSMUST00000215731	1415674_a_at
ENSMUSG00000021700	ENSMUST00000167824	1435047_at
ENSMUSG00000080902	ENSMUST00000120944	1432842_s_at
ENSMUSG00000039298	ENSMUST00000144099	1443976_at
ENSMUSG00000039298	ENSMUST00000076541	1443976_at
ENSMUSG00000039298	ENSMUST00000126416	1447103_at
ENSMUSG00000039298	ENSMUST00000138561	1443976_at
ENSMUSG00000031557	ENSMUST00000064883	1436177_at
ENSMUSG00000031557	ENSMUST00000128715	1436177_at
ENSMUSG00000112832	ENSMUST00000218870	1431944_at
ENSMUSG00000057003	ENSMUST00000018632	1458368_at
ENSMUSG00000057003	ENSMUST00000170942	1458368_at
ENSMUSG00000039748	ENSMUST00000039725	1430225_at
ENSMUSG00000039748	ENSMUST00000192378	1430225_at
ENSMUSG00000039873	ENSMUST00000042775	1429141_at
ENSMUSG00000040576	ENSMUST00000201316	1454234_at
ENSMUSG00000040576	ENSMUST00000047305	1454234_at
ENSMUSG00000001630	ENSMUST00000001675	1435878_at
ENSMUSG00000001630	ENSMUST00000001675	1435877_at
ENSMUSG00000001630	ENSMUST00000001675	1455183_at
ENSMUSG00000001630	ENSMUST00000111644	1435877_at
ENSMUSG00000001630	ENSMUST00000111644	1455183_at
ENSMUSG00000004768	ENSMUST00000088287	1454876_at
ENSMUSG00000004768	ENSMUST00000138024	1454876_at
ENSMUSG00000004768	ENSMUST00000115174	1454876_at
ENSMUSG00000004768	ENSMUST00000150593	1454876_at
ENSMUSG00000004768	ENSMUST00000132066	1454876_at
ENSMUSG00000047153	ENSMUST00000022831	1436054_at
ENSMUSG00000047153	ENSMUST00000022831	1439038_at
ENSMUSG00000047153	ENSMUST00000227462	1439038_at
ENSMUSG00000047153	ENSMUST00000228462	1436054_at
ENSMUSG00000047153	ENSMUST00000228462	1439038_at
ENSMUSG00000021719	ENSMUST00000063551	1457743_at
ENSMUSG00000021719	ENSMUST00000063551	1437559_at
ENSMUSG00000021719	ENSMUST00000063551	1436876_at
ENSMUSG00000021719	ENSMUST00000063551	1458534_at
ENSMUSG00000046295	ENSMUST00000119976	1443978_at
ENSMUSG00000046295	ENSMUST00000120725	1443978_at
ENSMUSG00000046295	ENSMUST00000124520	1443978_at
ENSMUSG00000046295	ENSMUST00000125290	1443978_at
ENSMUSG00000046295	ENSMUST00000136522	1443978_at
ENSMUSG00000097248	ENSMUST00000180700	1437518_at
ENSMUSG00000097248	ENSMUST00000180806	1437518_at
ENSMUSG00000097248	ENSMUST00000182650	1437518_at
ENSMUSG00000097248	ENSMUST00000211631	1437518_at
ENSMUSG00000047686	ENSMUST00000062010	1437355_at
ENSMUSG00000022223	ENSMUST00000111325	1428695_at
ENSMUSG00000022223	ENSMUST00000227032	1428695_at
ENSMUSG00000022223	ENSMUST00000227163	1428695_at
ENSMUSG00000022223	ENSMUST00000226427	1428695_at
ENSMUSG00000022223	ENSMUST00000227268	1428695_at
ENSMUSG00000022223	ENSMUST00000227387	1428695_at
ENSMUSG00000022223	ENSMUST00000227139	1428695_at
ENSMUSG00000022223	ENSMUST00000228209	1428695_at
ENSMUSG00000022223	ENSMUST00000227499	1428695_at
ENSMUSG00000022223	ENSMUST00000227712	1428695_at
ENSMUSG00000022223	ENSMUST00000227965	1428695_at
ENSMUSG00000022223	ENSMUST00000226338	1428695_at
ENSMUSG00000022223	ENSMUST00000226746	1428695_at
