Gene stable ID	Transcript stable ID	AFFY RG U34A probe
ENSRNOG00000060054	ENSRNOT00000090461	U70778_at
ENSRNOG00000018945	ENSRNOT00000025608	rc_AA957777_at
ENSRNOG00000001177	ENSRNOT00000001556	J05030_at
ENSRNOG00000033719	ENSRNOT00000043846	L43592_at
ENSRNOG00000033414	ENSRNOT00000025777	M26534_f_at
ENSRNOG00000033414	ENSRNOT00000025777	M26534_i_at
ENSRNOG00000047647	ENSRNOT00000073144	M55049_at
ENSRNOG00000061137	ENSRNOT00000072545	AF029357cds_at
ENSRNOG00000050519	ENSRNOT00000071664	D84477_at
ENSRNOG00000018266	ENSRNOT00000024667	rc_AI639159_at
ENSRNOG00000015544	ENSRNOT00000020932	J00797cds_s_at
ENSRNOG00000015544	ENSRNOT00000020932	rc_AA892333_at
ENSRNOG00000001348	ENSRNOT00000001822	U36482_g_at
ENSRNOG00000001348	ENSRNOT00000001822	U36482_at
ENSRNOG00000001348	ENSRNOT00000081016	U36482_g_at
ENSRNOG00000001348	ENSRNOT00000081016	U36482_at
ENSRNOG00000001736	ENSRNOT00000002366	rc_AA817846_at
ENSRNOG00000061237	ENSRNOT00000091521	rc_AI639418_at
ENSRNOG00000061237	ENSRNOT00000091521	X57999cds_at
ENSRNOG00000007129	ENSRNOT00000009392	X04310_at
ENSRNOG00000002823	ENSRNOT00000003987	rc_AI231354_g_at
ENSRNOG00000002823	ENSRNOT00000003987	L27112_s_at
ENSRNOG00000002823	ENSRNOT00000003987	rc_AI231354_at
ENSRNOG00000002823	ENSRNOT00000004010	rc_AI231354_g_at
ENSRNOG00000002823	ENSRNOT00000004010	L27112_s_at
ENSRNOG00000002823	ENSRNOT00000004010	rc_AI231354_at
ENSRNOG00000004172	ENSRNOT00000005641	U10357_g_at
ENSRNOG00000004172	ENSRNOT00000005641	U10357_at
ENSRNOG00000056765	ENSRNOT00000083951	rc_AA945611_at
ENSRNOG00000012722	ENSRNOT00000017319	rc_AA799762_g_at
ENSRNOG00000018935	ENSRNOT00000025594	S45663_at
ENSRNOG00000018935	ENSRNOT00000025594	S45663_g_at
ENSRNOG00000000158	ENSRNOT00000000172	E03229cds_s_at
ENSRNOG00000000158	ENSRNOT00000000172	rc_AA942685_at
ENSRNOG00000001441	ENSRNOT00000001960	rc_AI235631_at
ENSRNOG00000001441	ENSRNOT00000001960	rc_AI011746_at
ENSRNOG00000056426	ENSRNOT00000091170	rc_AI171085_at
ENSRNOG00000014357	ENSRNOT00000019246	M76532cds_at
ENSRNOG00000024539	ENSRNOT00000029712	rc_AA900199_s_at
ENSRNOG00000024539	ENSRNOT00000029712	rc_AI104528_at
ENSRNOG00000008919	ENSRNOT00000037199	S65091_g_at
ENSRNOG00000008919	ENSRNOT00000037199	S65091_at
ENSRNOG00000018656	ENSRNOT00000025248	M37942exon#2-3_s_at
ENSRNOG00000018656	ENSRNOT00000025248	M37941mRNA_s_at
ENSRNOG00000018656	ENSRNOT00000025248	M98819mRNA_s_at
ENSRNOG00000016173	ENSRNOT00000021653	K03241cds_s_at
ENSRNOG00000016173	ENSRNOT00000021653	E01184cds_s_at
ENSRNOG00000016173	ENSRNOT00000021653	M26127_s_at
ENSRNOG00000011134	ENSRNOT00000079138	S72407_at
ENSRNOG00000011134	ENSRNOT00000014917	S72407_at
ENSRNOG00000007006	ENSRNOT00000009581	M80804_s_at
ENSRNOG00000025420	ENSRNOT00000061648	rc_AI638953_at
ENSRNOG00000009694	ENSRNOT00000012957	Z22607_at
ENSRNOG00000009694	ENSRNOT00000083268	Z22607_at
ENSRNOG00000050539	ENSRNOT00000007004	rc_AA875033_at
ENSRNOG00000050539	ENSRNOT00000084815	rc_AA875033_at
ENSRNOG00000002142	ENSRNOT00000002918	AB000517_s_at
ENSRNOG00000046517	ENSRNOT00000047252	M89646_g_at
ENSRNOG00000061857	ENSRNOT00000088846	rc_AA955983_at
ENSRNOG00000011189	ENSRNOT00000015851	rc_AA891914_at
ENSRNOG00000018215	ENSRNOT00000024757	AB004559_at
ENSRNOG00000034016	ENSRNOT00000049772	U56407_at
ENSRNOG00000008890	ENSRNOT00000011983	L00603_at
ENSRNOG00000008890	ENSRNOT00000011983	rc_AI043796_s_at
ENSRNOG00000033790	ENSRNOT00000044477	D14048_g_at
ENSRNOG00000033790	ENSRNOT00000044477	D14048_at
ENSRNOG00000010602	ENSRNOT00000014560	AF081503_at
ENSRNOG00000055909	ENSRNOT00000080658	M00002_at
ENSRNOG00000003872	ENSRNOT00000005228	U76714_at
ENSRNOG00000003872	ENSRNOT00000005228	U76714_g_at
ENSRNOG00000061571	ENSRNOT00000083404	rc_H31342_at
ENSRNOG00000006789	ENSRNOT00000083472	U30186_at
ENSRNOG00000006789	ENSRNOT00000008941	U30186_at
ENSRNOG00000012693	ENSRNOT00000017018	D13907_g_at
ENSRNOG00000012693	ENSRNOT00000017018	D13907_at
ENSRNOG00000008937	ENSRNOT00000011991	rc_AI234146_at
ENSRNOG00000017332	ENSRNOT00000089147	rc_AA892388_at
ENSRNOG00000017332	ENSRNOT00000023372	rc_AA892388_at
ENSRNOG00000017625	ENSRNOT00000023829	X66842_at
ENSRNOG00000006831	ENSRNOT00000038313	S64044_s_at
ENSRNOG00000006831	ENSRNOT00000038313	L16922_at
ENSRNOG00000056532	ENSRNOT00000079236	rc_AI014087_at
ENSRNOG00000015719	ENSRNOT00000021097	rc_AI145177_f_at
ENSRNOG00000015719	ENSRNOT00000021097	M92433exon#1-2_s_at
ENSRNOG00000046670	ENSRNOT00000041899	S48142_at
ENSRNOG00000009372	ENSRNOT00000012473	J05189_at
ENSRNOG00000011282	ENSRNOT00000015019	D14418_at
ENSRNOG00000011282	ENSRNOT00000015019	rc_AA800669_at
ENSRNOG00000006736	ENSRNOT00000008809	Y13400_at
ENSRNOG00000019615	ENSRNOT00000026550	AF007583_at
ENSRNOG00000016146	ENSRNOT00000021604	rc_AA875129_at
ENSRNOG00000052219	ENSRNOT00000078910	E12286cds_at
ENSRNOG00000050407	ENSRNOT00000075340	rc_AA891535_at
ENSRNOG00000050407	ENSRNOT00000088123	rc_AA891535_at
ENSRNOG00000028616	ENSRNOT00000031586	K03243mRNA_s_at
ENSRNOG00000048614	ENSRNOT00000071815	rc_AI639391_at
ENSRNOG00000053288	ENSRNOT00000082181	AF102552_s_at
ENSRNOG00000053288	ENSRNOT00000082181	AF065150_s_at
ENSRNOG00000053288	ENSRNOT00000082181	AF065149_s_at
ENSRNOG00000053288	ENSRNOT00000079630	rc_AI058601_at
ENSRNOG00000053288	ENSRNOT00000079630	AF102552_s_at
ENSRNOG00000053288	ENSRNOT00000079630	rc_AI058601_g_at
ENSRNOG00000053288	ENSRNOT00000079630	AF065150_s_at
ENSRNOG00000053288	ENSRNOT00000079630	AF065149_s_at
ENSRNOG00000053288	ENSRNOT00000085985	AF102552_s_at
ENSRNOG00000053288	ENSRNOT00000085985	rc_AI058601_g_at
ENSRNOG00000053288	ENSRNOT00000085985	AF065150_s_at
ENSRNOG00000053288	ENSRNOT00000085985	AF069525_at
ENSRNOG00000053288	ENSRNOT00000085985	AF065149_s_at
ENSRNOG00000053288	ENSRNOT00000090273	AF102552_s_at
ENSRNOG00000053288	ENSRNOT00000090273	rc_AI058601_g_at
ENSRNOG00000053288	ENSRNOT00000090273	AF065150_s_at
ENSRNOG00000053288	ENSRNOT00000090273	AF069525_at
ENSRNOG00000053288	ENSRNOT00000090273	AF065149_s_at
ENSRNOG00000053288	ENSRNOT00000077620	AF102552_s_at
ENSRNOG00000053288	ENSRNOT00000077620	AF065150_s_at
ENSRNOG00000053288	ENSRNOT00000077620	AF065149_s_at
ENSRNOG00000053288	ENSRNOT00000091044	AF102552_s_at
ENSRNOG00000053288	ENSRNOT00000091044	rc_AI058601_g_at
ENSRNOG00000053288	ENSRNOT00000091044	AF065150_s_at
ENSRNOG00000053288	ENSRNOT00000091044	AF069525_at
ENSRNOG00000053288	ENSRNOT00000091044	AF065149_s_at
ENSRNOG00000025371	ENSRNOT00000058495	rc_AA800572_at
ENSRNOG00000025371	ENSRNOT00000067034	rc_AA800572_at
ENSRNOG00000030245	ENSRNOT00000083049	rc_AA799663_at
ENSRNOG00000030245	ENSRNOT00000083049	rc_AA799663_g_at
ENSRNOG00000030245	ENSRNOT00000046594	rc_AA799663_at
ENSRNOG00000030245	ENSRNOT00000046594	rc_AA799663_g_at
ENSRNOG00000020434	ENSRNOT00000027688	X53724_at
ENSRNOG00000008516	ENSRNOT00000011244	X06483cds_at
ENSRNOG00000002339	ENSRNOT00000080309	rc_AA800063_at
ENSRNOG00000002339	ENSRNOT00000003198	rc_AA800063_at
ENSRNOG00000022252	ENSRNOT00000034503	rc_AA800770_at
ENSRNOG00000007906	ENSRNOT00000010406	U83666_at
ENSRNOG00000001984	ENSRNOT00000002717	D10709exon_s_at
ENSRNOG00000001984	ENSRNOT00000002717	M22412_at
ENSRNOG00000012556	ENSRNOT00000017305	S69329_at
ENSRNOG00000012556	ENSRNOT00000017305	S69329_g_at
ENSRNOG00000000981	ENSRNOT00000064276	rc_AA874843_s_at
ENSRNOG00000000981	ENSRNOT00000064276	AF071495_s_at
ENSRNOG00000000981	ENSRNOT00000064276	D89655_at
ENSRNOG00000000981	ENSRNOT00000001299	rc_AA874843_s_at
ENSRNOG00000000981	ENSRNOT00000001299	AF071495_s_at
ENSRNOG00000000981	ENSRNOT00000001299	D89655_at
ENSRNOG00000000981	ENSRNOT00000001301	rc_AA874843_s_at
ENSRNOG00000000981	ENSRNOT00000001301	AF071495_s_at
ENSRNOG00000021206	ENSRNOT00000032879	X76453_at
ENSRNOG00000021206	ENSRNOT00000090872	X76453_at
ENSRNOG00000055049	ENSRNOT00000079115	U60063_at
ENSRNOG00000008843	ENSRNOT00000011784	D00729_g_at
ENSRNOG00000008843	ENSRNOT00000011784	rc_AI170568_s_at
ENSRNOG00000008843	ENSRNOT00000083312	D00729_g_at
ENSRNOG00000008843	ENSRNOT00000083312	rc_AI170568_s_at
ENSRNOG00000000901	ENSRNOT00000001202	rc_AA799418_at
ENSRNOG00000000901	ENSRNOT00000079176	rc_AA799418_at
ENSRNOG00000020401	ENSRNOT00000027719	M80633_at
ENSRNOG00000020401	ENSRNOT00000067536	M80633_at
ENSRNOG00000012095	ENSRNOT00000016567	L02615_at
ENSRNOG00000047540	ENSRNOT00000073066	X55519_at
ENSRNOG00000010633	ENSRNOT00000014235	rc_AA893242_g_at
ENSRNOG00000010633	ENSRNOT00000014235	rc_AI044900_s_at
ENSRNOG00000010633	ENSRNOT00000014235	D90109_at
ENSRNOG00000010633	ENSRNOT00000089501	rc_AA893242_g_at
ENSRNOG00000003975	ENSRNOT00000005370	rc_AA817887_at
ENSRNOG00000018237	ENSRNOT00000024601	rc_AI012589_s_at
ENSRNOG00000018237	ENSRNOT00000024601	X02904cds_s_at
ENSRNOG00000012660	ENSRNOT00000084527	rc_AA894092_at
ENSRNOG00000012660	ENSRNOT00000017453	rc_AA894092_at
ENSRNOG00000005600	ENSRNOT00000041394	L08595_at
ENSRNOG00000005600	ENSRNOT00000041394	U01146_s_at
ENSRNOG00000005600	ENSRNOT00000078001	U01146_s_at
ENSRNOG00000056150	ENSRNOT00000078282	rc_AA874857_at
ENSRNOG00000056599	ENSRNOT00000080363	rc_AA892776_at
ENSRNOG00000030568	ENSRNOT00000045068	AF035151_s_at
ENSRNOG00000030568	ENSRNOT00000081570	AF035151_s_at
ENSRNOG00000031662	ENSRNOT00000041950	L21672_at
ENSRNOG00000031662	ENSRNOT00000089693	L21672_at
ENSRNOG00000023064	ENSRNOT00000030019	rc_AI639127_at
ENSRNOG00000029415	ENSRNOT00000047111	rc_AI639425_g_at
ENSRNOG00000029415	ENSRNOT00000047111	rc_AI639425_at
ENSRNOG00000056485	ENSRNOT00000079985	X16043cds_at
ENSRNOG00000056485	ENSRNOT00000079985	rc_AI012595_at
ENSRNOG00000052583	ENSRNOT00000081074	rc_AI638989_at
ENSRNOG00000052583	ENSRNOT00000078893	rc_AI638989_at
ENSRNOG00000052583	ENSRNOT00000089857	rc_AI638989_at
ENSRNOG00000015202	ENSRNOT00000020581	S81917_s_at
ENSRNOG00000015202	ENSRNOT00000020581	U39320_at
ENSRNOG00000015202	ENSRNOT00000086046	S81917_s_at
ENSRNOG00000056907	ENSRNOT00000083247	rc_AI639314_at
ENSRNOG00000014378	ENSRNOT00000019415	Z22812_at
ENSRNOG00000000866	ENSRNOT00000001154	rc_AA875654_at
ENSRNOG00000001870	ENSRNOT00000002554	rc_AA858600_at
ENSRNOG00000020652	ENSRNOT00000028051	X52498cds_at
ENSRNOG00000022631	ENSRNOT00000035446	D64085_g_at
ENSRNOG00000022631	ENSRNOT00000035446	D64085_at
ENSRNOG00000022631	ENSRNOT00000077861	D64085_g_at
ENSRNOG00000022631	ENSRNOT00000077861	D64085_at
ENSRNOG00000051450	ENSRNOT00000084870	rc_AA891725_at
ENSRNOG00000018645	ENSRNOT00000025225	D25224_g_at
ENSRNOG00000018645	ENSRNOT00000025225	D25224_at
ENSRNOG00000037360	ENSRNOT00000056528	rc_AI170776_s_at
ENSRNOG00000015161	ENSRNOT00000020399	AF048828_g_at
ENSRNOG00000015161	ENSRNOT00000020399	AF048828_at
ENSRNOG00000047040	ENSRNOT00000042039	U25802_g_at
ENSRNOG00000047040	ENSRNOT00000042039	U25802_at
ENSRNOG00000047040	ENSRNOT00000067468	U25802_g_at
ENSRNOG00000049515	ENSRNOT00000073734	J03093_at
ENSRNOG00000002632	ENSRNOT00000003550	rc_AA685178_at
ENSRNOG00000002632	ENSRNOT00000085092	rc_AA685178_at
ENSRNOG00000002632	ENSRNOT00000075681	rc_AA685178_at
ENSRNOG00000057116	ENSRNOT00000085377	rc_AA800315_at
ENSRNOG00000002244	ENSRNOT00000003077	rc_AI232379_at
ENSRNOG00000002244	ENSRNOT00000003077	Z14118cds_g_at
ENSRNOG00000002244	ENSRNOT00000003077	Z14118cds_at
ENSRNOG00000009211	ENSRNOT00000012216	U86379_at
ENSRNOG00000045679	ENSRNOT00000074357	J02597cds_s_at
ENSRNOG00000045679	ENSRNOT00000074357	M00001_i_at
ENSRNOG00000057710	ENSRNOT00000086440	D16308_at
ENSRNOG00000057710	ENSRNOT00000086440	rc_AA899106_at
ENSRNOG00000047891	ENSRNOT00000075349	M87634_at
ENSRNOG00000008620	ENSRNOT00000039730	U66479_at
ENSRNOG00000021781	ENSRNOT00000029728	L24907_at
ENSRNOG00000024310	ENSRNOT00000033327	M81783_at
ENSRNOG00000055382	ENSRNOT00000089218	rc_AA866238_at
ENSRNOG00000006976	ENSRNOT00000009483	rc_AA894131_at
ENSRNOG00000060478	ENSRNOT00000085003	rc_AA892123_at
ENSRNOG00000025764	ENSRNOT00000038212	rc_AI102562_at
ENSRNOG00000025764	ENSRNOT00000038212	M11794cds#2_f_at
ENSRNOG00000042482	ENSRNOT00000038964	rc_AA799581_at
ENSRNOG00000001159	ENSRNOT00000066266	M80826_at
ENSRNOG00000001159	ENSRNOT00000090275	M80826_at
ENSRNOG00000012343	ENSRNOT00000016462	AF062741_g_at
ENSRNOG00000012343	ENSRNOT00000016462	AF062741_at
ENSRNOG00000017478	ENSRNOT00000023677	rc_AI073232_s_at
ENSRNOG00000017478	ENSRNOT00000023677	U36580_at
ENSRNOG00000034093	ENSRNOT00000047593	M11942_s_at
ENSRNOG00000034093	ENSRNOT00000047593	rc_AI234604_s_at
ENSRNOG00000047098	ENSRNOT00000087661	M94919mRNA_f_at
ENSRNOG00000047098	ENSRNOT00000019913	M94919mRNA_f_at
ENSRNOG00000047098	ENSRNOT00000089102	M94918mRNA_f_at
ENSRNOG00000013370	ENSRNOT00000017917	D30735_at
ENSRNOG00000005369	ENSRNOT00000007335	U72410_s_at
ENSRNOG00000013165	ENSRNOT00000017684	AF003998_at
ENSRNOG00000013165	ENSRNOT00000017684	rc_AA892602_at
ENSRNOG00000019080	ENSRNOT00000025933	AB000199_at
ENSRNOG00000052080	ENSRNOT00000081607	M16112_g_at
ENSRNOG00000052080	ENSRNOT00000085265	M16112_g_at
ENSRNOG00000052080	ENSRNOT00000085265	M16112_at
ENSRNOG00000052080	ENSRNOT00000067162	M16112_g_at
ENSRNOG00000052080	ENSRNOT00000067162	M16112_at
ENSRNOG00000053873	ENSRNOT00000084143	X78985cds_s_at
ENSRNOG00000053873	ENSRNOT00000084143	D10728_at
ENSRNOG00000053873	ENSRNOT00000090604	X78985cds_s_at
ENSRNOG00000053873	ENSRNOT00000090604	D10728_at
ENSRNOG00000020420	ENSRNOT00000027700	X05684_at
ENSRNOG00000020420	ENSRNOT00000065791	X05684_at
ENSRNOG00000046345	ENSRNOT00000073429	X05300_at
ENSRNOG00000009275	ENSRNOT00000012376	rc_AA874982_at
ENSRNOG00000009275	ENSRNOT00000012376	L38644_at
ENSRNOG00000003779	ENSRNOT00000005147	AF053362_g_at
ENSRNOG00000003779	ENSRNOT00000005147	AF053362_at
ENSRNOG00000009106	ENSRNOT00000012048	rc_AA875197_at
ENSRNOG00000012295	ENSRNOT00000087344	U51898_at
ENSRNOG00000012295	ENSRNOT00000016827	U51898_at
ENSRNOG00000012295	ENSRNOT00000090565	U51898_at
ENSRNOG00000012295	ENSRNOT00000017108	U51898_at
ENSRNOG00000016778	ENSRNOT00000022874	rc_AA875470_at
ENSRNOG00000016778	ENSRNOT00000022874	rc_AA875470_g_at
ENSRNOG00000016778	ENSRNOT00000038281	rc_AA875470_at
ENSRNOG00000016778	ENSRNOT00000038281	rc_AA875470_g_at
ENSRNOG00000061299	ENSRNOT00000090745	M94918mRNA_f_at
ENSRNOG00000061299	ENSRNOT00000090745	rc_AI179576_s_at
ENSRNOG00000018825	ENSRNOT00000077584	rc_AA892675_at
ENSRNOG00000018825	ENSRNOT00000059987	rc_AA892675_at
ENSRNOG00000049649	ENSRNOT00000013790	rc_AI045794_at
ENSRNOG00000004410	ENSRNOT00000005882	S74393_s_at
ENSRNOG00000004410	ENSRNOT00000006302	S74393_s_at
ENSRNOG00000004410	ENSRNOT00000089525	S74393_s_at
ENSRNOG00000024455	ENSRNOT00000029674	rc_AA875171_g_at
ENSRNOG00000024455	ENSRNOT00000029674	rc_AA875171_at
ENSRNOG00000003280	ENSRNOT00000004477	U08259_r_at
ENSRNOG00000003280	ENSRNOT00000004477	D13212_s_at
ENSRNOG00000018531	ENSRNOT00000025008	rc_AA859788_at
ENSRNOG00000016783	ENSRNOT00000022802	L02842_at
ENSRNOG00000016783	ENSRNOT00000022802	L02842_g_at
ENSRNOG00000014776	ENSRNOT00000020700	rc_AA894292_at
ENSRNOG00000038205	ENSRNOT00000058172	rc_AI232477_s_at
ENSRNOG00000002251	ENSRNOT00000091367	AF034582_at
ENSRNOG00000002251	ENSRNOT00000091367	AF034582_g_at
ENSRNOG00000002251	ENSRNOT00000091367	rc_AA800517_s_at
ENSRNOG00000002251	ENSRNOT00000003072	AF034582_at
ENSRNOG00000002251	ENSRNOT00000003072	AF034582_g_at
ENSRNOG00000002251	ENSRNOT00000003072	rc_AA800517_s_at
ENSRNOG00000002251	ENSRNOT00000033489	AF034582_at
ENSRNOG00000002251	ENSRNOT00000033489	AF034582_g_at
ENSRNOG00000002251	ENSRNOT00000033489	rc_AA800517_s_at
ENSRNOG00000014182	ENSRNOT00000035277	U26310_at
ENSRNOG00000029142	ENSRNOT00000042829	M64386_at
ENSRNOG00000019086	ENSRNOT00000046804	L36030_at
ENSRNOG00000016384	ENSRNOT00000022179	AJ012482_at
ENSRNOG00000002373	ENSRNOT00000055683	AF092523_s_at
ENSRNOG00000002373	ENSRNOT00000055683	AF068202_at
ENSRNOG00000002373	ENSRNOT00000003251	AF092523_s_at
ENSRNOG00000002373	ENSRNOT00000003251	AF092523_i_at
ENSRNOG00000002373	ENSRNOT00000003251	AF092523_r_at
ENSRNOG00000047720	ENSRNOT00000073468	L22339_at
ENSRNOG00000047720	ENSRNOT00000073468	L22339_g_at
ENSRNOG00000032420	ENSRNOT00000046626	M64986_g_at
ENSRNOG00000034174	ENSRNOT00000044574	X60660mRNA_at
ENSRNOG00000034174	ENSRNOT00000044574	X60660mRNA_g_at
ENSRNOG00000019470	ENSRNOT00000091845	rc_AI232087_at
ENSRNOG00000019470	ENSRNOT00000046942	rc_AI232087_at
ENSRNOG00000019470	ENSRNOT00000091444	rc_AI232087_at
ENSRNOG00000003313	ENSRNOT00000004443	X57281_at
ENSRNOG00000031612	ENSRNOT00000018737	J05499_at
ENSRNOG00000014604	ENSRNOT00000019795	AF004218_s_at
ENSRNOG00000053086	ENSRNOT00000086590	rc_AI230247_s_at
ENSRNOG00000048365	ENSRNOT00000005535	X07729exon#5_s_at
ENSRNOG00000004245	ENSRNOT00000005719	rc_AA892234_at
ENSRNOG00000050006	ENSRNOT00000074269	D43778exon#3_s_at
ENSRNOG00000050006	ENSRNOT00000074269	D16840_s_at
ENSRNOG00000050006	ENSRNOT00000074269	U01908cds_s_at
ENSRNOG00000016050	ENSRNOT00000050980	S54008_i_at
ENSRNOG00000016050	ENSRNOT00000050980	D12498_s_at
ENSRNOG00000002292	ENSRNOT00000047840	X16933cds_at
ENSRNOG00000002292	ENSRNOT00000003173	X16933cds_at
ENSRNOG00000002292	ENSRNOT00000003158	X16933cds_at
ENSRNOG00000029592	ENSRNOT00000044236	L15619_at
ENSRNOG00000000505	ENSRNOT00000000603	X93352_at
ENSRNOG00000016833	ENSRNOT00000085303	rc_AI178921_s_at
ENSRNOG00000016833	ENSRNOT00000085303	X67269_at
ENSRNOG00000016833	ENSRNOT00000023342	rc_AI178921_s_at
ENSRNOG00000016833	ENSRNOT00000023342	X67269_at
ENSRNOG00000005618	ENSRNOT00000007544	rc_AA892572_g_at
ENSRNOG00000005618	ENSRNOT00000007544	rc_AA892572_at
ENSRNOG00000024093	ENSRNOT00000038972	rc_AI639210_at
ENSRNOG00000053557	ENSRNOT00000090085	U54632_g_at
ENSRNOG00000053557	ENSRNOT00000090085	U54632_at
ENSRNOG00000001770	ENSRNOT00000002410	K03249_at
ENSRNOG00000019556	ENSRNOT00000026633	X76489cds_at
ENSRNOG00000019556	ENSRNOT00000026633	X76489cds_g_at
ENSRNOG00000013048	ENSRNOT00000067725	U77880_at
ENSRNOG00000018359	ENSRNOT00000024831	AF042499_at
ENSRNOG00000017939	ENSRNOT00000068745	X67250_at
ENSRNOG00000017939	ENSRNOT00000068745	rc_AA894317_s_at
ENSRNOG00000030019	ENSRNOT00000040430	M28647_g_at
ENSRNOG00000030019	ENSRNOT00000040430	M74494_g_at
ENSRNOG00000004488	ENSRNOT00000005953	AJ132230_at
ENSRNOG00000004488	ENSRNOT00000005953	AJ132230_g_at
ENSRNOG00000031840	ENSRNOT00000049635	Z13993_f_at
ENSRNOG00000031840	ENSRNOT00000049635	S57980cds_s_at
ENSRNOG00000020889	ENSRNOT00000028390	rc_AA944007_g_at
ENSRNOG00000020889	ENSRNOT00000028390	rc_AA944007_at
ENSRNOG00000039249	ENSRNOT00000045401	rc_AA849038_at
ENSRNOG00000003927	ENSRNOT00000005284	AF039583_s_at
ENSRNOG00000014071	ENSRNOT00000018998	rc_AA799317_at
ENSRNOG00000003401	ENSRNOT00000004583	X57432cds_s_at
ENSRNOG00000060340	ENSRNOT00000088916	rc_AA893664_at
ENSRNOG00000008479	ENSRNOT00000042230	X68812_s_at
ENSRNOG00000008479	ENSRNOT00000042230	S67769_s_at
ENSRNOG00000008479	ENSRNOT00000042230	X68191_at
ENSRNOG00000008479	ENSRNOT00000042230	U04937_s_at
ENSRNOG00000008479	ENSRNOT00000043870	X68812_s_at
ENSRNOG00000008479	ENSRNOT00000043870	S67769_s_at
ENSRNOG00000008479	ENSRNOT00000043870	X68191_at
ENSRNOG00000008479	ENSRNOT00000043870	U04937_s_at
ENSRNOG00000008479	ENSRNOT00000070918	X68812_s_at
ENSRNOG00000008479	ENSRNOT00000070918	S67769_s_at
ENSRNOG00000008479	ENSRNOT00000070918	X68191_at
ENSRNOG00000008479	ENSRNOT00000070918	U04937_s_at
ENSRNOG00000008479	ENSRNOT00000046246	X68812_s_at
ENSRNOG00000008479	ENSRNOT00000046246	S67769_s_at
ENSRNOG00000008479	ENSRNOT00000046246	X68191_at
ENSRNOG00000008479	ENSRNOT00000046246	U04937_s_at
ENSRNOG00000008479	ENSRNOT00000052367	X68812_s_at
ENSRNOG00000008479	ENSRNOT00000052367	S67769_s_at
ENSRNOG00000008479	ENSRNOT00000052367	X68191_at
ENSRNOG00000008479	ENSRNOT00000052367	U04937_s_at
ENSRNOG00000008479	ENSRNOT00000042251	X68812_s_at
ENSRNOG00000008479	ENSRNOT00000042251	S67769_s_at
ENSRNOG00000008479	ENSRNOT00000042251	X68191_at
ENSRNOG00000026914	ENSRNOT00000066508	D26492_at
ENSRNOG00000026914	ENSRNOT00000035009	D26492_at
ENSRNOG00000005708	ENSRNOT00000050137	D63886_s_at
ENSRNOG00000001436	ENSRNOT00000001954	S55305_s_at
ENSRNOG00000001436	ENSRNOT00000084730	S55305_s_at
ENSRNOG00000060893	ENSRNOT00000092213	D00920mRNA_at
ENSRNOG00000033772	ENSRNOT00000022194	rc_AA875037_at
ENSRNOG00000060045	ENSRNOT00000091117	D83538_at
ENSRNOG00000060045	ENSRNOT00000091117	U39572_s_at
ENSRNOG00000060045	ENSRNOT00000091117	D83538_g_at
ENSRNOG00000029069	ENSRNOT00000049651	U50947cds_at
ENSRNOG00000005763	ENSRNOT00000007623	U12402_at
ENSRNOG00000049716	ENSRNOT00000071686	M64377_f_at
ENSRNOG00000025715	ENSRNOT00000067854	AF073839_s_at
ENSRNOG00000020979	ENSRNOT00000028484	L17127_g_at
ENSRNOG00000020979	ENSRNOT00000028484	L17127_at
ENSRNOG00000020979	ENSRNOT00000028484	rc_AI172162_at
ENSRNOG00000047175	ENSRNOT00000071248	U47921_s_at
ENSRNOG00000047175	ENSRNOT00000075545	U47921_s_at
ENSRNOG00000018214	ENSRNOT00000024695	AF027954_at
ENSRNOG00000018214	ENSRNOT00000024695	AF027954_g_at
ENSRNOG00000018214	ENSRNOT00000024526	AF027954_g_at
ENSRNOG00000042960	ENSRNOT00000068216	AF036548_at
ENSRNOG00000042960	ENSRNOT00000068216	AF036548_g_at
ENSRNOG00000031730	ENSRNOT00000050236	rc_AI177751_at
ENSRNOG00000031730	ENSRNOT00000090313	rc_AI177751_at
ENSRNOG00000031730	ENSRNOT00000082813	rc_AI177751_at
ENSRNOG00000046276	ENSRNOT00000004147	K03468_s_at
ENSRNOG00000046276	ENSRNOT00000004147	L00370cds_s_at
ENSRNOG00000046276	ENSRNOT00000004147	X04267_at
ENSRNOG00000046276	ENSRNOT00000004147	K03467_s_at
ENSRNOG00000046276	ENSRNOT00000004147	M12098_s_at
ENSRNOG00000034191	ENSRNOT00000041908	M84719_at
ENSRNOG00000034191	ENSRNOT00000081551	M84719_at
ENSRNOG00000060528	ENSRNOT00000081307	AF027984_at
ENSRNOG00000060528	ENSRNOT00000092024	AF027984_at
ENSRNOG00000046867	ENSRNOT00000074301	U56862_at
ENSRNOG00000016712	ENSRNOT00000022481	M61211cds_s_at
ENSRNOG00000016712	ENSRNOT00000022481	rc_AI236945_s_at
ENSRNOG00000016712	ENSRNOT00000022481	M26199_s_at
ENSRNOG00000016712	ENSRNOT00000022481	S40803cds#3_s_at
ENSRNOG00000016712	ENSRNOT00000022481	M63926mRNA_s_at
ENSRNOG00000046219	ENSRNOT00000047487	AF091578_at
ENSRNOG00000046219	ENSRNOT00000047487	AF091578_g_at
ENSRNOG00000048561	ENSRNOT00000065935	M63983_s_at
ENSRNOG00000048561	ENSRNOT00000065935	AF009656mRNA_s_at
ENSRNOG00000051490	ENSRNOT00000078909	J03806_at
