Gene stable ID	Transcript stable ID	AFFY MG U74Bv2 probe
ENSMUSG00000027263	ENSMUST00000186659	117252_at
ENSMUSG00000048385	ENSMUST00000096365	117155_at
ENSMUSG00000048385	ENSMUST00000164703	117155_at
ENSMUSG00000089824	ENSMUST00000059647	163111_at
ENSMUSG00000089824	ENSMUST00000109604	163111_at
ENSMUSG00000046020	ENSMUST00000049863	114319_at
ENSMUSG00000046020	ENSMUST00000152390	114319_at
ENSMUSG00000051146	ENSMUST00000052939	113695_at
ENSMUSG00000109814	ENSMUST00000211504	110077_at
ENSMUSG00000109814	ENSMUST00000209402	110077_at
ENSMUSG00000037190	ENSMUST00000041459	110000_at
ENSMUSG00000037190	ENSMUST00000195235	110000_at
ENSMUSG00000037190	ENSMUST00000194344	110000_at
ENSMUSG00000037190	ENSMUST00000194906	110000_at
ENSMUSG00000037190	ENSMUST00000194967	110000_at
ENSMUSG00000075611	ENSMUST00000146507	114260_at
ENSMUSG00000036985	ENSMUST00000037960	116308_at
ENSMUSG00000036985	ENSMUST00000037960	116306_at
ENSMUSG00000036985	ENSMUST00000037960	116307_g_at
ENSMUSG00000036985	ENSMUST00000088935	116308_at
ENSMUSG00000036985	ENSMUST00000088935	116307_g_at
ENSMUSG00000036985	ENSMUST00000123054	116308_at
ENSMUSG00000036985	ENSMUST00000123054	116306_at
ENSMUSG00000036985	ENSMUST00000123054	116307_g_at
ENSMUSG00000036985	ENSMUST00000127440	116308_at
ENSMUSG00000036985	ENSMUST00000127440	116306_at
ENSMUSG00000036985	ENSMUST00000127440	116307_g_at
ENSMUSG00000036985	ENSMUST00000132652	116306_at
ENSMUSG00000036985	ENSMUST00000132652	116307_g_at
ENSMUSG00000036985	ENSMUST00000149416	116306_at
ENSMUSG00000036985	ENSMUST00000149416	116307_g_at
ENSMUSG00000037640	ENSMUST00000108336	109797_at
ENSMUSG00000037640	ENSMUST00000108336	114148_at
ENSMUSG00000037640	ENSMUST00000167955	109797_at
ENSMUSG00000030513	ENSMUST00000055576	114420_at
ENSMUSG00000030513	ENSMUST00000098391	114420_at
ENSMUSG00000030513	ENSMUST00000176209	114420_at
ENSMUSG00000040697	ENSMUST00000038014	117003_at
ENSMUSG00000040697	ENSMUST00000038014	105676_at
ENSMUSG00000071073	ENSMUST00000233692	116976_at
ENSMUSG00000071073	ENSMUST00000233341	116976_at
ENSMUSG00000071073	ENSMUST00000233543	116976_at
ENSMUSG00000071073	ENSMUST00000095262	116976_at
ENSMUSG00000045763	ENSMUST00000058845	107420_at
ENSMUSG00000010057	ENSMUST00000010201	162550_f_at
ENSMUSG00000010057	ENSMUST00000193628	162550_f_at
ENSMUSG00000010057	ENSMUST00000192951	162550_f_at
ENSMUSG00000029135	ENSMUST00000031017	109982_at
ENSMUSG00000029135	ENSMUST00000031017	163512_at
ENSMUSG00000026634	ENSMUST00000027947	164129_at
ENSMUSG00000026634	ENSMUST00000027947	164889_f_at
ENSMUSG00000026634	ENSMUST00000066632	164129_at
ENSMUSG00000026634	ENSMUST00000066632	164889_f_at
ENSMUSG00000026634	ENSMUST00000123384	164129_at
ENSMUSG00000026634	ENSMUST00000123384	164889_f_at
ENSMUSG00000026634	ENSMUST00000110899	164129_at
ENSMUSG00000026634	ENSMUST00000110899	164889_f_at
ENSMUSG00000026634	ENSMUST00000144693	164129_at
ENSMUSG00000026634	ENSMUST00000144693	164889_f_at
ENSMUSG00000028060	ENSMUST00000029696	108531_at
ENSMUSG00000028060	ENSMUST00000198042	108531_at
ENSMUSG00000028060	ENSMUST00000199684	108531_at
ENSMUSG00000028060	ENSMUST00000198078	108531_at
ENSMUSG00000028060	ENSMUST00000200622	108531_at
ENSMUSG00000040761	ENSMUST00000078886	110008_at
ENSMUSG00000040761	ENSMUST00000078886	116547_at
ENSMUSG00000040761	ENSMUST00000105786	110008_at
ENSMUSG00000040761	ENSMUST00000105786	116547_at
ENSMUSG00000040761	ENSMUST00000147227	116547_at
ENSMUSG00000027650	ENSMUST00000029179	112466_at
ENSMUSG00000027650	ENSMUST00000109522	112466_at
ENSMUSG00000027475	ENSMUST00000028977	115208_at
ENSMUSG00000019802	ENSMUST00000019937	114830_at
ENSMUSG00000019802	ENSMUST00000019937	116908_at
ENSMUSG00000019802	ENSMUST00000155410	114830_at
ENSMUSG00000019802	ENSMUST00000155410	116908_at
ENSMUSG00000019802	ENSMUST00000124613	114830_at
ENSMUSG00000019802	ENSMUST00000124613	116908_at
ENSMUSG00000019802	ENSMUST00000105496	114830_at
ENSMUSG00000019802	ENSMUST00000105496	116908_at
ENSMUSG00000022433	ENSMUST00000117786	114302_at
ENSMUSG00000022433	ENSMUST00000127155	114302_at
ENSMUSG00000022433	ENSMUST00000122044	104950_at
ENSMUSG00000022433	ENSMUST00000122044	115908_at
ENSMUSG00000022433	ENSMUST00000145740	104950_at
ENSMUSG00000022433	ENSMUST00000145740	115908_at
ENSMUSG00000022433	ENSMUST00000136003	115908_at
ENSMUSG00000026121	ENSMUST00000191677	163342_at
ENSMUSG00000026121	ENSMUST00000191642	163342_at
ENSMUSG00000026121	ENSMUST00000195620	163342_at
ENSMUSG00000026121	ENSMUST00000114991	163342_at
ENSMUSG00000078429	ENSMUST00000105256	107505_at
ENSMUSG00000078429	ENSMUST00000217738	107505_at
ENSMUSG00000078429	ENSMUST00000105255	107505_at
ENSMUSG00000010044	ENSMUST00000010188	163319_at
ENSMUSG00000010044	ENSMUST00000193303	163319_at
ENSMUSG00000010044	ENSMUST00000195158	163319_at
ENSMUSG00000010044	ENSMUST00000192445	163319_at
ENSMUSG00000042548	ENSMUST00000227428	116882_at
ENSMUSG00000042548	ENSMUST00000109790	116882_at
ENSMUSG00000042548	ENSMUST00000138571	116882_at
ENSMUSG00000079429	ENSMUST00000113130	163997_at
ENSMUSG00000079429	ENSMUST00000135948	163997_at
ENSMUSG00000079429	ENSMUST00000061013	163997_at
ENSMUSG00000042197	ENSMUST00000044455	109544_at
ENSMUSG00000042197	ENSMUST00000044455	164243_at
ENSMUSG00000004105	ENSMUST00000004208	115479_at
ENSMUSG00000031242	ENSMUST00000120722	105317_at
ENSMUSG00000031242	ENSMUST00000120722	107374_at
ENSMUSG00000031242	ENSMUST00000191183	105317_at
ENSMUSG00000027355	ENSMUST00000028834	163990_at
ENSMUSG00000027355	ENSMUST00000155470	163990_at
ENSMUSG00000027355	ENSMUST00000146144	163990_at
ENSMUSG00000027355	ENSMUST00000123598	163990_at
ENSMUSG00000044783	ENSMUST00000054674	107864_at
ENSMUSG00000038855	ENSMUST00000195043	105435_at
ENSMUSG00000026656	ENSMUST00000027966	111647_at
ENSMUSG00000073236	ENSMUST00000128026	114255_at
ENSMUSG00000073236	ENSMUST00000125345	114255_at
ENSMUSG00000073236	ENSMUST00000139636	114255_at
ENSMUSG00000055660	ENSMUST00000234990	110961_at
ENSMUSG00000059866	ENSMUST00000030991	112472_at
ENSMUSG00000059866	ENSMUST00000087737	112472_at
ENSMUSG00000059866	ENSMUST00000114359	112472_at
ENSMUSG00000059588	ENSMUST00000074262	110670_at
ENSMUSG00000059588	ENSMUST00000099944	110670_at
ENSMUSG00000012296	ENSMUST00000012440	162638_at
ENSMUSG00000012296	ENSMUST00000225413	162638_at
ENSMUSG00000012296	ENSMUST00000164342	162638_at
ENSMUSG00000012296	ENSMUST00000225080	162638_at
ENSMUSG00000012296	ENSMUST00000180283	162638_at
ENSMUSG00000071858	ENSMUST00000096570	164042_at
ENSMUSG00000043987	ENSMUST00000117194	114254_at
ENSMUSG00000043987	ENSMUST00000216284	114254_at
ENSMUSG00000043987	ENSMUST00000214971	114254_at
ENSMUSG00000043987	ENSMUST00000213154	114254_at
ENSMUSG00000043067	ENSMUST00000115277	112379_at
ENSMUSG00000043067	ENSMUST00000142064	112379_at
ENSMUSG00000043067	ENSMUST00000152480	112379_at
ENSMUSG00000043067	ENSMUST00000170356	112379_at
ENSMUSG00000010054	ENSMUST00000193292	111733_at
ENSMUSG00000026578	ENSMUST00000027867	163191_at
ENSMUSG00000078122	ENSMUST00000133125	113322_at
ENSMUSG00000078122	ENSMUST00000147681	113322_at
ENSMUSG00000010067	ENSMUST00000156198	111733_at
ENSMUSG00000010067	ENSMUST00000121635	111733_at
ENSMUSG00000010067	ENSMUST00000144129	111733_at
ENSMUSG00000010067	ENSMUST00000125386	111733_at
ENSMUSG00000023032	ENSMUST00000023776	115576_at
ENSMUSG00000023032	ENSMUST00000162049	115576_at
ENSMUSG00000023032	ENSMUST00000162483	115576_at
ENSMUSG00000023032	ENSMUST00000162744	115576_at
ENSMUSG00000039680	ENSMUST00000047429	162664_at
ENSMUSG00000039680	ENSMUST00000232222	162664_at
ENSMUSG00000039680	ENSMUST00000138961	162664_at
ENSMUSG00000037474	ENSMUST00000195650	108242_at
ENSMUSG00000037474	ENSMUST00000027933	108242_at
ENSMUSG00000037474	ENSMUST00000195765	108242_at
ENSMUSG00000116930	ENSMUST00000232677	162664_at
ENSMUSG00000089774	ENSMUST00000113975	115668_at
ENSMUSG00000089774	ENSMUST00000131098	115668_at
ENSMUSG00000042133	ENSMUST00000090858	116080_at
ENSMUSG00000042133	ENSMUST00000040915	116080_at
ENSMUSG00000042133	ENSMUST00000143954	116080_at
ENSMUSG00000021831	ENSMUST00000022378	164216_at
ENSMUSG00000117499	ENSMUST00000234240	163362_at
ENSMUSG00000008813	ENSMUST00000008957	110607_at
ENSMUSG00000008813	ENSMUST00000177625	110607_at
ENSMUSG00000030691	ENSMUST00000032931	112949_at
ENSMUSG00000030691	ENSMUST00000098250	112949_at
ENSMUSG00000018372	ENSMUST00000018516	115594_at
ENSMUSG00000018372	ENSMUST00000149279	115594_at
ENSMUSG00000018372	ENSMUST00000103068	115594_at
ENSMUSG00000070501	ENSMUST00000139092	116474_at
ENSMUSG00000063849	ENSMUST00000085709	109132_at
ENSMUSG00000063849	ENSMUST00000213479	109132_at
ENSMUSG00000063849	ENSMUST00000216365	109132_at
ENSMUSG00000063849	ENSMUST00000214339	109132_at
ENSMUSG00000063849	ENSMUST00000217255	109132_at
ENSMUSG00000063849	ENSMUST00000215883	109132_at
ENSMUSG00000063849	ENSMUST00000214065	109132_at
ENSMUSG00000022587	ENSMUST00000191439	107986_at
ENSMUSG00000022587	ENSMUST00000188042	107986_at
ENSMUSG00000024732	ENSMUST00000133836	109759_at
ENSMUSG00000024732	ENSMUST00000025639	109759_at
ENSMUSG00000028580	ENSMUST00000030315	111806_at
ENSMUSG00000028580	ENSMUST00000105992	111806_at
ENSMUSG00000028580	ENSMUST00000105991	111806_at
ENSMUSG00000103358	ENSMUST00000191669	113526_i_at
ENSMUSG00000103358	ENSMUST00000191669	113527_f_at
ENSMUSG00000097318	ENSMUST00000231849	163421_at
ENSMUSG00000097318	ENSMUST00000180923	163421_at
ENSMUSG00000052117	ENSMUST00000063816	163184_at
ENSMUSG00000004894	ENSMUST00000160737	112843_at
ENSMUSG00000004894	ENSMUST00000005014	112843_at
ENSMUSG00000004894	ENSMUST00000162352	112843_at
ENSMUSG00000029434	ENSMUST00000031388	117229_at
ENSMUSG00000029434	ENSMUST00000031388	116012_at
ENSMUSG00000073491	ENSMUST00000150649	108105_at
ENSMUSG00000073491	ENSMUST00000178186	113809_at
ENSMUSG00000073491	ENSMUST00000178186	108105_at
ENSMUSG00000073491	ENSMUST00000179648	108105_at
ENSMUSG00000073491	ENSMUST00000097462	105331_at
ENSMUSG00000034765	ENSMUST00000038287	163825_at
ENSMUSG00000105843	ENSMUST00000198195	111117_at
ENSMUSG00000049307	ENSMUST00000061498	163868_at
ENSMUSG00000032621	ENSMUST00000210489	114808_at
ENSMUSG00000032621	ENSMUST00000210489	116473_at
ENSMUSG00000032621	ENSMUST00000074616	114808_at
ENSMUSG00000032621	ENSMUST00000074616	116473_at
ENSMUSG00000032621	ENSMUST00000210269	114808_at
ENSMUSG00000032621	ENSMUST00000210269	116473_at
ENSMUSG00000032621	ENSMUST00000211491	114808_at
ENSMUSG00000026577	ENSMUST00000027866	109479_at
ENSMUSG00000026577	ENSMUST00000120447	109479_at
ENSMUSG00000022378	ENSMUST00000063838	107807_at
ENSMUSG00000047694	ENSMUST00000054697	163745_at
ENSMUSG00000033554	ENSMUST00000196804	106850_at
ENSMUSG00000033554	ENSMUST00000185098	116727_at
ENSMUSG00000033554	ENSMUST00000106505	106850_at
ENSMUSG00000081042	ENSMUST00000118546	105402_at
ENSMUSG00000086404	ENSMUST00000123120	105402_at
ENSMUSG00000026922	ENSMUST00000131940	162612_at
ENSMUSG00000026922	ENSMUST00000028286	162612_at
ENSMUSG00000026922	ENSMUST00000140386	162612_at
ENSMUSG00000087022	ENSMUST00000135238	109490_at
ENSMUSG00000087022	ENSMUST00000187927	109490_at
ENSMUSG00000087022	ENSMUST00000195462	109490_at
ENSMUSG00000027936	ENSMUST00000029545	115911_at
ENSMUSG00000027936	ENSMUST00000149422	115911_at
ENSMUSG00000027936	ENSMUST00000130002	115911_at
ENSMUSG00000027936	ENSMUST00000136970	115911_at
ENSMUSG00000027936	ENSMUST00000184882	115911_at
ENSMUSG00000046811	ENSMUST00000057685	116318_at
ENSMUSG00000046811	ENSMUST00000179000	116318_at
ENSMUSG00000038331	ENSMUST00000042857	163903_at
ENSMUSG00000038331	ENSMUST00000114415	163903_at
ENSMUSG00000038331	ENSMUST00000177424	163903_at
ENSMUSG00000040329	ENSMUST00000194279	111968_at
ENSMUSG00000040329	ENSMUST00000168269	111968_at
ENSMUSG00000040329	ENSMUST00000194184	111968_at
ENSMUSG00000040329	ENSMUST00000191681	111968_at
ENSMUSG00000007610	ENSMUST00000150969	114591_at
ENSMUSG00000064127	ENSMUST00000096495	163703_r_at
ENSMUSG00000064127	ENSMUST00000115481	114172_at
ENSMUSG00000064127	ENSMUST00000124053	114172_at
ENSMUSG00000022559	ENSMUST00000023219	162692_at
ENSMUSG00000022559	ENSMUST00000230513	162692_at
ENSMUSG00000022559	ENSMUST00000229813	162692_at
ENSMUSG00000022559	ENSMUST00000230938	162692_at
ENSMUSG00000022559	ENSMUST00000228994	162692_at
ENSMUSG00000022559	ENSMUST00000229273	162692_at
ENSMUSG00000023951	ENSMUST00000024747	110767_r_at
ENSMUSG00000023951	ENSMUST00000071648	110767_r_at
ENSMUSG00000023951	ENSMUST00000150327	110767_r_at
ENSMUSG00000023951	ENSMUST00000133605	110767_r_at
ENSMUSG00000023951	ENSMUST00000143985	110767_r_at
ENSMUSG00000023951	ENSMUST00000142321	110767_r_at
ENSMUSG00000023951	ENSMUST00000113519	110767_r_at
ENSMUSG00000042389	ENSMUST00000040234	115342_at
ENSMUSG00000042389	ENSMUST00000143520	115342_at
ENSMUSG00000020867	ENSMUST00000041705	107780_at
ENSMUSG00000074212	ENSMUST00000090178	163364_at
ENSMUSG00000074212	ENSMUST00000090178	105878_at
ENSMUSG00000074212	ENSMUST00000090178	116241_at
ENSMUSG00000074212	ENSMUST00000195903	163364_at
ENSMUSG00000045211	ENSMUST00000089049	115134_at
ENSMUSG00000045211	ENSMUST00000228554	115134_at
ENSMUSG00000045211	ENSMUST00000228768	115134_at
ENSMUSG00000012609	ENSMUST00000040179	112981_at
ENSMUSG00000012609	ENSMUST00000110224	112981_at
ENSMUSG00000012609	ENSMUST00000155448	112981_at
ENSMUSG00000012609	ENSMUST00000177114	112981_at
ENSMUSG00000012609	ENSMUST00000177168	112981_at
ENSMUSG00000012609	ENSMUST00000177525	112981_at
ENSMUSG00000012609	ENSMUST00000220906	112981_at
ENSMUSG00000054426	ENSMUST00000188260	108408_at
ENSMUSG00000054426	ENSMUST00000185681	108408_at
ENSMUSG00000054426	ENSMUST00000185424	108408_at
ENSMUSG00000054426	ENSMUST00000187055	108408_at
ENSMUSG00000039676	ENSMUST00000042360	111256_at
ENSMUSG00000047767	ENSMUST00000120267	115336_at
ENSMUSG00000043263	ENSMUST00000056071	116474_at
ENSMUSG00000032565	ENSMUST00000035179	106121_at
ENSMUSG00000032565	ENSMUST00000035179	116123_at
ENSMUSG00000032565	ENSMUST00000190375	106121_at
ENSMUSG00000032565	ENSMUST00000190375	116123_at
ENSMUSG00000032565	ENSMUST00000186933	106121_at
ENSMUSG00000032565	ENSMUST00000186933	116123_at
ENSMUSG00000043445	ENSMUST00000053024	115879_at
ENSMUSG00000043445	ENSMUST00000234216	115879_at
ENSMUSG00000021751	ENSMUST00000022271	108577_at
ENSMUSG00000021751	ENSMUST00000164598	108577_at
ENSMUSG00000042202	ENSMUST00000105608	109515_at
ENSMUSG00000042202	ENSMUST00000105608	106491_at
ENSMUSG00000042202	ENSMUST00000043829	109515_at
ENSMUSG00000042202	ENSMUST00000151425	109515_at
ENSMUSG00000066677	ENSMUST00000085876	108105_at
ENSMUSG00000066677	ENSMUST00000169857	108105_at
ENSMUSG00000034845	ENSMUST00000048452	111358_at
ENSMUSG00000034845	ENSMUST00000048452	162849_at
ENSMUSG00000069520	ENSMUST00000218731	109753_at
ENSMUSG00000069520	ENSMUST00000219890	109753_at
ENSMUSG00000069520	ENSMUST00000219890	109754_at
ENSMUSG00000069520	ENSMUST00000217887	109753_at
ENSMUSG00000069520	ENSMUST00000217887	109754_at
ENSMUSG00000069520	ENSMUST00000092170	109753_at
ENSMUSG00000069520	ENSMUST00000092170	109754_at
ENSMUSG00000069520	ENSMUST00000217884	109753_at
ENSMUSG00000069520	ENSMUST00000217884	109754_at
ENSMUSG00000069520	ENSMUST00000219821	109753_at
ENSMUSG00000069520	ENSMUST00000217848	109753_at
ENSMUSG00000010051	ENSMUST00000112387	109370_at
ENSMUSG00000010051	ENSMUST00000010195	109370_at
ENSMUSG00000010051	ENSMUST00000184695	109370_at
ENSMUSG00000028617	ENSMUST00000030360	109762_at
ENSMUSG00000028617	ENSMUST00000137837	109762_at
ENSMUSG00000028617	ENSMUST00000142657	109762_at
ENSMUSG00000028617	ENSMUST00000144176	109762_at
ENSMUSG00000031766	ENSMUST00000212632	112715_at
ENSMUSG00000031766	ENSMUST00000211942	112715_at
ENSMUSG00000028069	ENSMUST00000029707	163718_at
ENSMUSG00000028069	ENSMUST00000194380	163718_at
ENSMUSG00000028069	ENSMUST00000194258	163718_at
ENSMUSG00000028069	ENSMUST00000193398	163718_at
ENSMUSG00000028069	ENSMUST00000166021	163718_at
ENSMUSG00000070385	ENSMUST00000090715	162884_at
ENSMUSG00000070385	ENSMUST00000155034	162884_at
ENSMUSG00000070385	ENSMUST00000177250	162884_at
ENSMUSG00000022811	ENSMUST00000165418	115153_at
ENSMUSG00000022811	ENSMUST00000165418	110202_at
ENSMUSG00000022811	ENSMUST00000165418	111745_at
ENSMUSG00000022811	ENSMUST00000165418	110599_at
ENSMUSG00000022811	ENSMUST00000089677	111745_at
ENSMUSG00000051319	ENSMUST00000135091	107569_at
ENSMUSG00000018363	ENSMUST00000103067	110348_f_at
ENSMUSG00000018363	ENSMUST00000103067	116070_at
ENSMUSG00000018363	ENSMUST00000103067	110347_i_at
ENSMUSG00000018363	ENSMUST00000103067	107970_at
ENSMUSG00000018363	ENSMUST00000139297	110348_f_at
ENSMUSG00000018363	ENSMUST00000139297	116070_at
ENSMUSG00000018363	ENSMUST00000139297	110347_i_at
ENSMUSG00000018363	ENSMUST00000139297	107970_at
ENSMUSG00000018363	ENSMUST00000092517	116070_at
ENSMUSG00000018363	ENSMUST00000092517	107970_at
ENSMUSG00000018363	ENSMUST00000130688	116070_at
ENSMUSG00000018363	ENSMUST00000144027	114544_at
ENSMUSG00000018363	ENSMUST00000167787	116070_at
ENSMUSG00000057363	ENSMUST00000126008	106490_at
ENSMUSG00000057363	ENSMUST00000076997	106490_at
ENSMUSG00000027495	ENSMUST00000028995	115167_at
ENSMUSG00000027495	ENSMUST00000028995	116165_at
ENSMUSG00000027495	ENSMUST00000028995	112971_at
ENSMUSG00000027651	ENSMUST00000103123	106811_at
ENSMUSG00000027651	ENSMUST00000103123	110731_at
ENSMUSG00000027651	ENSMUST00000109519	106811_at
ENSMUSG00000027651	ENSMUST00000156552	106811_at
ENSMUSG00000027651	ENSMUST00000156552	110731_at
ENSMUSG00000027651	ENSMUST00000109518	106811_at
ENSMUSG00000027651	ENSMUST00000109518	110731_at
ENSMUSG00000027651	ENSMUST00000029180	106811_at
ENSMUSG00000027651	ENSMUST00000029180	110731_at
ENSMUSG00000027651	ENSMUST00000152452	106811_at
ENSMUSG00000027651	ENSMUST00000128206	106811_at
ENSMUSG00000027651	ENSMUST00000135603	106811_at
ENSMUSG00000032567	ENSMUST00000035181	163306_at
ENSMUSG00000032567	ENSMUST00000123807	163306_at
ENSMUSG00000032567	ENSMUST00000176350	163306_at
ENSMUSG00000032567	ENSMUST00000176940	163306_at
ENSMUSG00000032567	ENSMUST00000177402	163306_at
ENSMUSG00000032567	ENSMUST00000189758	163306_at
ENSMUSG00000032567	ENSMUST00000137208	163306_at
ENSMUSG00000032567	ENSMUST00000216711	163306_at
ENSMUSG00000032567	ENSMUST00000167674	163306_at
ENSMUSG00000021972	ENSMUST00000022544	115477_at
ENSMUSG00000010080	ENSMUST00000127305	112939_at
ENSMUSG00000010080	ENSMUST00000010224	112939_at
ENSMUSG00000001280	ENSMUST00000001326	114457_f_at
ENSMUSG00000001280	ENSMUST00000001326	114456_i_at
ENSMUSG00000021620	ENSMUST00000022120	106961_at
ENSMUSG00000021620	ENSMUST00000159214	106961_at
ENSMUSG00000032754	ENSMUST00000068326	110688_at
ENSMUSG00000032754	ENSMUST00000111890	110688_at
ENSMUSG00000032754	ENSMUST00000076051	110688_at
ENSMUSG00000032754	ENSMUST00000111889	110688_at
ENSMUSG00000010048	ENSMUST00000194932	114211_at
ENSMUSG00000010048	ENSMUST00000192888	114211_at
ENSMUSG00000021669	ENSMUST00000077672	112739_at
ENSMUSG00000021669	ENSMUST00000077672	105660_at
ENSMUSG00000021669	ENSMUST00000109444	112739_at
ENSMUSG00000021669	ENSMUST00000109444	105660_at
ENSMUSG00000021669	ENSMUST00000109444	106303_at
ENSMUSG00000021669	ENSMUST00000109444	116593_at
ENSMUSG00000021669	ENSMUST00000223471	112739_at
ENSMUSG00000021669	ENSMUST00000221394	112739_at
ENSMUSG00000021669	ENSMUST00000179226	112739_at
ENSMUSG00000021669	ENSMUST00000179226	105660_at
ENSMUSG00000021669	ENSMUST00000179226	116593_at
ENSMUSG00000062478	ENSMUST00000105781	113815_at
ENSMUSG00000062478	ENSMUST00000153282	113815_at
ENSMUSG00000062478	ENSMUST00000037059	113815_at
ENSMUSG00000061411	ENSMUST00000035346	107424_at
ENSMUSG00000061411	ENSMUST00000035346	114205_g_at
ENSMUSG00000061411	ENSMUST00000035346	108300_at
ENSMUSG00000061411	ENSMUST00000109784	107424_at
ENSMUSG00000061411	ENSMUST00000109784	108300_at
ENSMUSG00000061411	ENSMUST00000137553	114205_g_at
ENSMUSG00000061411	ENSMUST00000129385	114204_at
ENSMUSG00000061411	ENSMUST00000129385	114205_g_at
ENSMUSG00000061411	ENSMUST00000156786	114204_at
ENSMUSG00000061411	ENSMUST00000156786	114205_g_at
ENSMUSG00000026788	ENSMUST00000028125	106810_at
ENSMUSG00000026788	ENSMUST00000028125	116970_at
ENSMUSG00000026788	ENSMUST00000113156	106810_at
ENSMUSG00000026788	ENSMUST00000155198	106810_at
ENSMUSG00000026788	ENSMUST00000126442	106810_at
ENSMUSG00000026788	ENSMUST00000095035	106810_at
ENSMUSG00000026788	ENSMUST00000095035	116970_at
ENSMUSG00000003992	ENSMUST00000004094	105625_at
ENSMUSG00000062232	ENSMUST00000118100	116031_at
ENSMUSG00000062232	ENSMUST00000118340	116031_at
ENSMUSG00000062232	ENSMUST00000195708	116031_at
ENSMUSG00000113535	ENSMUST00000223443	105087_at
ENSMUSG00000033420	ENSMUST00000042025	109749_at
ENSMUSG00000033420	ENSMUST00000203131	109749_at
ENSMUSG00000053141	ENSMUST00000109445	112485_at
ENSMUSG00000053141	ENSMUST00000109443	112485_at
ENSMUSG00000053141	ENSMUST00000109442	112485_at
ENSMUSG00000053141	ENSMUST00000109441	112485_at
ENSMUSG00000026181	ENSMUST00000027373	106649_at
ENSMUSG00000046718	ENSMUST00000051672	113036_at
ENSMUSG00000046718	ENSMUST00000212386	113036_at
ENSMUSG00000063663	ENSMUST00000150434	113052_at
ENSMUSG00000063663	ENSMUST00000041866	113052_at
ENSMUSG00000063663	ENSMUST00000144521	113052_at
ENSMUSG00000063506	ENSMUST00000111956	105562_at
ENSMUSG00000063506	ENSMUST00000137590	105562_at
ENSMUSG00000063506	ENSMUST00000111955	105562_at
ENSMUSG00000103164	ENSMUST00000192996	114211_at
ENSMUSG00000026893	ENSMUST00000028257	112508_at
ENSMUSG00000061959	ENSMUST00000034173	112754_at
