Gene stable ID	Transcript stable ID	AFFY MOE430A probe
ENSMUSG00000022623	ENSMUST00000109309	1419137_at
ENSMUSG00000022623	ENSMUST00000066545	1419137_at
ENSMUSG00000022623	ENSMUST00000229559	1419137_at
ENSMUSG00000022623	ENSMUST00000039074	1419137_at
ENSMUSG00000022623	ENSMUST00000238458	1419137_at
ENSMUSG00000022622	ENSMUST00000023295	1449895_at
ENSMUSG00000022622	ENSMUST00000231216	1449895_at
ENSMUSG00000022622	ENSMUST00000230538	1449895_at
ENSMUSG00000063260	ENSMUST00000029441	1450347_at
ENSMUSG00000032202	ENSMUST00000184146	1425284_a_at
ENSMUSG00000032202	ENSMUST00000184146	1425285_a_at
ENSMUSG00000032202	ENSMUST00000034722	1425284_a_at
ENSMUSG00000032202	ENSMUST00000034722	1425285_a_at
ENSMUSG00000032202	ENSMUST00000184032	1425284_a_at
ENSMUSG00000032202	ENSMUST00000184032	1425285_a_at
ENSMUSG00000032280	ENSMUST00000159386	1449554_at
ENSMUSG00000032280	ENSMUST00000159386	1419654_at
ENSMUSG00000032280	ENSMUST00000159386	1419655_at
ENSMUSG00000032280	ENSMUST00000034820	1449554_at
ENSMUSG00000032280	ENSMUST00000034820	1419654_at
ENSMUSG00000032280	ENSMUST00000034820	1419655_at
ENSMUSG00000032280	ENSMUST00000162583	1449554_at
ENSMUSG00000032280	ENSMUST00000162583	1419654_at
ENSMUSG00000032280	ENSMUST00000162583	1419655_at
ENSMUSG00000032280	ENSMUST00000160882	1449554_at
ENSMUSG00000032280	ENSMUST00000160882	1419654_at
ENSMUSG00000032280	ENSMUST00000160882	1419655_at
ENSMUSG00000032280	ENSMUST00000162973	1449554_at
ENSMUSG00000032280	ENSMUST00000162973	1419654_at
ENSMUSG00000032280	ENSMUST00000162973	1419655_at
ENSMUSG00000032280	ENSMUST00000159050	1449554_at
ENSMUSG00000032280	ENSMUST00000159050	1419654_at
ENSMUSG00000032280	ENSMUST00000159050	1419655_at
ENSMUSG00000032280	ENSMUST00000161207	1449554_at
ENSMUSG00000032280	ENSMUST00000159630	1449554_at
ENSMUSG00000032280	ENSMUST00000159630	1419654_at
ENSMUSG00000032280	ENSMUST00000159630	1419655_at
ENSMUSG00000032280	ENSMUST00000161689	1449554_at
ENSMUSG00000032280	ENSMUST00000162127	1449554_at
ENSMUSG00000032280	ENSMUST00000159140	1449554_at
ENSMUSG00000032280	ENSMUST00000159140	1419654_at
ENSMUSG00000032280	ENSMUST00000159140	1419655_at
ENSMUSG00000032280	ENSMUST00000178113	1449554_at
ENSMUSG00000032280	ENSMUST00000178113	1419654_at
ENSMUSG00000032280	ENSMUST00000178113	1419655_at
ENSMUSG00000068105	ENSMUST00000089161	1419307_at
ENSMUSG00000068105	ENSMUST00000109535	1419307_at
ENSMUSG00000068101	ENSMUST00000089157	1418184_at
ENSMUSG00000068101	ENSMUST00000089155	1418184_at
ENSMUSG00000068101	ENSMUST00000230408	1418184_at
ENSMUSG00000031432	ENSMUST00000033809	1448192_s_at
ENSMUSG00000031432	ENSMUST00000033809	1416052_at
ENSMUSG00000090077	ENSMUST00000140943	1416869_x_at
ENSMUSG00000090077	ENSMUST00000140943	1448500_a_at
ENSMUSG00000090077	ENSMUST00000140943	1437589_x_at
ENSMUSG00000090077	ENSMUST00000048077	1416869_x_at
ENSMUSG00000090077	ENSMUST00000048077	1448500_a_at
ENSMUSG00000090077	ENSMUST00000048077	1424548_at
ENSMUSG00000090077	ENSMUST00000184328	1416869_x_at
ENSMUSG00000090077	ENSMUST00000184328	1448500_a_at
ENSMUSG00000090077	ENSMUST00000184328	1437589_x_at
ENSMUSG00000090077	ENSMUST00000126611	1416869_x_at
ENSMUSG00000090077	ENSMUST00000126611	1448500_a_at
ENSMUSG00000090077	ENSMUST00000126733	1416869_x_at
ENSMUSG00000090077	ENSMUST00000126733	1448500_a_at
ENSMUSG00000027582	ENSMUST00000029105	1424548_at
ENSMUSG00000027582	ENSMUST00000108807	1424548_at
ENSMUSG00000027582	ENSMUST00000116366	1416869_x_at
ENSMUSG00000027582	ENSMUST00000116366	1448500_a_at
ENSMUSG00000027582	ENSMUST00000116366	1424548_at
ENSMUSG00000027582	ENSMUST00000131284	1416869_x_at
ENSMUSG00000027582	ENSMUST00000131284	1448500_a_at
ENSMUSG00000027582	ENSMUST00000131284	1424548_at
ENSMUSG00000027582	ENSMUST00000131284	1437589_x_at
ENSMUSG00000027582	ENSMUST00000151457	1424548_at
ENSMUSG00000027582	ENSMUST00000156258	1424548_at
ENSMUSG00000038671	ENSMUST00000185118	1451735_at
ENSMUSG00000038671	ENSMUST00000185118	1425508_s_at
ENSMUSG00000038671	ENSMUST00000185118	1425507_at
ENSMUSG00000038671	ENSMUST00000127988	1451735_at
ENSMUSG00000038671	ENSMUST00000127988	1425508_s_at
ENSMUSG00000038671	ENSMUST00000127988	1425507_at
ENSMUSG00000038671	ENSMUST00000152334	1451735_at
ENSMUSG00000038671	ENSMUST00000152334	1425508_s_at
ENSMUSG00000038671	ENSMUST00000152334	1425507_at
ENSMUSG00000038671	ENSMUST00000108808	1451735_at
ENSMUSG00000038671	ENSMUST00000108808	1425508_s_at
ENSMUSG00000038671	ENSMUST00000108808	1425507_at
ENSMUSG00000038671	ENSMUST00000152580	1451735_at
ENSMUSG00000038671	ENSMUST00000152580	1425508_s_at
ENSMUSG00000038671	ENSMUST00000152580	1425507_at
ENSMUSG00000038671	ENSMUST00000048269	1451735_at
ENSMUSG00000038671	ENSMUST00000048269	1425508_s_at
ENSMUSG00000038671	ENSMUST00000048269	1425507_at
ENSMUSG00000038671	ENSMUST00000130346	1451735_at
ENSMUSG00000038671	ENSMUST00000130346	1425508_s_at
ENSMUSG00000038671	ENSMUST00000130346	1425507_at
ENSMUSG00000038671	ENSMUST00000139368	1451735_at
ENSMUSG00000038671	ENSMUST00000139368	1425508_s_at
ENSMUSG00000038671	ENSMUST00000139368	1425507_at
ENSMUSG00000038671	ENSMUST00000183499	1425507_at
ENSMUSG00000038671	ENSMUST00000170190	1451735_at
ENSMUSG00000038671	ENSMUST00000170190	1425508_s_at
ENSMUSG00000038671	ENSMUST00000170190	1425507_at
ENSMUSG00000075486	ENSMUST00000227868	1435863_at
ENSMUSG00000075486	ENSMUST00000100339	1435863_at
ENSMUSG00000075486	ENSMUST00000168587	1435863_at
ENSMUSG00000031431	ENSMUST00000112995	1420772_a_at
ENSMUSG00000031431	ENSMUST00000112995	1425281_a_at
ENSMUSG00000031431	ENSMUST00000055738	1420772_a_at
ENSMUSG00000031431	ENSMUST00000055738	1425281_a_at
ENSMUSG00000031431	ENSMUST00000133023	1420772_a_at
ENSMUSG00000031431	ENSMUST00000133023	1425281_a_at
ENSMUSG00000031431	ENSMUST00000112996	1420772_a_at
ENSMUSG00000031431	ENSMUST00000112996	1425281_a_at
ENSMUSG00000031431	ENSMUST00000123898	1420772_a_at
ENSMUSG00000031431	ENSMUST00000123898	1425281_a_at
ENSMUSG00000022111	ENSMUST00000227815	1449855_s_at
ENSMUSG00000022111	ENSMUST00000002289	1449855_s_at
ENSMUSG00000022111	ENSMUST00000228773	1449855_s_at
ENSMUSG00000022111	ENSMUST00000226340	1449855_s_at
ENSMUSG00000000266	ENSMUST00000112990	1422216_at
ENSMUSG00000000266	ENSMUST00000112990	1450537_at
ENSMUSG00000000266	ENSMUST00000112993	1422216_at
ENSMUSG00000000266	ENSMUST00000112993	1450537_at
ENSMUSG00000083646	ENSMUST00000117257	1426366_at
ENSMUSG00000042386	ENSMUST00000044179	1450555_at
ENSMUSG00000042386	ENSMUST00000044179	1432159_a_at
ENSMUSG00000042386	ENSMUST00000132970	1450555_at
ENSMUSG00000042386	ENSMUST00000132970	1432159_a_at
ENSMUSG00000031429	ENSMUST00000033805	1436559_a_at
ENSMUSG00000031429	ENSMUST00000112978	1436559_a_at
ENSMUSG00000007892	ENSMUST00000008036	1416277_a_at
ENSMUSG00000027583	ENSMUST00000029106	1453856_at
ENSMUSG00000027583	ENSMUST00000029106	1454884_at
ENSMUSG00000027583	ENSMUST00000087409	1429168_at
ENSMUSG00000032254	ENSMUST00000213159	1455990_at
ENSMUSG00000032254	ENSMUST00000034815	1453748_a_at
ENSMUSG00000032254	ENSMUST00000034815	1455990_at
ENSMUSG00000032254	ENSMUST00000215319	1455990_at
ENSMUSG00000032254	ENSMUST00000215743	1455990_at
ENSMUSG00000032254	ENSMUST00000216812	1453748_a_at
ENSMUSG00000032254	ENSMUST00000216812	1455990_at
ENSMUSG00000032254	ENSMUST00000216717	1453748_a_at
ENSMUSG00000032254	ENSMUST00000214940	1453748_a_at
ENSMUSG00000032254	ENSMUST00000216746	1453748_a_at
ENSMUSG00000032254	ENSMUST00000216746	1450827_at
ENSMUSG00000032254	ENSMUST00000214295	1453748_a_at
ENSMUSG00000032254	ENSMUST00000213595	1450827_at
ENSMUSG00000032254	ENSMUST00000215965	1450827_at
ENSMUSG00000022456	ENSMUST00000238416	1417414_at
ENSMUSG00000022456	ENSMUST00000239048	1417414_at
ENSMUSG00000022456	ENSMUST00000116423	1417414_at
ENSMUSG00000022456	ENSMUST00000023095	1417414_at
ENSMUSG00000022456	ENSMUST00000229067	1417414_at
ENSMUSG00000022456	ENSMUST00000230799	1417414_at
ENSMUSG00000033060	ENSMUST00000100337	1455056_at
ENSMUSG00000033060	ENSMUST00000159258	1455056_at
ENSMUSG00000033060	ENSMUST00000159314	1455056_at
ENSMUSG00000033060	ENSMUST00000159597	1455056_at
ENSMUSG00000033060	ENSMUST00000159806	1455056_at
ENSMUSG00000033060	ENSMUST00000160038	1455056_at
ENSMUSG00000000827	ENSMUST00000184588	1436828_a_at
ENSMUSG00000000827	ENSMUST00000149163	1417107_at
ENSMUSG00000000827	ENSMUST00000149163	1417106_at
ENSMUSG00000000827	ENSMUST00000149163	1436828_a_at
ENSMUSG00000000827	ENSMUST00000000844	1417107_at
ENSMUSG00000000827	ENSMUST00000000844	1417106_at
ENSMUSG00000000827	ENSMUST00000000844	1436828_a_at
ENSMUSG00000000827	ENSMUST00000184849	1417107_at
ENSMUSG00000000827	ENSMUST00000184849	1417106_at
ENSMUSG00000000827	ENSMUST00000184849	1436828_a_at
ENSMUSG00000000827	ENSMUST00000108800	1417107_at
ENSMUSG00000000827	ENSMUST00000108800	1417106_at
ENSMUSG00000000827	ENSMUST00000108800	1436828_a_at
ENSMUSG00000000827	ENSMUST00000069712	1417107_at
ENSMUSG00000000827	ENSMUST00000069712	1417106_at
ENSMUSG00000000827	ENSMUST00000069712	1436828_a_at
ENSMUSG00000000827	ENSMUST00000108799	1436828_a_at
ENSMUSG00000000827	ENSMUST00000130261	1417107_at
ENSMUSG00000000827	ENSMUST00000130261	1417106_at
ENSMUSG00000032252	ENSMUST00000185675	1425876_a_at
ENSMUSG00000032252	ENSMUST00000185675	1428374_at
ENSMUSG00000032252	ENSMUST00000186514	1425876_a_at
ENSMUSG00000032252	ENSMUST00000034785	1425876_a_at
ENSMUSG00000032252	ENSMUST00000034785	1428374_at
ENSMUSG00000115584	ENSMUST00000226515	1422613_a_at
ENSMUSG00000046846	ENSMUST00000056949	1449837_at
ENSMUSG00000046846	ENSMUST00000056949	1420366_at
ENSMUSG00000031273	ENSMUST00000101205	1421007_at
ENSMUSG00000031273	ENSMUST00000101205	1421006_at
ENSMUSG00000098557	ENSMUST00000184744	1434881_s_at
ENSMUSG00000098557	ENSMUST00000183756	1434881_s_at
ENSMUSG00000115512	ENSMUST00000227837	1453752_at
ENSMUSG00000115512	ENSMUST00000227837	1435791_x_at
ENSMUSG00000022126	ENSMUST00000022722	1427381_at
ENSMUSG00000000826	ENSMUST00000072334	1436179_a_at
ENSMUSG00000000826	ENSMUST00000072334	1460498_a_at
ENSMUSG00000000826	ENSMUST00000072334	1448850_a_at
ENSMUSG00000000826	ENSMUST00000072334	1436180_at
ENSMUSG00000000826	ENSMUST00000072334	1448851_a_at
ENSMUSG00000000826	ENSMUST00000116365	1436179_a_at
ENSMUSG00000000826	ENSMUST00000116365	1460498_a_at
ENSMUSG00000000826	ENSMUST00000116365	1448850_a_at
ENSMUSG00000000826	ENSMUST00000116365	1436180_at
ENSMUSG00000000826	ENSMUST00000116365	1448851_a_at
ENSMUSG00000000826	ENSMUST00000108797	1436179_a_at
ENSMUSG00000000826	ENSMUST00000108797	1460498_a_at
ENSMUSG00000000826	ENSMUST00000108797	1448850_a_at
ENSMUSG00000000826	ENSMUST00000108797	1436180_at
ENSMUSG00000000826	ENSMUST00000108797	1448851_a_at
ENSMUSG00000000826	ENSMUST00000152578	1460498_a_at
ENSMUSG00000000826	ENSMUST00000108796	1460498_a_at
ENSMUSG00000000826	ENSMUST00000141523	1460498_a_at
ENSMUSG00000000826	ENSMUST00000141523	1448850_a_at
ENSMUSG00000000826	ENSMUST00000141523	1448851_a_at
ENSMUSG00000032249	ENSMUST00000135395	1450407_a_at
ENSMUSG00000032249	ENSMUST00000156461	1450407_a_at
ENSMUSG00000032249	ENSMUST00000136603	1450407_a_at
ENSMUSG00000032249	ENSMUST00000126451	1450407_a_at
ENSMUSG00000032249	ENSMUST00000129026	1434555_at
ENSMUSG00000032249	ENSMUST00000129026	1450407_a_at
ENSMUSG00000032249	ENSMUST00000129026	1421918_at
ENSMUSG00000032249	ENSMUST00000141277	1450407_a_at
ENSMUSG00000032249	ENSMUST00000145679	1434555_at
ENSMUSG00000032249	ENSMUST00000145679	1450407_a_at
ENSMUSG00000032249	ENSMUST00000145679	1421918_at
ENSMUSG00000032249	ENSMUST00000085519	1434555_at
ENSMUSG00000032249	ENSMUST00000085519	1450407_a_at
ENSMUSG00000032249	ENSMUST00000085519	1421918_at
ENSMUSG00000032249	ENSMUST00000128636	1450407_a_at
ENSMUSG00000032249	ENSMUST00000138226	1434555_at
ENSMUSG00000032249	ENSMUST00000138226	1450407_a_at
ENSMUSG00000032249	ENSMUST00000138226	1421918_at
ENSMUSG00000022125	ENSMUST00000022721	1426886_at
ENSMUSG00000022124	ENSMUST00000022720	1454635_at
ENSMUSG00000022124	ENSMUST00000022720	1427471_at
ENSMUSG00000022124	ENSMUST00000145693	1454635_at
ENSMUSG00000022124	ENSMUST00000145693	1427471_at
ENSMUSG00000022124	ENSMUST00000132004	1454635_at
ENSMUSG00000022124	ENSMUST00000132004	1427471_at
ENSMUSG00000022124	ENSMUST00000127113	1454635_at
ENSMUSG00000022124	ENSMUST00000127113	1427471_at
ENSMUSG00000022124	ENSMUST00000226952	1427471_at
ENSMUSG00000022453	ENSMUST00000023088	1449043_at
ENSMUSG00000022453	ENSMUST00000230268	1449043_at
ENSMUSG00000022453	ENSMUST00000230664	1449043_at
ENSMUSG00000041729	ENSMUST00000048043	1434755_at
ENSMUSG00000041729	ENSMUST00000048043	1434326_x_at
ENSMUSG00000031274	ENSMUST00000112931	1425475_at
ENSMUSG00000031274	ENSMUST00000112931	1425476_at
ENSMUSG00000031274	ENSMUST00000112930	1425475_at
ENSMUSG00000031274	ENSMUST00000112930	1425476_at
ENSMUSG00000031274	ENSMUST00000130732	1425475_at
ENSMUSG00000031274	ENSMUST00000130732	1425476_at
ENSMUSG00000089917	ENSMUST00000134340	1424646_at
ENSMUSG00000089917	ENSMUST00000057816	1424646_at
ENSMUSG00000089917	ENSMUST00000136997	1424646_at
ENSMUSG00000089917	ENSMUST00000129469	1424646_at
ENSMUSG00000089917	ENSMUST00000156308	1424646_at
ENSMUSG00000089917	ENSMUST00000138408	1424646_at
ENSMUSG00000089917	ENSMUST00000154613	1424646_at
ENSMUSG00000089917	ENSMUST00000155182	1424646_at
ENSMUSG00000089917	ENSMUST00000124315	1424646_at
ENSMUSG00000089917	ENSMUST00000149332	1424646_at
ENSMUSG00000089917	ENSMUST00000156998	1424646_at
ENSMUSG00000089917	ENSMUST00000142296	1424646_at
ENSMUSG00000002455	ENSMUST00000136481	1424036_at
ENSMUSG00000002455	ENSMUST00000136481	1454789_x_at
ENSMUSG00000002455	ENSMUST00000139955	1426026_at
ENSMUSG00000002455	ENSMUST00000002529	1424036_at
ENSMUSG00000002455	ENSMUST00000002529	1454789_x_at
ENSMUSG00000038605	ENSMUST00000060173	1435756_at
ENSMUSG00000038605	ENSMUST00000183836	1435756_at
ENSMUSG00000038605	ENSMUST00000136249	1435756_at
ENSMUSG00000054667	ENSMUST00000067841	1422248_at
ENSMUSG00000049687	ENSMUST00000161178	1438202_at
ENSMUSG00000049687	ENSMUST00000050349	1438202_at
ENSMUSG00000022452	ENSMUST00000160994	1452584_at
ENSMUSG00000022452	ENSMUST00000162705	1452584_at
ENSMUSG00000022452	ENSMUST00000023086	1452584_at
ENSMUSG00000022452	ENSMUST00000161892	1452584_at
ENSMUSG00000022452	ENSMUST00000230165	1452584_at
ENSMUSG00000069136	ENSMUST00000091396	1453613_at
ENSMUSG00000079834	ENSMUST00000115964	1420725_at
ENSMUSG00000079834	ENSMUST00000115964	1420727_a_at
ENSMUSG00000079834	ENSMUST00000115964	1420726_x_at
ENSMUSG00000064647	ENSMUST00000082713	1423855_x_at
ENSMUSG00000064647	ENSMUST00000082713	1435791_x_at
ENSMUSG00000064647	ENSMUST00000082713	1436822_x_at
ENSMUSG00000065899	ENSMUST00000083965	1438076_at
ENSMUSG00000105001	ENSMUST00000197964	1435372_a_at
ENSMUSG00000105001	ENSMUST00000197964	1450854_at
ENSMUSG00000105001	ENSMUST00000197964	1420142_s_at
ENSMUSG00000095374	ENSMUST00000178777	1427598_at
ENSMUSG00000065016	ENSMUST00000083082	1426661_at
ENSMUSG00000040065	ENSMUST00000168148	1417759_at
ENSMUSG00000065735	ENSMUST00000083801	1455904_at
ENSMUSG00000098907	ENSMUST00000183526	1427111_s_at
ENSMUSG00000098907	ENSMUST00000183526	1427110_at
ENSMUSG00000064637	ENSMUST00000082703	1448122_at
ENSMUSG00000095641	ENSMUST00000177836	1427598_at
ENSMUSG00000094498	ENSMUST00000097987	1427216_at
ENSMUSG00000079808	ENSMUST00000115924	1425078_x_at
ENSMUSG00000094987	ENSMUST00000177940	1427598_at
ENSMUSG00000065228	ENSMUST00000083294	1455904_at
ENSMUSG00000106649	ENSMUST00000198150	1436558_at
ENSMUSG00000084667	ENSMUST00000122718	1424843_a_at
ENSMUSG00000084667	ENSMUST00000122718	1455904_at
ENSMUSG00000084667	ENSMUST00000122718	1436222_at
ENSMUSG00000095955	ENSMUST00000179775	1450655_at
ENSMUSG00000095955	ENSMUST00000179775	1454722_at
ENSMUSG00000076031	ENSMUST00000102077	1422302_s_at
ENSMUSG00000093315	ENSMUST00000175574	1415824_at
ENSMUSG00000106193	ENSMUST00000198187	1430533_a_at
ENSMUSG00000077903	ENSMUST00000104710	1444292_at
ENSMUSG00000095041	ENSMUST00000179505	1435353_a_at
ENSMUSG00000095041	ENSMUST00000178343	1426387_x_at
ENSMUSG00000095041	ENSMUST00000178343	1434975_x_at
ENSMUSG00000095041	ENSMUST00000178343	1439069_a_at
ENSMUSG00000095041	ENSMUST00000178343	1436944_x_at
ENSMUSG00000095041	ENSMUST00000178343	1435353_a_at
ENSMUSG00000064984	ENSMUST00000083050	1422475_a_at
ENSMUSG00000065878	ENSMUST00000083944	1433928_a_at
ENSMUSG00000065878	ENSMUST00000083944	1435873_a_at
ENSMUSG00000065878	ENSMUST00000083944	1455485_x_at
ENSMUSG00000065878	ENSMUST00000083944	1455001_x_at
ENSMUSG00000065878	ENSMUST00000083944	1417608_a_at
ENSMUSG00000064966	ENSMUST00000083032	1435151_a_at
ENSMUSG00000104608	ENSMUST00000197533	1452540_a_at
ENSMUSG00000105918	ENSMUST00000196180	1451645_at
ENSMUSG00000105918	ENSMUST00000196180	1425276_at
ENSMUSG00000095666	ENSMUST00000178466	1456598_at
ENSMUSG00000096756	ENSMUST00000177719	1456598_at
ENSMUSG00000098855	ENSMUST00000184592	1427115_at
ENSMUSG00000095320	ENSMUST00000178919	1419426_s_at
ENSMUSG00000094722	ENSMUST00000180291	1456598_at
ENSMUSG00000095247	ENSMUST00000179281	1419188_s_at
ENSMUSG00000095247	ENSMUST00000179871	1434962_x_at
ENSMUSG00000095247	ENSMUST00000179871	1419188_s_at
ENSMUSG00000095247	ENSMUST00000179871	1430375_a_at
ENSMUSG00000074485	ENSMUST00000098958	1454805_at
ENSMUSG00000094121	ENSMUST00000177695	1419426_s_at
ENSMUSG00000065527	ENSMUST00000083593	1416030_a_at
ENSMUSG00000065527	ENSMUST00000083593	1416031_s_at
ENSMUSG00000065527	ENSMUST00000083593	1439269_x_at
ENSMUSG00000065527	ENSMUST00000083593	1438320_s_at
ENSMUSG00000047428	ENSMUST00000166280	1420807_a_at
ENSMUSG00000047428	ENSMUST00000166280	1450005_x_at
ENSMUSG00000047428	ENSMUST00000166617	1420807_a_at
ENSMUSG00000047428	ENSMUST00000166617	1450005_x_at
ENSMUSG00000047428	ENSMUST00000170271	1420807_a_at
ENSMUSG00000047428	ENSMUST00000170271	1450005_x_at
ENSMUSG00000047428	ENSMUST00000061722	1420807_a_at
ENSMUSG00000047428	ENSMUST00000061722	1450005_x_at
ENSMUSG00000022761	ENSMUST00000023444	1455928_x_at
ENSMUSG00000022761	ENSMUST00000023444	1450927_at
ENSMUSG00000022761	ENSMUST00000232379	1455928_x_at
ENSMUSG00000022761	ENSMUST00000232379	1450927_at
ENSMUSG00000022761	ENSMUST00000231994	1455928_x_at
ENSMUSG00000022761	ENSMUST00000231994	1450927_at
ENSMUSG00000022761	ENSMUST00000231292	1450927_at
ENSMUSG00000022761	ENSMUST00000231307	1455928_x_at
ENSMUSG00000022761	ENSMUST00000231307	1450927_at
ENSMUSG00000022761	ENSMUST00000231684	1450927_at
ENSMUSG00000022761	ENSMUST00000232438	1455928_x_at
ENSMUSG00000022761	ENSMUST00000232438	1450927_at
ENSMUSG00000022761	ENSMUST00000231230	1455928_x_at
ENSMUSG00000022761	ENSMUST00000231230	1450927_at
ENSMUSG00000022761	ENSMUST00000231746	1455928_x_at
ENSMUSG00000022761	ENSMUST00000231746	1450927_at
ENSMUSG00000042590	ENSMUST00000186033	1428096_at
ENSMUSG00000042590	ENSMUST00000080856	1428096_at
ENSMUSG00000042590	ENSMUST00000190801	1428096_at
ENSMUSG00000071847	ENSMUST00000236135	1454822_x_at
ENSMUSG00000071847	ENSMUST00000236135	1418383_at
ENSMUSG00000071847	ENSMUST00000236135	1449070_x_at
ENSMUSG00000071847	ENSMUST00000236135	1418382_at
ENSMUSG00000034518	ENSMUST00000041759	1426953_at
ENSMUSG00000034518	ENSMUST00000145919	1426953_at
ENSMUSG00000034518	ENSMUST00000109940	1426953_at
ENSMUSG00000000088	ENSMUST00000213678	1415933_a_at
ENSMUSG00000000088	ENSMUST00000213678	1439267_x_at
ENSMUSG00000000088	ENSMUST00000213678	1448153_at
ENSMUSG00000000088	ENSMUST00000000090	1415933_a_at
ENSMUSG00000000088	ENSMUST00000000090	1439267_x_at
ENSMUSG00000000088	ENSMUST00000000090	1448153_at
ENSMUSG00000000088	ENSMUST00000214154	1415933_a_at
ENSMUSG00000000088	ENSMUST00000214154	1439267_x_at
ENSMUSG00000000088	ENSMUST00000214154	1448153_at
ENSMUSG00000031537	ENSMUST00000033939	1426207_at
ENSMUSG00000031537	ENSMUST00000033939	1454184_a_at
ENSMUSG00000031537	ENSMUST00000033939	1426333_a_at
ENSMUSG00000031537	ENSMUST00000135326	1426207_at
ENSMUSG00000031537	ENSMUST00000135326	1454184_a_at
ENSMUSG00000031537	ENSMUST00000135326	1426333_a_at
ENSMUSG00000031537	ENSMUST00000125314	1426207_at
ENSMUSG00000031537	ENSMUST00000125314	1454184_a_at
ENSMUSG00000031537	ENSMUST00000125314	1426333_a_at
ENSMUSG00000031537	ENSMUST00000063401	1426207_at
ENSMUSG00000031537	ENSMUST00000063401	1454184_a_at
ENSMUSG00000031537	ENSMUST00000063401	1426333_a_at
ENSMUSG00000031537	ENSMUST00000146212	1426207_at
ENSMUSG00000031537	ENSMUST00000146212	1454184_a_at
ENSMUSG00000031537	ENSMUST00000146212	1426333_a_at
ENSMUSG00000031537	ENSMUST00000150259	1454184_a_at
ENSMUSG00000031537	ENSMUST00000144583	1432275_at
ENSMUSG00000031537	ENSMUST00000144583	1454184_a_at
ENSMUSG00000031537	ENSMUST00000131767	1432275_at
ENSMUSG00000031537	ENSMUST00000131767	1454184_a_at
ENSMUSG00000028688	ENSMUST00000106455	1432207_a_at
ENSMUSG00000028688	ENSMUST00000030451	1426527_at
ENSMUSG00000028688	ENSMUST00000030451	1432207_a_at
ENSMUSG00000028688	ENSMUST00000154945	1432207_a_at
ENSMUSG00000028688	ENSMUST00000154195	1426527_at
ENSMUSG00000028688	ENSMUST00000154195	1432207_a_at
ENSMUSG00000028688	ENSMUST00000145468	1426527_at
ENSMUSG00000028688	ENSMUST00000145468	1432207_a_at
ENSMUSG00000028688	ENSMUST00000134612	1426527_at
ENSMUSG00000028688	ENSMUST00000134612	1432207_a_at
ENSMUSG00000028688	ENSMUST00000149895	1426527_at
ENSMUSG00000028688	ENSMUST00000149895	1432207_a_at
ENSMUSG00000028688	ENSMUST00000146246	1426527_at
ENSMUSG00000028688	ENSMUST00000146246	1432207_a_at
ENSMUSG00000055065	ENSMUST00000054014	1452155_a_at
ENSMUSG00000055065	ENSMUST00000054014	1437773_x_at
ENSMUSG00000055065	ENSMUST00000054014	1439037_at
ENSMUSG00000055065	ENSMUST00000229877	1452155_a_at
ENSMUSG00000055065	ENSMUST00000229877	1437773_x_at
ENSMUSG00000055065	ENSMUST00000229877	1439037_at
ENSMUSG00000055065	ENSMUST00000231053	1439037_at
ENSMUSG00000055065	ENSMUST00000229431	1439037_at
ENSMUSG00000062309	ENSMUST00000080514	1448845_at
ENSMUSG00000022965	ENSMUST00000023687	1423557_at
ENSMUSG00000022965	ENSMUST00000023687	1423558_at
ENSMUSG00000022965	ENSMUST00000130404	1423557_at
