Gene stable ID	Transcript stable ID	AFFY MG U74Av2 probe
ENSMUSG00000009575	ENSMUST00000118152	95614_at
ENSMUSG00000009575	ENSMUST00000108813	104259_at
ENSMUSG00000009575	ENSMUST00000122182	104259_at
ENSMUSG00000013997	ENSMUST00000111289	160075_at
ENSMUSG00000013997	ENSMUST00000111295	160075_at
ENSMUSG00000013997	ENSMUST00000141357	160075_at
ENSMUSG00000013997	ENSMUST00000148339	160075_at
ENSMUSG00000013997	ENSMUST00000156856	160075_at
ENSMUSG00000013997	ENSMUST00000136339	160075_at
ENSMUSG00000019715	ENSMUST00000019859	96635_at
ENSMUSG00000019715	ENSMUST00000127390	96635_at
ENSMUSG00000024049	ENSMUST00000073211	92407_at
ENSMUSG00000024049	ENSMUST00000179759	92407_at
ENSMUSG00000024049	ENSMUST00000233790	92407_at
ENSMUSG00000024049	ENSMUST00000024847	92407_at
ENSMUSG00000083678	ENSMUST00000122331	94841_at
ENSMUSG00000033249	ENSMUST00000173640	100384_at
ENSMUSG00000033249	ENSMUST00000036127	100384_at
ENSMUSG00000033249	ENSMUST00000173102	100384_at
ENSMUSG00000033249	ENSMUST00000172525	100384_at
ENSMUSG00000033249	ENSMUST00000174837	100384_at
ENSMUSG00000033249	ENSMUST00000173859	100384_at
ENSMUSG00000033249	ENSMUST00000163734	100384_at
ENSMUSG00000027833	ENSMUST00000162098	99042_s_at
ENSMUSG00000027833	ENSMUST00000162098	99043_s_at
ENSMUSG00000027833	ENSMUST00000029422	99042_s_at
ENSMUSG00000027833	ENSMUST00000029422	99043_s_at
ENSMUSG00000027833	ENSMUST00000162060	99042_s_at
ENSMUSG00000027833	ENSMUST00000162060	99043_s_at
ENSMUSG00000027833	ENSMUST00000162439	99042_s_at
ENSMUSG00000027833	ENSMUST00000162439	99043_s_at
ENSMUSG00000027833	ENSMUST00000195261	99042_s_at
ENSMUSG00000027833	ENSMUST00000195261	99043_s_at
ENSMUSG00000109198	ENSMUST00000208484	101211_at
ENSMUSG00000039481	ENSMUST00000044752	93673_at
ENSMUSG00000000001	ENSMUST00000000001	94814_at
ENSMUSG00000031728	ENSMUST00000212964	95123_at
ENSMUSG00000031728	ENSMUST00000212192	95123_at
ENSMUSG00000031728	ENSMUST00000212000	95123_at
ENSMUSG00000031728	ENSMUST00000212233	95123_at
ENSMUSG00000031728	ENSMUST00000034163	95123_at
ENSMUSG00000063412	ENSMUST00000080152	94040_at
ENSMUSG00000020794	ENSMUST00000021148	93312_at
ENSMUSG00000020794	ENSMUST00000138247	93312_at
ENSMUSG00000053436	ENSMUST00000004990	99978_s_at
ENSMUSG00000053436	ENSMUST00000062694	99978_s_at
ENSMUSG00000053436	ENSMUST00000233811	99978_s_at
ENSMUSG00000053436	ENSMUST00000114752	99978_s_at
ENSMUSG00000053436	ENSMUST00000151613	99978_s_at
ENSMUSG00000053436	ENSMUST00000114754	99978_s_at
ENSMUSG00000046434	ENSMUST00000036004	97272_at
ENSMUSG00000046434	ENSMUST00000036004	100371_at
ENSMUSG00000046434	ENSMUST00000087351	97272_at
ENSMUSG00000046434	ENSMUST00000230489	97272_at
ENSMUSG00000046434	ENSMUST00000230489	100371_at
ENSMUSG00000046434	ENSMUST00000231141	97272_at
ENSMUSG00000031297	ENSMUST00000138162	93133_at
ENSMUSG00000031297	ENSMUST00000101362	93133_at
ENSMUSG00000031297	ENSMUST00000113710	93133_at
ENSMUSG00000031297	ENSMUST00000126282	93133_at
ENSMUSG00000031297	ENSMUST00000073927	93133_at
ENSMUSG00000001823	ENSMUST00000001878	99427_at
ENSMUSG00000031196	ENSMUST00000033539	94799_at
ENSMUSG00000031196	ENSMUST00000114085	94799_at
ENSMUSG00000025533	ENSMUST00000161094	104566_at
ENSMUSG00000079067	ENSMUST00000120716	101589_at
ENSMUSG00000042499	ENSMUST00000048086	92951_at
ENSMUSG00000081871	ENSMUST00000117277	96083_s_at
ENSMUSG00000002028	ENSMUST00000114689	104568_at
ENSMUSG00000002028	ENSMUST00000114689	104569_at
ENSMUSG00000002028	ENSMUST00000002095	104568_at
ENSMUSG00000002028	ENSMUST00000002095	104569_at
ENSMUSG00000099521	ENSMUST00000136302	103741_at
ENSMUSG00000099521	ENSMUST00000136302	92951_at
ENSMUSG00000029245	ENSMUST00000053733	98376_at
ENSMUSG00000029245	ENSMUST00000113403	98376_at
ENSMUSG00000029245	ENSMUST00000113406	98376_at
ENSMUSG00000029245	ENSMUST00000113398	161119_at
ENSMUSG00000029245	ENSMUST00000113399	161119_at
ENSMUSG00000029245	ENSMUST00000113401	161119_at
ENSMUSG00000050368	ENSMUST00000061745	103741_at
ENSMUSG00000051483	ENSMUST00000231450	96110_at
ENSMUSG00000051483	ENSMUST00000039659	96110_at
ENSMUSG00000020241	ENSMUST00000001181	93517_at
ENSMUSG00000020241	ENSMUST00000105413	93517_at
ENSMUSG00000050963	ENSMUST00000072868	101625_at
ENSMUSG00000050963	ENSMUST00000228725	101625_at
ENSMUSG00000021282	ENSMUST00000166123	160265_at
ENSMUSG00000021282	ENSMUST00000222375	160265_at
ENSMUSG00000021282	ENSMUST00000222388	160265_at
ENSMUSG00000021282	ENSMUST00000221243	160265_at
ENSMUSG00000026858	ENSMUST00000077977	160661_at
ENSMUSG00000026858	ENSMUST00000100214	160661_at
ENSMUSG00000026858	ENSMUST00000175864	160661_at
ENSMUSG00000061207	ENSMUST00000077477	98456_at
ENSMUSG00000061207	ENSMUST00000161885	98456_at
ENSMUSG00000061207	ENSMUST00000162055	98456_at
ENSMUSG00000061207	ENSMUST00000160193	98456_at
ENSMUSG00000020151	ENSMUST00000063470	92303_at
ENSMUSG00000020151	ENSMUST00000105271	92303_at
ENSMUSG00000020151	ENSMUST00000148731	92303_at
ENSMUSG00000020151	ENSMUST00000155606	92303_at
ENSMUSG00000020151	ENSMUST00000128399	92303_at
ENSMUSG00000026526	ENSMUST00000027810	99148_at
ENSMUSG00000026526	ENSMUST00000133218	99148_at
ENSMUSG00000026526	ENSMUST00000176740	99148_at
ENSMUSG00000021192	ENSMUST00000179218	103808_at
ENSMUSG00000021192	ENSMUST00000021609	103808_at
ENSMUSG00000021192	ENSMUST00000222744	103808_at
ENSMUSG00000002768	ENSMUST00000233032	94891_s_at
ENSMUSG00000002768	ENSMUST00000233032	94892_r_at
ENSMUSG00000002768	ENSMUST00000232732	94891_s_at
ENSMUSG00000002768	ENSMUST00000232732	94892_r_at
ENSMUSG00000002768	ENSMUST00000233644	94891_s_at
ENSMUSG00000002768	ENSMUST00000233644	94892_r_at
ENSMUSG00000002768	ENSMUST00000232762	94891_s_at
ENSMUSG00000002768	ENSMUST00000233430	94891_s_at
ENSMUSG00000002768	ENSMUST00000233430	94892_r_at
ENSMUSG00000002768	ENSMUST00000233491	94891_s_at
ENSMUSG00000002768	ENSMUST00000002845	94891_s_at
ENSMUSG00000002768	ENSMUST00000002845	94892_r_at
ENSMUSG00000002768	ENSMUST00000233612	94891_s_at
ENSMUSG00000002768	ENSMUST00000233612	94892_r_at
ENSMUSG00000002768	ENSMUST00000233385	94891_s_at
ENSMUSG00000002768	ENSMUST00000233385	94892_r_at
ENSMUSG00000084796	ENSMUST00000123700	102978_at
ENSMUSG00000061062	ENSMUST00000079363	96046_at
ENSMUSG00000027528	ENSMUST00000193487	160729_f_at
ENSMUSG00000027528	ENSMUST00000191678	160729_f_at
ENSMUSG00000027528	ENSMUST00000029038	160729_f_at
ENSMUSG00000000093	ENSMUST00000000095	92705_at
ENSMUSG00000000093	ENSMUST00000000095	104655_at
ENSMUSG00000021556	ENSMUST00000022039	95593_at
ENSMUSG00000021556	ENSMUST00000095739	95593_at
ENSMUSG00000086834	ENSMUST00000138341	101156_at
ENSMUSG00000060411	ENSMUST00000189275	101156_at
ENSMUSG00000060411	ENSMUST00000075773	101156_at
ENSMUSG00000029381	ENSMUST00000113055	100024_at
ENSMUSG00000029381	ENSMUST00000113054	100024_at
ENSMUSG00000029381	ENSMUST00000225438	100024_at
ENSMUSG00000029381	ENSMUST00000113051	100024_at
ENSMUSG00000029381	ENSMUST00000172752	100024_at
ENSMUSG00000003200	ENSMUST00000003268	93275_at
ENSMUSG00000003200	ENSMUST00000233803	93275_at
ENSMUSG00000022436	ENSMUST00000001226	92666_at
ENSMUSG00000022436	ENSMUST00000229803	92666_at
ENSMUSG00000026492	ENSMUST00000027769	92568_at
ENSMUSG00000026492	ENSMUST00000139993	92568_at
ENSMUSG00000026492	ENSMUST00000150778	92568_at
ENSMUSG00000059409	ENSMUST00000233082	101875_at
ENSMUSG00000059409	ENSMUST00000233988	101875_at
ENSMUSG00000059409	ENSMUST00000002839	101875_at
ENSMUSG00000061028	ENSMUST00000086041	103822_at
ENSMUSG00000061028	ENSMUST00000207907	103822_at
ENSMUSG00000061028	ENSMUST00000207663	103822_at
ENSMUSG00000061028	ENSMUST00000207447	103822_at
ENSMUSG00000061028	ENSMUST00000207524	103822_at
ENSMUSG00000061028	ENSMUST00000207264	103822_at
ENSMUSG00000061028	ENSMUST00000209059	103822_at
ENSMUSG00000110768	ENSMUST00000215935	97505_at
ENSMUSG00000028152	ENSMUST00000029800	92426_at
ENSMUSG00000028152	ENSMUST00000142890	92426_at
ENSMUSG00000028152	ENSMUST00000142001	92426_at
ENSMUSG00000028152	ENSMUST00000119993	92426_at
ENSMUSG00000028152	ENSMUST00000121826	92426_at
ENSMUSG00000021555	ENSMUST00000022038	97478_at
ENSMUSG00000036867	ENSMUST00000041029	104220_at
ENSMUSG00000036867	ENSMUST00000144323	104220_at
ENSMUSG00000039108	ENSMUST00000055485	103449_at
ENSMUSG00000039108	ENSMUST00000058764	103449_at
ENSMUSG00000039108	ENSMUST00000140257	103449_at
ENSMUSG00000030304	ENSMUST00000136008	160151_i_at
ENSMUSG00000030304	ENSMUST00000032446	160151_i_at
ENSMUSG00000030304	ENSMUST00000126773	160151_i_at
ENSMUSG00000053253	ENSMUST00000181969	160263_r_at
ENSMUSG00000053253	ENSMUST00000138283	160263_r_at
ENSMUSG00000053253	ENSMUST00000149781	160263_r_at
ENSMUSG00000053253	ENSMUST00000127286	160263_r_at
ENSMUSG00000053253	ENSMUST00000149358	160263_r_at
ENSMUSG00000040356	ENSMUST00000174226	103414_at
ENSMUSG00000040356	ENSMUST00000046022	103414_at
ENSMUSG00000040356	ENSMUST00000174887	103414_at
ENSMUSG00000040356	ENSMUST00000174363	103414_at
ENSMUSG00000040356	ENSMUST00000172803	103414_at
ENSMUSG00000040356	ENSMUST00000173415	103414_at
ENSMUSG00000017950	ENSMUST00000109411	92713_at
ENSMUSG00000017950	ENSMUST00000018094	92713_at
ENSMUSG00000068921	ENSMUST00000090938	94524_at
ENSMUSG00000068921	ENSMUST00000174571	94524_at
ENSMUSG00000068921	ENSMUST00000173094	94524_at
ENSMUSG00000068921	ENSMUST00000173135	94524_at
ENSMUSG00000096852	ENSMUST00000229103	94539_f_at
ENSMUSG00000096852	ENSMUST00000230859	94539_f_at
ENSMUSG00000096852	ENSMUST00000068861	94539_f_at
ENSMUSG00000096852	ENSMUST00000229792	94539_f_at
ENSMUSG00000096852	ENSMUST00000229988	94539_f_at
ENSMUSG00000096852	ENSMUST00000229904	94539_f_at
ENSMUSG00000022707	ENSMUST00000163832	96803_at
ENSMUSG00000022707	ENSMUST00000169432	96803_at
ENSMUSG00000022707	ENSMUST00000023393	96803_at
ENSMUSG00000022707	ENSMUST00000170464	96803_at
ENSMUSG00000002320	ENSMUST00000120041	97359_at
ENSMUSG00000002320	ENSMUST00000122358	97359_at
ENSMUSG00000002320	ENSMUST00000121937	97359_at
ENSMUSG00000002320	ENSMUST00000121791	97359_at
ENSMUSG00000002320	ENSMUST00000149726	97359_at
ENSMUSG00000002320	ENSMUST00000002391	97359_at
ENSMUSG00000002320	ENSMUST00000132338	97359_at
ENSMUSG00000031200	ENSMUST00000033542	103045_at
ENSMUSG00000031200	ENSMUST00000033542	103044_g_at
ENSMUSG00000031200	ENSMUST00000143538	103045_at
ENSMUSG00000031200	ENSMUST00000143538	103044_g_at
ENSMUSG00000031200	ENSMUST00000114081	103045_at
ENSMUSG00000031200	ENSMUST00000114081	103044_g_at
ENSMUSG00000031200	ENSMUST00000147830	103044_g_at
ENSMUSG00000090110	ENSMUST00000033543	103043_at
ENSMUSG00000090110	ENSMUST00000033543	103044_g_at
ENSMUSG00000090110	ENSMUST00000149863	103043_at
ENSMUSG00000090110	ENSMUST00000149863	103044_g_at
ENSMUSG00000090110	ENSMUST00000120286	103043_at
ENSMUSG00000032340	ENSMUST00000068664	92518_at
ENSMUSG00000032340	ENSMUST00000214547	92518_at
ENSMUSG00000115232	ENSMUST00000156420	97359_at
ENSMUSG00000115232	ENSMUST00000156420	95035_at
ENSMUSG00000080845	ENSMUST00000120192	160084_at
ENSMUSG00000027706	ENSMUST00000029256	99501_at
ENSMUSG00000027706	ENSMUST00000029256	160136_r_at
ENSMUSG00000027706	ENSMUST00000029256	92531_at
ENSMUSG00000027706	ENSMUST00000195072	160136_r_at
ENSMUSG00000027706	ENSMUST00000195072	92531_at
ENSMUSG00000002319	ENSMUST00000047131	95034_f_at
ENSMUSG00000002319	ENSMUST00000047131	95035_at
ENSMUSG00000002319	ENSMUST00000148351	95034_f_at
ENSMUSG00000002319	ENSMUST00000148351	95035_at
ENSMUSG00000002319	ENSMUST00000141848	95034_f_at
ENSMUSG00000002319	ENSMUST00000155464	95034_f_at
ENSMUSG00000002319	ENSMUST00000155464	95035_at
ENSMUSG00000002319	ENSMUST00000146528	95034_f_at
ENSMUSG00000002319	ENSMUST00000141499	95034_f_at
ENSMUSG00000002319	ENSMUST00000141499	95035_at
ENSMUSG00000002319	ENSMUST00000135221	95034_f_at
ENSMUSG00000002319	ENSMUST00000135221	95035_at
ENSMUSG00000002319	ENSMUST00000126064	95034_f_at
ENSMUSG00000002319	ENSMUST00000126064	95035_at
ENSMUSG00000002319	ENSMUST00000228754	95035_at
ENSMUSG00000002319	ENSMUST00000127773	95035_at
ENSMUSG00000022426	ENSMUST00000023061	97401_at
ENSMUSG00000040482	ENSMUST00000173874	97428_at
ENSMUSG00000040482	ENSMUST00000046244	97428_at
ENSMUSG00000040482	ENSMUST00000173644	97428_at
ENSMUSG00000040482	ENSMUST00000173995	97428_at
ENSMUSG00000040482	ENSMUST00000174092	97428_at
ENSMUSG00000040482	ENSMUST00000173063	97428_at
ENSMUSG00000040482	ENSMUST00000174684	97428_at
ENSMUSG00000040482	ENSMUST00000174569	97428_at
ENSMUSG00000040482	ENSMUST00000172612	97428_at
ENSMUSG00000040482	ENSMUST00000173768	97428_at
ENSMUSG00000040482	ENSMUST00000180043	97428_at
ENSMUSG00000022056	ENSMUST00000022640	101626_at
ENSMUSG00000022056	ENSMUST00000128069	101626_at
ENSMUSG00000081673	ENSMUST00000118181	92800_i_at
ENSMUSG00000001507	ENSMUST00000107739	104210_at
ENSMUSG00000001507	ENSMUST00000107739	104211_at
ENSMUSG00000001507	ENSMUST00000001548	104210_at
ENSMUSG00000001507	ENSMUST00000001548	104211_at
ENSMUSG00000001507	ENSMUST00000120375	104210_at
ENSMUSG00000084060	ENSMUST00000121602	92636_f_at
ENSMUSG00000079019	ENSMUST00000034261	101873_at
ENSMUSG00000089911	ENSMUST00000029570	160447_at
ENSMUSG00000089911	ENSMUST00000196274	160447_at
ENSMUSG00000031805	ENSMUST00000110013	99509_s_at
ENSMUSG00000031805	ENSMUST00000051995	101873_at
ENSMUSG00000031805	ENSMUST00000051995	99509_s_at
ENSMUSG00000031805	ENSMUST00000110012	99509_s_at
ENSMUSG00000031805	ENSMUST00000130624	101873_at
ENSMUSG00000031805	ENSMUST00000130624	99509_s_at
ENSMUSG00000035395	ENSMUST00000113959	96597_at
ENSMUSG00000035395	ENSMUST00000113960	96597_at
ENSMUSG00000023391	ENSMUST00000024159	92332_at
ENSMUSG00000023391	ENSMUST00000134249	92332_at
ENSMUSG00000025925	ENSMUST00000188371	160879_at
ENSMUSG00000025925	ENSMUST00000188371	99920_at
ENSMUSG00000025925	ENSMUST00000027057	160879_at
ENSMUSG00000025925	ENSMUST00000027057	99920_at
ENSMUSG00000043342	ENSMUST00000059272	99426_at
ENSMUSG00000060288	ENSMUST00000106321	160456_at
ENSMUSG00000058794	ENSMUST00000075192	98010_at
ENSMUSG00000058794	ENSMUST00000133600	98010_at
ENSMUSG00000058794	ENSMUST00000156927	98010_at
ENSMUSG00000058794	ENSMUST00000149111	98010_at
ENSMUSG00000058794	ENSMUST00000134554	98010_at
ENSMUSG00000058794	ENSMUST00000134193	98010_at
ENSMUSG00000058794	ENSMUST00000131364	98010_at
ENSMUSG00000058794	ENSMUST00000132836	98010_at
ENSMUSG00000058794	ENSMUST00000154510	98010_at
ENSMUSG00000058794	ENSMUST00000132438	98010_at
ENSMUSG00000034891	ENSMUST00000036825	100510_at
ENSMUSG00000034891	ENSMUST00000134110	100510_at
ENSMUSG00000034891	ENSMUST00000153829	100510_at
ENSMUSG00000028256	ENSMUST00000098538	160984_r_at
ENSMUSG00000028256	ENSMUST00000098539	160984_r_at
ENSMUSG00000028256	ENSMUST00000029920	160984_r_at
ENSMUSG00000028256	ENSMUST00000198808	160984_r_at
ENSMUSG00000028256	ENSMUST00000200353	160984_r_at
ENSMUSG00000028256	ENSMUST00000106192	160984_r_at
ENSMUSG00000030560	ENSMUST00000032779	101020_at
ENSMUSG00000030560	ENSMUST00000032779	101019_at
ENSMUSG00000028053	ENSMUST00000186583	103763_at
ENSMUSG00000028053	ENSMUST00000090933	103763_at
ENSMUSG00000014850	ENSMUST00000185852	160488_at
ENSMUSG00000014850	ENSMUST00000191242	160488_at
ENSMUSG00000014850	ENSMUST00000191304	160488_at
ENSMUSG00000014850	ENSMUST00000191550	160488_at
ENSMUSG00000014850	ENSMUST00000186392	160488_at
ENSMUSG00000014850	ENSMUST00000022220	160488_at
ENSMUSG00000014850	ENSMUST00000190761	160488_at
ENSMUSG00000071748	ENSMUST00000096420	92888_s_at
ENSMUSG00000026638	ENSMUST00000076521	92440_at
ENSMUSG00000027566	ENSMUST00000126021	93988_at
ENSMUSG00000027566	ENSMUST00000129529	93988_at
ENSMUSG00000027566	ENSMUST00000029082	93988_at
ENSMUSG00000027566	ENSMUST00000142042	93988_at
ENSMUSG00000027566	ENSMUST00000132431	93988_at
ENSMUSG00000033501	ENSMUST00000040592	93391_at
ENSMUSG00000034342	ENSMUST00000206720	100291_at
ENSMUSG00000034342	ENSMUST00000206147	100291_at
ENSMUSG00000034342	ENSMUST00000037644	100291_at
ENSMUSG00000034342	ENSMUST00000205968	100291_at
ENSMUSG00000000154	ENSMUST00000052348	102861_at
ENSMUSG00000000154	ENSMUST00000145943	102861_at
ENSMUSG00000000154	ENSMUST00000105917	102861_at
ENSMUSG00000073982	ENSMUST00000106923	97927_at
ENSMUSG00000073982	ENSMUST00000098230	97927_at
ENSMUSG00000073982	ENSMUST00000209968	97927_at
ENSMUSG00000115993	ENSMUST00000231103	98414_at
ENSMUSG00000024099	ENSMUST00000143987	94062_at
ENSMUSG00000024099	ENSMUST00000024909	94062_at
ENSMUSG00000024099	ENSMUST00000138847	94062_at
ENSMUSG00000024099	ENSMUST00000147484	94062_at
ENSMUSG00000060992	ENSMUST00000100162	95149_at
ENSMUSG00000060992	ENSMUST00000230893	95149_at
ENSMUSG00000037035	ENSMUST00000038765	160828_at
ENSMUSG00000031392	ENSMUST00000114354	98595_at
ENSMUSG00000031392	ENSMUST00000114352	98595_at
ENSMUSG00000031392	ENSMUST00000148706	98595_at
ENSMUSG00000031392	ENSMUST00000149871	98595_at
ENSMUSG00000031392	ENSMUST00000114353	98595_at
ENSMUSG00000031392	ENSMUST00000101458	98595_at
ENSMUSG00000021707	ENSMUST00000022218	104547_at
ENSMUSG00000062515	ENSMUST00000029041	100567_at
ENSMUSG00000056076	ENSMUST00000100507	93973_at
ENSMUSG00000046032	ENSMUST00000156473	102319_at
ENSMUSG00000046032	ENSMUST00000120389	102320_at
ENSMUSG00000046032	ENSMUST00000120389	102319_at
ENSMUSG00000046032	ENSMUST00000077876	102320_at
ENSMUSG00000046032	ENSMUST00000077876	102319_at
ENSMUSG00000046032	ENSMUST00000130826	102320_at
ENSMUSG00000104434	ENSMUST00000193088	101255_at
ENSMUSG00000052911	ENSMUST00000065014	101359_at
ENSMUSG00000052911	ENSMUST00000193301	101359_at
ENSMUSG00000052911	ENSMUST00000194421	101359_at
ENSMUSG00000026204	ENSMUST00000027404	104422_at
ENSMUSG00000067276	ENSMUST00000087316	97942_g_at
ENSMUSG00000067276	ENSMUST00000087316	97941_at
ENSMUSG00000067276	ENSMUST00000087316	97943_at
ENSMUSG00000044405	ENSMUST00000059889	96237_at
ENSMUSG00000100506	ENSMUST00000188967	161072_at
ENSMUSG00000103178	ENSMUST00000195511	160919_r_at
ENSMUSG00000063543	ENSMUST00000165252	95650_at
ENSMUSG00000004451	ENSMUST00000004565	160756_at
ENSMUSG00000026516	ENSMUST00000027797	95357_at
ENSMUSG00000026516	ENSMUST00000027797	96565_at
ENSMUSG00000026516	ENSMUST00000027797	101366_f_at
ENSMUSG00000026516	ENSMUST00000191721	96565_at
ENSMUSG00000026516	ENSMUST00000195209	101366_f_at
ENSMUSG00000100642	ENSMUST00000053932	98367_at
ENSMUSG00000024969	ENSMUST00000032557	99458_i_at
ENSMUSG00000024969	ENSMUST00000032557	104244_at
ENSMUSG00000024969	ENSMUST00000032557	99459_f_at
ENSMUSG00000024969	ENSMUST00000164205	99458_i_at
ENSMUSG00000024969	ENSMUST00000164205	99459_f_at
ENSMUSG00000024969	ENSMUST00000025921	99458_i_at
ENSMUSG00000024969	ENSMUST00000025921	99459_f_at
ENSMUSG00000024969	ENSMUST00000171721	99458_i_at
ENSMUSG00000024969	ENSMUST00000171721	99459_f_at
ENSMUSG00000024969	ENSMUST00000165965	99458_i_at
ENSMUSG00000024969	ENSMUST00000165965	99459_f_at
ENSMUSG00000024969	ENSMUST00000166461	99458_i_at
ENSMUSG00000024969	ENSMUST00000166461	99459_f_at
ENSMUSG00000024969	ENSMUST00000165286	99458_i_at
ENSMUSG00000024969	ENSMUST00000165286	99459_f_at
ENSMUSG00000024969	ENSMUST00000171044	99458_i_at
ENSMUSG00000024969	ENSMUST00000171044	104244_at
ENSMUSG00000024969	ENSMUST00000171044	99459_f_at
ENSMUSG00000024969	ENSMUST00000168872	99458_i_at
ENSMUSG00000024969	ENSMUST00000168872	104244_at
ENSMUSG00000024969	ENSMUST00000168872	99459_f_at
ENSMUSG00000024969	ENSMUST00000167767	99458_i_at
ENSMUSG00000024969	ENSMUST00000167767	104244_at
ENSMUSG00000024969	ENSMUST00000167767	99459_f_at
ENSMUSG00000024969	ENSMUST00000165881	99458_i_at
ENSMUSG00000024969	ENSMUST00000165881	99459_f_at
ENSMUSG00000024969	ENSMUST00000171352	99458_i_at
ENSMUSG00000024969	ENSMUST00000171352	99459_f_at
ENSMUSG00000024969	ENSMUST00000051711	99458_i_at
ENSMUSG00000024969	ENSMUST00000051711	99459_f_at
ENSMUSG00000079277	ENSMUST00000111983	98367_at
ENSMUSG00000079277	ENSMUST00000111982	98367_at
ENSMUSG00000079277	ENSMUST00000047830	98367_at
ENSMUSG00000079277	ENSMUST00000140666	98367_at
ENSMUSG00000079277	ENSMUST00000190553	98367_at
ENSMUSG00000000552	ENSMUST00000229373	102691_at
ENSMUSG00000000552	ENSMUST00000168828	102691_at
ENSMUSG00000000552	ENSMUST00000229551	102691_at
ENSMUSG00000035443	ENSMUST00000214910	93248_at
ENSMUSG00000035443	ENSMUST00000213770	93248_at
ENSMUSG00000035443	ENSMUST00000213683	93248_at
ENSMUSG00000035443	ENSMUST00000039161	93248_at
ENSMUSG00000035443	ENSMUST00000217143	93248_at
ENSMUSG00000035443	ENSMUST00000215024	93248_at
ENSMUSG00000035443	ENSMUST00000216361	93248_at
ENSMUSG00000063727	ENSMUST00000079772	102887_at
ENSMUSG00000101174	ENSMUST00000144040	102380_s_at
ENSMUSG00000101174	ENSMUST00000111980	102380_s_at
ENSMUSG00000101174	ENSMUST00000047904	102380_s_at
ENSMUSG00000038628	ENSMUST00000039551	104304_r_at
ENSMUSG00000038628	ENSMUST00000039551	104303_i_at
ENSMUSG00000027102	ENSMUST00000151380	160460_at
ENSMUSG00000027102	ENSMUST00000151380	93221_at
ENSMUSG00000027102	ENSMUST00000019749	160460_at
ENSMUSG00000027102	ENSMUST00000019749	93221_at
ENSMUSG00000027102	ENSMUST00000074721	160460_at
ENSMUSG00000027102	ENSMUST00000074721	93221_at
ENSMUSG00000056069	ENSMUST00000226170	95939_i_at
ENSMUSG00000056069	ENSMUST00000226170	95940_f_at
ENSMUSG00000056069	ENSMUST00000226145	95939_i_at
ENSMUSG00000056069	ENSMUST00000226145	95940_f_at
ENSMUSG00000056069	ENSMUST00000100739	95939_i_at
ENSMUSG00000056069	ENSMUST00000100739	95940_f_at
ENSMUSG00000056069	ENSMUST00000226581	95939_i_at
ENSMUSG00000056069	ENSMUST00000226581	95940_f_at
ENSMUSG00000056069	ENSMUST00000232492	95939_i_at
ENSMUSG00000056069	ENSMUST00000232492	95940_f_at
ENSMUSG00000018569	ENSMUST00000108597	99561_f_at
ENSMUSG00000018569	ENSMUST00000060651	99561_f_at
ENSMUSG00000018569	ENSMUST00000108596	99561_f_at
ENSMUSG00000018569	ENSMUST00000018713	99561_f_at
