Gene stable ID	Transcript stable ID	AFFY MG U74Cv2 probe
ENSMUSG00000053141	ENSMUST00000109443	138395_at
ENSMUSG00000063663	ENSMUST00000150434	135208_at
ENSMUSG00000063663	ENSMUST00000041866	135208_at
ENSMUSG00000063663	ENSMUST00000144521	135208_at
ENSMUSG00000009248	ENSMUST00000009392	168089_at
ENSMUSG00000030222	ENSMUST00000032347	165913_i_at
ENSMUSG00000030222	ENSMUST00000117919	165913_i_at
ENSMUSG00000030222	ENSMUST00000203003	165913_i_at
ENSMUSG00000107994	ENSMUST00000203858	132538_at
ENSMUSG00000107994	ENSMUST00000203121	132538_at
ENSMUSG00000078214	ENSMUST00000105016	166032_f_at
ENSMUSG00000030060	ENSMUST00000032141	168394_f_at
ENSMUSG00000030060	ENSMUST00000113606	168394_f_at
ENSMUSG00000030060	ENSMUST00000148914	168394_f_at
ENSMUSG00000023047	ENSMUST00000023809	166095_f_at
ENSMUSG00000023047	ENSMUST00000229278	166095_f_at
ENSMUSG00000023047	ENSMUST00000162893	166095_f_at
ENSMUSG00000023047	ENSMUST00000161376	166095_f_at
ENSMUSG00000058579	ENSMUST00000155826	167024_at
ENSMUSG00000045036	ENSMUST00000233328	166296_r_at
ENSMUSG00000045036	ENSMUST00000233738	166296_r_at
ENSMUSG00000045036	ENSMUST00000062161	166296_r_at
ENSMUSG00000045036	ENSMUST00000233117	166296_r_at
ENSMUSG00000045036	ENSMUST00000233279	166296_r_at
ENSMUSG00000045036	ENSMUST00000086722	166296_r_at
ENSMUSG00000116081	ENSMUST00000229365	138053_r_at
ENSMUSG00000025134	ENSMUST00000026125	135150_at
ENSMUSG00000055561	ENSMUST00000069245	167305_at
ENSMUSG00000055561	ENSMUST00000069245	136165_at
ENSMUSG00000030058	ENSMUST00000049966	137583_f_at
ENSMUSG00000030058	ENSMUST00000203240	167899_i_at
ENSMUSG00000030058	ENSMUST00000137717	167899_i_at
ENSMUSG00000030058	ENSMUST00000152175	167899_i_at
ENSMUSG00000022211	ENSMUST00000228877	134751_at
ENSMUSG00000022211	ENSMUST00000226757	134751_at
ENSMUSG00000022211	ENSMUST00000076236	134751_at
ENSMUSG00000022211	ENSMUST00000227563	134751_at
ENSMUSG00000022211	ENSMUST00000227312	134751_at
ENSMUSG00000022211	ENSMUST00000226388	134751_at
ENSMUSG00000022211	ENSMUST00000228760	134751_at
ENSMUSG00000022211	ENSMUST00000226653	134751_at
ENSMUSG00000091512	ENSMUST00000197798	135884_at
ENSMUSG00000091512	ENSMUST00000196632	135884_at
ENSMUSG00000074785	ENSMUST00000099337	135796_at
ENSMUSG00000015981	ENSMUST00000016125	138384_at
ENSMUSG00000015981	ENSMUST00000165870	138384_at
ENSMUSG00000041789	ENSMUST00000067450	169420_at
ENSMUSG00000014603	ENSMUST00000014747	167875_r_at
ENSMUSG00000014603	ENSMUST00000233202	167875_r_at
ENSMUSG00000101264	ENSMUST00000185380	134156_at
ENSMUSG00000096546	ENSMUST00000179685	165935_at
ENSMUSG00000108314	ENSMUST00000206136	167676_f_at
ENSMUSG00000049336	ENSMUST00000102801	133154_at
ENSMUSG00000049336	ENSMUST00000057207	133154_at
ENSMUSG00000053963	ENSMUST00000136521	138165_at
ENSMUSG00000053963	ENSMUST00000136521	166869_at
ENSMUSG00000053963	ENSMUST00000211561	166869_at
ENSMUSG00000053963	ENSMUST00000210737	166869_at
ENSMUSG00000053963	ENSMUST00000210107	166869_at
ENSMUSG00000053963	ENSMUST00000179826	166869_at
ENSMUSG00000036833	ENSMUST00000137913	138122_at
ENSMUSG00000114441	ENSMUST00000224109	137145_at
ENSMUSG00000031930	ENSMUST00000212906	133398_at
ENSMUSG00000031930	ENSMUST00000212012	133398_at
ENSMUSG00000002963	ENSMUST00000107876	168475_i_at
ENSMUSG00000002963	ENSMUST00000003044	168475_i_at
ENSMUSG00000002963	ENSMUST00000145850	168475_i_at
ENSMUSG00000002963	ENSMUST00000098478	168475_i_at
ENSMUSG00000002963	ENSMUST00000123015	168475_i_at
ENSMUSG00000002963	ENSMUST00000155050	168475_i_at
ENSMUSG00000002963	ENSMUST00000201882	168475_i_at
ENSMUSG00000002963	ENSMUST00000208666	168475_i_at
ENSMUSG00000002963	ENSMUST00000152747	168475_i_at
ENSMUSG00000002963	ENSMUST00000126860	168475_i_at
ENSMUSG00000002963	ENSMUST00000208385	168475_i_at
ENSMUSG00000002963	ENSMUST00000202646	168475_i_at
ENSMUSG00000002963	ENSMUST00000200892	168475_i_at
ENSMUSG00000002963	ENSMUST00000144669	168475_i_at
ENSMUSG00000023967	ENSMUST00000024763	167501_f_at
ENSMUSG00000023967	ENSMUST00000134237	167501_f_at
ENSMUSG00000023967	ENSMUST00000147672	167501_f_at
ENSMUSG00000023967	ENSMUST00000146255	167501_f_at
ENSMUSG00000066191	ENSMUST00000107747	168083_at
ENSMUSG00000066191	ENSMUST00000229609	168083_at
ENSMUSG00000066191	ENSMUST00000152479	168083_at
ENSMUSG00000066191	ENSMUST00000084616	168083_at
ENSMUSG00000021371	ENSMUST00000021800	129053_at
ENSMUSG00000021371	ENSMUST00000223347	129053_at
ENSMUSG00000026470	ENSMUST00000027743	131575_at
ENSMUSG00000026470	ENSMUST00000192690	131575_at
ENSMUSG00000028865	ENSMUST00000218338	130971_at
ENSMUSG00000028865	ENSMUST00000105910	130971_at
ENSMUSG00000028865	ENSMUST00000126929	130971_at
ENSMUSG00000028865	ENSMUST00000134713	130971_at
ENSMUSG00000066595	ENSMUST00000193399	133931_at
ENSMUSG00000113831	ENSMUST00000220671	167976_i_at
ENSMUSG00000115293	ENSMUST00000120394	138204_at
ENSMUSG00000115293	ENSMUST00000079600	138204_at
ENSMUSG00000086968	ENSMUST00000131345	141105_s_at
ENSMUSG00000086968	ENSMUST00000144591	141105_s_at
ENSMUSG00000086968	ENSMUST00000152663	141105_s_at
ENSMUSG00000086968	ENSMUST00000146337	141105_s_at
ENSMUSG00000086968	ENSMUST00000133570	141105_s_at
ENSMUSG00000086968	ENSMUST00000137800	141105_s_at
ENSMUSG00000086968	ENSMUST00000137970	141105_s_at
ENSMUSG00000026131	ENSMUST00000183302	136074_at
ENSMUSG00000026131	ENSMUST00000189952	136074_at
ENSMUSG00000004892	ENSMUST00000194596	137318_at
ENSMUSG00000004892	ENSMUST00000192274	137318_at
ENSMUSG00000004892	ENSMUST00000193276	137318_at
ENSMUSG00000103364	ENSMUST00000194178	137086_at
ENSMUSG00000090891	ENSMUST00000170124	131391_at
ENSMUSG00000090891	ENSMUST00000204927	131391_at
ENSMUSG00000090891	ENSMUST00000203747	131391_at
ENSMUSG00000090891	ENSMUST00000203725	131391_at
ENSMUSG00000090891	ENSMUST00000205257	131391_at
ENSMUSG00000043429	ENSMUST00000060041	166385_i_at
ENSMUSG00000094558	ENSMUST00000105020	166032_f_at
ENSMUSG00000021700	ENSMUST00000167824	166011_i_at
ENSMUSG00000021700	ENSMUST00000223922	166011_i_at
ENSMUSG00000021748	ENSMUST00000225735	130494_f_at
ENSMUSG00000021748	ENSMUST00000224864	130494_f_at
ENSMUSG00000021748	ENSMUST00000224690	130494_f_at
ENSMUSG00000032062	ENSMUST00000034564	130292_at
ENSMUSG00000032062	ENSMUST00000034564	165630_at
ENSMUSG00000032062	ENSMUST00000239417	130292_at
ENSMUSG00000032062	ENSMUST00000239417	165630_at
ENSMUSG00000028989	ENSMUST00000030840	168483_r_at
ENSMUSG00000078490	ENSMUST00000129481	167222_at
ENSMUSG00000022843	ENSMUST00000007207	139269_at
ENSMUSG00000022843	ENSMUST00000148131	139269_at
ENSMUSG00000022843	ENSMUST00000153075	139269_at
ENSMUSG00000038086	ENSMUST00000042790	168908_s_at
ENSMUSG00000038086	ENSMUST00000217159	168908_s_at
ENSMUSG00000047153	ENSMUST00000022831	165540_at
ENSMUSG00000047153	ENSMUST00000227462	165540_at
ENSMUSG00000047153	ENSMUST00000228462	165540_at
ENSMUSG00000021719	ENSMUST00000063551	128915_at
ENSMUSG00000025666	ENSMUST00000026760	128848_r_at
ENSMUSG00000048096	ENSMUST00000059352	166519_at
ENSMUSG00000022223	ENSMUST00000226746	133596_at
ENSMUSG00000022223	ENSMUST00000228151	133596_at
ENSMUSG00000022223	ENSMUST00000227677	133596_at
ENSMUSG00000049929	ENSMUST00000060576	132227_at
ENSMUSG00000028036	ENSMUST00000029670	133938_at
ENSMUSG00000046613	ENSMUST00000159780	136675_at
ENSMUSG00000046613	ENSMUST00000046188	136675_at
ENSMUSG00000046613	ENSMUST00000231608	136675_at
ENSMUSG00000046613	ENSMUST00000096197	136675_at
ENSMUSG00000062785	ENSMUST00000207493	166842_r_at
ENSMUSG00000062785	ENSMUST00000208651	166842_r_at
ENSMUSG00000062785	ENSMUST00000107907	166842_r_at
ENSMUSG00000062785	ENSMUST00000107906	166842_r_at
ENSMUSG00000062785	ENSMUST00000207497	166842_r_at
ENSMUSG00000017264	ENSMUST00000173767	128751_at
ENSMUSG00000017264	ENSMUST00000126897	128751_at
ENSMUSG00000037406	ENSMUST00000084031	129661_at
ENSMUSG00000055679	ENSMUST00000021889	165585_at
ENSMUSG00000025436	ENSMUST00000168520	165703_f_at
ENSMUSG00000025436	ENSMUST00000220051	165703_f_at
ENSMUSG00000032558	ENSMUST00000193642	134129_at
ENSMUSG00000032558	ENSMUST00000035167	134129_at
ENSMUSG00000032558	ENSMUST00000194774	134129_at
ENSMUSG00000032558	ENSMUST00000193439	134129_at
ENSMUSG00000029992	ENSMUST00000113657	165421_at
ENSMUSG00000029992	ENSMUST00000150410	165421_at
ENSMUSG00000029992	ENSMUST00000113655	165421_at
ENSMUSG00000027225	ENSMUST00000028656	167708_at
ENSMUSG00000112035	ENSMUST00000217769	137675_at
ENSMUSG00000042662	ENSMUST00000123121	139507_at
ENSMUSG00000042662	ENSMUST00000185197	139507_at
ENSMUSG00000035086	ENSMUST00000139669	135653_at
ENSMUSG00000053181	ENSMUST00000065465	138413_at
ENSMUSG00000052056	ENSMUST00000109155	166612_i_at
ENSMUSG00000052056	ENSMUST00000109155	130397_at
ENSMUSG00000052056	ENSMUST00000063710	166612_i_at
ENSMUSG00000052056	ENSMUST00000063710	130397_at
ENSMUSG00000002846	ENSMUST00000002925	167043_s_at
ENSMUSG00000031953	ENSMUST00000034431	139560_at
ENSMUSG00000022255	ENSMUST00000172082	138009_at
ENSMUSG00000022255	ENSMUST00000022865	138009_at
ENSMUSG00000022255	ENSMUST00000163697	138009_at
ENSMUSG00000022255	ENSMUST00000168991	138009_at
ENSMUSG00000058317	ENSMUST00000176555	131208_at
ENSMUSG00000058317	ENSMUST00000150727	131208_at
ENSMUSG00000058317	ENSMUST00000175643	131208_at
ENSMUSG00000058317	ENSMUST00000176672	131208_at
ENSMUSG00000058317	ENSMUST00000176843	131208_at
ENSMUSG00000058317	ENSMUST00000076133	131208_at
ENSMUSG00000030614	ENSMUST00000032843	130518_at
ENSMUSG00000107232	ENSMUST00000201654	169091_f_at
ENSMUSG00000022842	ENSMUST00000003898	138204_at
ENSMUSG00000022842	ENSMUST00000133344	138204_at
ENSMUSG00000022842	ENSMUST00000125971	138204_at
ENSMUSG00000022842	ENSMUST00000231739	138204_at
ENSMUSG00000097893	ENSMUST00000191287	135976_at
ENSMUSG00000097893	ENSMUST00000189431	135976_at
ENSMUSG00000097893	ENSMUST00000209020	135976_at
ENSMUSG00000050821	ENSMUST00000232207	165462_at
ENSMUSG00000050821	ENSMUST00000118919	165462_at
ENSMUSG00000050821	ENSMUST00000056518	165462_at
ENSMUSG00000050821	ENSMUST00000128273	165462_at
ENSMUSG00000046826	ENSMUST00000129773	165810_i_at
ENSMUSG00000046826	ENSMUST00000058093	165810_i_at
ENSMUSG00000104158	ENSMUST00000201297	130398_at
ENSMUSG00000104158	ENSMUST00000194391	130398_at
ENSMUSG00000041673	ENSMUST00000038956	165479_at
ENSMUSG00000041673	ENSMUST00000120866	165479_at
ENSMUSG00000041673	ENSMUST00000120588	165479_at
ENSMUSG00000041673	ENSMUST00000123822	165479_at
ENSMUSG00000041673	ENSMUST00000120951	165479_at
ENSMUSG00000041673	ENSMUST00000123910	165479_at
ENSMUSG00000101493	ENSMUST00000189334	166678_at
ENSMUSG00000118018	ENSMUST00000235649	132231_at
ENSMUSG00000005674	ENSMUST00000005817	168127_at
ENSMUSG00000005674	ENSMUST00000111327	168127_at
ENSMUSG00000005674	ENSMUST00000111326	168127_at
ENSMUSG00000005674	ENSMUST00000143405	168127_at
ENSMUSG00000116180	ENSMUST00000229665	130704_f_at
ENSMUSG00000097093	ENSMUST00000181034	137720_at
ENSMUSG00000042647	ENSMUST00000041252	139748_at
ENSMUSG00000042647	ENSMUST00000197306	139748_at
ENSMUSG00000066113	ENSMUST00000048885	138387_at
ENSMUSG00000066113	ENSMUST00000141889	138387_at
ENSMUSG00000066113	ENSMUST00000120678	138387_at
ENSMUSG00000066113	ENSMUST00000150043	134849_at
ENSMUSG00000066113	ENSMUST00000150043	138387_at
ENSMUSG00000066113	ENSMUST00000107178	138387_at
ENSMUSG00000112761	ENSMUST00000217897	137675_at
ENSMUSG00000021427	ENSMUST00000021864	135739_at
ENSMUSG00000021427	ENSMUST00000021864	137565_at
ENSMUSG00000018920	ENSMUST00000019064	134771_at
ENSMUSG00000018920	ENSMUST00000126391	134771_at
ENSMUSG00000018920	ENSMUST00000154475	134771_at
ENSMUSG00000031007	ENSMUST00000033313	166304_f_at
ENSMUSG00000024136	ENSMUST00000153858	136229_at
ENSMUSG00000024136	ENSMUST00000088506	136229_at
ENSMUSG00000024136	ENSMUST00000119932	136229_at
ENSMUSG00000024136	ENSMUST00000129401	136229_at
ENSMUSG00000024136	ENSMUST00000154675	136229_at
ENSMUSG00000028009	ENSMUST00000029642	168222_at
ENSMUSG00000118086	ENSMUST00000235456	136468_at
ENSMUSG00000011305	ENSMUST00000019808	165570_at
ENSMUSG00000011305	ENSMUST00000113072	165570_at
ENSMUSG00000108592	ENSMUST00000206810	131448_at
ENSMUSG00000108592	ENSMUST00000238805	131448_at
ENSMUSG00000116657	ENSMUST00000231483	133694_at
ENSMUSG00000020023	ENSMUST00000065060	131255_at
ENSMUSG00000020023	ENSMUST00000117460	131255_at
ENSMUSG00000020023	ENSMUST00000117929	131255_at
ENSMUSG00000112223	ENSMUST00000218843	136652_at
ENSMUSG00000112600	ENSMUST00000220393	136652_at
ENSMUSG00000069118	ENSMUST00000091364	167126_at
ENSMUSG00000063698	ENSMUST00000080806	167294_f_at
ENSMUSG00000063698	ENSMUST00000135808	167294_f_at
ENSMUSG00000063698	ENSMUST00000124921	167294_f_at
ENSMUSG00000046994	ENSMUST00000061334	133423_at
ENSMUSG00000002617	ENSMUST00000037057	136257_at
ENSMUSG00000002617	ENSMUST00000142999	136257_at
ENSMUSG00000006764	ENSMUST00000006949	134635_at
ENSMUSG00000098108	ENSMUST00000182414	133278_at
ENSMUSG00000028693	ENSMUST00000134038	136587_at
ENSMUSG00000028693	ENSMUST00000148436	136587_at
ENSMUSG00000039021	ENSMUST00000066478	165736_s_at
ENSMUSG00000039021	ENSMUST00000161430	165736_s_at
ENSMUSG00000039021	ENSMUST00000161089	165736_s_at
ENSMUSG00000039021	ENSMUST00000161950	165736_s_at
ENSMUSG00000039021	ENSMUST00000125891	165736_s_at
ENSMUSG00000050179	ENSMUST00000060946	133286_at
ENSMUSG00000050179	ENSMUST00000182132	133286_at
ENSMUSG00000078958	ENSMUST00000183162	168048_f_at
ENSMUSG00000078958	ENSMUST00000182446	168048_f_at
ENSMUSG00000078958	ENSMUST00000109541	168048_f_at
ENSMUSG00000078958	ENSMUST00000182104	168048_f_at
ENSMUSG00000044362	ENSMUST00000061391	166386_at
ENSMUSG00000033794	ENSMUST00000166599	166061_f_at
ENSMUSG00000033794	ENSMUST00000166599	166380_at
ENSMUSG00000027374	ENSMUST00000028852	135879_at
ENSMUSG00000027374	ENSMUST00000128535	135879_at
ENSMUSG00000027374	ENSMUST00000145271	135879_at
ENSMUSG00000031533	ENSMUST00000033934	133307_f_at
ENSMUSG00000031533	ENSMUST00000211083	133307_f_at
ENSMUSG00000097640	ENSMUST00000200143	136082_at
ENSMUSG00000097640	ENSMUST00000180470	136082_at
ENSMUSG00000033805	ENSMUST00000049146	165752_at
ENSMUSG00000027074	ENSMUST00000090726	135054_r_at
ENSMUSG00000025912	ENSMUST00000088658	166769_at
ENSMUSG00000018846	ENSMUST00000018990	135383_r_at
ENSMUSG00000039296	ENSMUST00000085733	136099_at
ENSMUSG00000039296	ENSMUST00000195900	136099_at
ENSMUSG00000039296	ENSMUST00000160502	136099_at
ENSMUSG00000028874	ENSMUST00000030693	134795_at
ENSMUSG00000028874	ENSMUST00000138179	134795_at
ENSMUSG00000005501	ENSMUST00000189409	134640_at
ENSMUSG00000005501	ENSMUST00000040783	134640_at
ENSMUSG00000005501	ENSMUST00000187758	134640_at
ENSMUSG00000005501	ENSMUST00000188332	134640_at
ENSMUSG00000005501	ENSMUST00000186670	134640_at
ENSMUSG00000050705	ENSMUST00000146451	132370_at
ENSMUSG00000029455	ENSMUST00000031411	137697_at
ENSMUSG00000029455	ENSMUST00000196694	137697_at
ENSMUSG00000038692	ENSMUST00000049241	132496_f_at
ENSMUSG00000034773	ENSMUST00000133930	171581_f_at
ENSMUSG00000034773	ENSMUST00000100392	171581_f_at
ENSMUSG00000034773	ENSMUST00000140040	171581_f_at
ENSMUSG00000031608	ENSMUST00000034021	129343_at
ENSMUSG00000031608	ENSMUST00000110316	129343_at
ENSMUSG00000031608	ENSMUST00000156907	129343_at
ENSMUSG00000021278	ENSMUST00000021707	130491_at
ENSMUSG00000021278	ENSMUST00000220903	130491_at
ENSMUSG00000021278	ENSMUST00000220551	130491_at
ENSMUSG00000026107	ENSMUST00000189542	133972_at
ENSMUSG00000026107	ENSMUST00000189542	138471_f_at
ENSMUSG00000026107	ENSMUST00000186003	133972_at
ENSMUSG00000026107	ENSMUST00000186003	138471_f_at
ENSMUSG00000026107	ENSMUST00000190103	133972_at
ENSMUSG00000026107	ENSMUST00000027279	133972_at
ENSMUSG00000038453	ENSMUST00000107590	135729_at
ENSMUSG00000038453	ENSMUST00000238597	135729_at
ENSMUSG00000059695	ENSMUST00000073560	165889_f_at
ENSMUSG00000117818	ENSMUST00000235158	138130_at
ENSMUSG00000078127	ENSMUST00000104926	165661_i_at
ENSMUSG00000078127	ENSMUST00000104926	167644_f_at
ENSMUSG00000078127	ENSMUST00000227787	165661_i_at
ENSMUSG00000078127	ENSMUST00000227787	167644_f_at
ENSMUSG00000045822	ENSMUST00000052107	165679_at
ENSMUSG00000013562	ENSMUST00000162059	130763_at
ENSMUSG00000013562	ENSMUST00000160270	130763_at
ENSMUSG00000013562	ENSMUST00000013706	130763_at
ENSMUSG00000025950	ENSMUST00000149310	131282_at
ENSMUSG00000070738	ENSMUST00000191589	132813_at
ENSMUSG00000033126	ENSMUST00000049185	134151_at
ENSMUSG00000033126	ENSMUST00000218564	134151_at
ENSMUSG00000050064	ENSMUST00000056096	133155_at
ENSMUSG00000050064	ENSMUST00000178372	133155_at
ENSMUSG00000031534	ENSMUST00000163774	166547_s_at
ENSMUSG00000031534	ENSMUST00000033935	166547_s_at
ENSMUSG00000028565	ENSMUST00000075448	130461_at
ENSMUSG00000028565	ENSMUST00000107062	130461_at
ENSMUSG00000028565	ENSMUST00000052018	130461_at
ENSMUSG00000028565	ENSMUST00000107057	130461_at
ENSMUSG00000028565	ENSMUST00000092532	130461_at
ENSMUSG00000044176	ENSMUST00000055725	166445_r_at
ENSMUSG00000044176	ENSMUST00000162365	166445_r_at
ENSMUSG00000044176	ENSMUST00000162511	166445_r_at
ENSMUSG00000039167	ENSMUST00000046977	166941_f_at
ENSMUSG00000050335	ENSMUST00000142734	167051_at
ENSMUSG00000050335	ENSMUST00000150290	167051_at
ENSMUSG00000035754	ENSMUST00000045247	134240_at
ENSMUSG00000027551	ENSMUST00000109162	137088_at
ENSMUSG00000051062	ENSMUST00000160726	168173_at
ENSMUSG00000002844	ENSMUST00000002923	169712_at
ENSMUSG00000022914	ENSMUST00000232755	134387_at
ENSMUSG00000022914	ENSMUST00000233610	135405_at
ENSMUSG00000022914	ENSMUST00000233084	135405_at
ENSMUSG00000026960	ENSMUST00000028336	135183_r_at
ENSMUSG00000026960	ENSMUST00000155517	135183_r_at
ENSMUSG00000034659	ENSMUST00000038128	167617_r_at
ENSMUSG00000034659	ENSMUST00000133303	167617_r_at
ENSMUSG00000034659	ENSMUST00000138897	167617_r_at
ENSMUSG00000029815	ENSMUST00000205243	132381_at
ENSMUSG00000021619	ENSMUST00000022119	135619_at
ENSMUSG00000021619	ENSMUST00000224449	135619_at
ENSMUSG00000021619	ENSMUST00000223729	135619_at
ENSMUSG00000089809	ENSMUST00000031276	166400_at
ENSMUSG00000089809	ENSMUST00000031276	138560_r_at
ENSMUSG00000089809	ENSMUST00000168092	166400_at
ENSMUSG00000089809	ENSMUST00000168092	138560_r_at
ENSMUSG00000089809	ENSMUST00000209346	166400_at
ENSMUSG00000089809	ENSMUST00000209346	138560_r_at
ENSMUSG00000089809	ENSMUST00000166484	166400_at
ENSMUSG00000089809	ENSMUST00000166484	138560_r_at
ENSMUSG00000086061	ENSMUST00000148320	137594_at
ENSMUSG00000086061	ENSMUST00000149247	137594_at
ENSMUSG00000045095	ENSMUST00000204347	136595_at
ENSMUSG00000045095	ENSMUST00000093769	136595_at
ENSMUSG00000045095	ENSMUST00000203688	136595_at
ENSMUSG00000045095	ENSMUST00000204532	136595_at
ENSMUSG00000045095	ENSMUST00000203519	136595_at
ENSMUSG00000045095	ENSMUST00000205116	136595_at
ENSMUSG00000045095	ENSMUST00000204788	136595_at
ENSMUSG00000045095	ENSMUST00000089317	136595_at
ENSMUSG00000045095	ENSMUST00000055224	136595_at
ENSMUSG00000100014	ENSMUST00000185385	130575_at
ENSMUSG00000087279	ENSMUST00000180052	166088_r_at
ENSMUSG00000087279	ENSMUST00000180052	133077_at
ENSMUSG00000087279	ENSMUST00000125387	133077_at
ENSMUSG00000087279	ENSMUST00000135865	133077_at
ENSMUSG00000087279	ENSMUST00000144960	133077_at
ENSMUSG00000025002	ENSMUST00000025966	134079_f_at
ENSMUSG00000034269	ENSMUST00000143998	167069_i_at
ENSMUSG00000034269	ENSMUST00000042889	135433_at
ENSMUSG00000034269	ENSMUST00000136128	167069_i_at
ENSMUSG00000034269	ENSMUST00000113155	135433_at
ENSMUSG00000034269	ENSMUST00000149584	135433_at
ENSMUSG00000034269	ENSMUST00000150107	135433_at
ENSMUSG00000034269	ENSMUST00000113157	135433_at
ENSMUSG00000042616	ENSMUST00000035497	137628_at
ENSMUSG00000028683	ENSMUST00000106447	139598_at
ENSMUSG00000037638	ENSMUST00000174780	129018_at
ENSMUSG00000037638	ENSMUST00000169593	129018_at
ENSMUSG00000026525	ENSMUST00000027809	166707_at
ENSMUSG00000026349	ENSMUST00000027587	133247_at
ENSMUSG00000026349	ENSMUST00000112570	133247_at
ENSMUSG00000026349	ENSMUST00000153359	133247_at
ENSMUSG00000037020	ENSMUST00000134570	165654_at
ENSMUSG00000037020	ENSMUST00000145027	165654_at
ENSMUSG00000037020	ENSMUST00000108190	165654_at
ENSMUSG00000037020	ENSMUST00000152543	165654_at
ENSMUSG00000037020	ENSMUST00000133347	165654_at
ENSMUSG00000020022	ENSMUST00000135292	130691_at
ENSMUSG00000020022	ENSMUST00000020209	130691_at
ENSMUSG00000019578	ENSMUST00000019722	166752_at
ENSMUSG00000019578	ENSMUST00000132804	166752_at
ENSMUSG00000019578	ENSMUST00000151943	166752_at
ENSMUSG00000019578	ENSMUST00000134441	166752_at
ENSMUSG00000029110	ENSMUST00000182970	166767_at
ENSMUSG00000029110	ENSMUST00000181991	166767_at
ENSMUSG00000029110	ENSMUST00000183071	166767_at
ENSMUSG00000029110	ENSMUST00000182583	166767_at
ENSMUSG00000048410	ENSMUST00000125763	134147_f_at
ENSMUSG00000033306	ENSMUST00000038053	168130_f_at
ENSMUSG00000033306	ENSMUST00000038053	166319_at
ENSMUSG00000033306	ENSMUST00000078988	168130_f_at
ENSMUSG00000033306	ENSMUST00000078988	166319_at
ENSMUSG00000033306	ENSMUST00000115314	168130_f_at
ENSMUSG00000033306	ENSMUST00000232546	168130_f_at
ENSMUSG00000042757	ENSMUST00000049452	138108_at
ENSMUSG00000042757	ENSMUST00000189588	138108_at
ENSMUSG00000042757	ENSMUST00000191069	138108_at
ENSMUSG00000096755	ENSMUST00000169477	135498_at
ENSMUSG00000075045	ENSMUST00000099726	130821_at
ENSMUSG00000048747	ENSMUST00000146447	135145_r_at
ENSMUSG00000048747	ENSMUST00000147925	135145_r_at
ENSMUSG00000048747	ENSMUST00000107068	135145_r_at
ENSMUSG00000048747	ENSMUST00000107067	135145_r_at
ENSMUSG00000048747	ENSMUST00000126721	135145_r_at
ENSMUSG00000048747	ENSMUST00000148653	135145_r_at
ENSMUSG00000048747	ENSMUST00000186369	135145_r_at
