Gene stable ID	Transcript stable ID	AFFY Mu11KsubA probe
ENSMUSG00000067786	ENSMUST00000153739	ab004048_s_at
ENSMUSG00000067786	ENSMUST00000173595	ab004048_s_at
ENSMUSG00000067786	ENSMUST00000109526	ab004048_s_at
ENSMUSG00000067786	ENSMUST00000173839	ab004048_s_at
ENSMUSG00000067786	ENSMUST00000173041	ab004048_s_at
ENSMUSG00000067786	ENSMUST00000172487	ab004048_s_at
ENSMUSG00000067786	ENSMUST00000152605	ab004048_s_at
ENSMUSG00000067786	ENSMUST00000134513	ab004048_s_at
ENSMUSG00000000440	ENSMUST00000171644	u09138_s_at
ENSMUSG00000000440	ENSMUST00000203732	u09138_s_at
ENSMUSG00000000440	ENSMUST00000000450	u09138_s_at
ENSMUSG00000027937	ENSMUST00000029546	AA261113_at
ENSMUSG00000027937	ENSMUST00000119304	AA261113_at
ENSMUSG00000027937	ENSMUST00000157045	AA261113_at
ENSMUSG00000023170	ENSMUST00000072581	aa119916_s_at
ENSMUSG00000053128	ENSMUST00000056328	aa217577_at
ENSMUSG00000053128	ENSMUST00000216511	aa217577_at
ENSMUSG00000053128	ENSMUST00000215685	aa217577_at
ENSMUSG00000061769	ENSMUST00000074056	U10092_f_at
ENSMUSG00000038086	ENSMUST00000042790	aa543330_s_at
ENSMUSG00000110679	ENSMUST00000212707	m93980_f_at
ENSMUSG00000032060	ENSMUST00000217475	m63170_f_at
ENSMUSG00000032060	ENSMUST00000214609	m63170_f_at
ENSMUSG00000032060	ENSMUST00000034562	m63170_f_at
ENSMUSG00000032060	ENSMUST00000214962	m63170_f_at
ENSMUSG00000032060	ENSMUST00000216755	m63170_f_at
ENSMUSG00000032060	ENSMUST00000216393	m63170_f_at
ENSMUSG00000039221	ENSMUST00000043867	aa285837_f_at
ENSMUSG00000039221	ENSMUST00000194649	aa285837_f_at
ENSMUSG00000039221	ENSMUST00000195728	aa285837_f_at
ENSMUSG00000039221	ENSMUST00000193168	aa285837_f_at
ENSMUSG00000039221	ENSMUST00000195519	aa285837_f_at
ENSMUSG00000039221	ENSMUST00000191667	aa285837_f_at
ENSMUSG00000039221	ENSMUST00000195827	aa285837_f_at
ENSMUSG00000039221	ENSMUST00000194092	aa285837_f_at
ENSMUSG00000039221	ENSMUST00000191691	aa285837_f_at
ENSMUSG00000031955	ENSMUST00000166232	u28151_s_at
ENSMUSG00000031955	ENSMUST00000212349	u28151_s_at
ENSMUSG00000021944	ENSMUST00000118022	u85046_s_at
ENSMUSG00000021944	ENSMUST00000067417	u85046_s_at
ENSMUSG00000021944	ENSMUST00000121312	u85046_s_at
ENSMUSG00000035173	ENSMUST00000118592	aa387073_at
ENSMUSG00000028036	ENSMUST00000029670	D17433_s_at
ENSMUSG00000028036	ENSMUST00000106126	D17433_s_at
ENSMUSG00000028036	ENSMUST00000128349	D17433_s_at
ENSMUSG00000024997	ENSMUST00000025961	M28723_s_at
ENSMUSG00000033386	ENSMUST00000040260	D50464_s_at
ENSMUSG00000033386	ENSMUST00000040260	c81270_rc_s_at
ENSMUSG00000033386	ENSMUST00000195905	D50464_s_at
ENSMUSG00000033386	ENSMUST00000195905	c81270_rc_s_at
ENSMUSG00000041075	ENSMUST00000114246	U43320_s_at
ENSMUSG00000067599	ENSMUST00000049304	u10094_s_at
ENSMUSG00000067599	ENSMUST00000112013	u10094_s_at
ENSMUSG00000025025	ENSMUST00000003870	u24674_s_at
ENSMUSG00000025025	ENSMUST00000237480	u24674_s_at
ENSMUSG00000025025	ENSMUST00000111737	u24674_s_at
ENSMUSG00000025025	ENSMUST00000025998	u24674_s_at
ENSMUSG00000025025	ENSMUST00000235880	u24674_s_at
ENSMUSG00000025025	ENSMUST00000237295	u24674_s_at
ENSMUSG00000017264	ENSMUST00000017408	aa177476_s_at
ENSMUSG00000017264	ENSMUST00000173154	aa177476_s_at
ENSMUSG00000017264	ENSMUST00000097781	aa177476_s_at
ENSMUSG00000017264	ENSMUST00000076022	aa177476_s_at
ENSMUSG00000006699	ENSMUST00000051477	u37720_f_at
ENSMUSG00000014453	ENSMUST00000014597	AA204265_at
ENSMUSG00000014453	ENSMUST00000014597	M30903_s_at
ENSMUSG00000014453	ENSMUST00000224965	AA204265_at
ENSMUSG00000014453	ENSMUST00000224965	M30903_s_at
ENSMUSG00000058488	ENSMUST00000078856	AB005141_at
ENSMUSG00000058488	ENSMUST00000078856	AB005141_g_at
ENSMUSG00000110481	ENSMUST00000211831	aa175184_s_at
ENSMUSG00000002833	ENSMUST00000226053	D63850_s_at
ENSMUSG00000002833	ENSMUST00000002911	D63850_s_at
ENSMUSG00000002833	ENSMUST00000225843	D63850_s_at
ENSMUSG00000002833	ENSMUST00000225342	D63850_s_at
ENSMUSG00000002833	ENSMUST00000226035	D63850_s_at
ENSMUSG00000002833	ENSMUST00000224101	D63850_s_at
ENSMUSG00000002833	ENSMUST00000225208	D63850_s_at
ENSMUSG00000002833	ENSMUST00000224701	D63850_s_at
ENSMUSG00000002833	ENSMUST00000225731	D63850_s_at
ENSMUSG00000000127	ENSMUST00000233190	u76762_s_at
ENSMUSG00000000127	ENSMUST00000000129	u76762_s_at
ENSMUSG00000000127	ENSMUST00000038080	u76762_s_at
ENSMUSG00000003053	ENSMUST00000176624	D17674_s_at
ENSMUSG00000003053	ENSMUST00000003137	D17674_s_at
ENSMUSG00000003053	ENSMUST00000177087	D17674_s_at
ENSMUSG00000073422	ENSMUST00000173616	u34072-2_s_at
ENSMUSG00000073422	ENSMUST00000237759	u34072-2_s_at
ENSMUSG00000073422	ENSMUST00000170644	M32010_s_at
ENSMUSG00000073422	ENSMUST00000174029	u34072-2_s_at
ENSMUSG00000073422	ENSMUST00000235579	u34072-2_s_at
ENSMUSG00000073422	ENSMUST00000174399	u34072-2_s_at
ENSMUSG00000073422	ENSMUST00000114303	u34072-2_s_at
ENSMUSG00000073422	ENSMUST00000173894	M32010_s_at
ENSMUSG00000073422	ENSMUST00000173894	u34072-2_s_at
ENSMUSG00000073422	ENSMUST00000236164	M32010_s_at
ENSMUSG00000073422	ENSMUST00000236164	u34072-2_s_at
ENSMUSG00000031696	ENSMUST00000034131	U47024_s_at
ENSMUSG00000035086	ENSMUST00000130916	aa177231_s_at
ENSMUSG00000035086	ENSMUST00000139997	aa177231_s_at
ENSMUSG00000035086	ENSMUST00000122817	aa177231_s_at
ENSMUSG00000035086	ENSMUST00000041403	aa177231_s_at
ENSMUSG00000035086	ENSMUST00000172233	aa177231_s_at
ENSMUSG00000035086	ENSMUST00000167667	aa177231_s_at
ENSMUSG00000035086	ENSMUST00000136535	aa177231_s_at
ENSMUSG00000035086	ENSMUST00000135805	aa177231_s_at
ENSMUSG00000026970	ENSMUST00000028347	AA267281_i_at
ENSMUSG00000031954	ENSMUST00000034432	aa517161_s_at
ENSMUSG00000005677	ENSMUST00000005820	af009328_g_at
ENSMUSG00000005677	ENSMUST00000005820	af009328_at
ENSMUSG00000005677	ENSMUST00000075469	af009328_g_at
ENSMUSG00000005677	ENSMUST00000075469	af009328_at
ENSMUSG00000005677	ENSMUST00000155126	af009328_g_at
ENSMUSG00000005677	ENSMUST00000155126	af009328_at
ENSMUSG00000005677	ENSMUST00000137298	af009328_g_at
ENSMUSG00000005677	ENSMUST00000137298	af009328_at
ENSMUSG00000005677	ENSMUST00000133075	af009328_g_at
ENSMUSG00000005677	ENSMUST00000133075	af009328_at
ENSMUSG00000005677	ENSMUST00000111328	af009328_g_at
ENSMUSG00000005677	ENSMUST00000111328	af009328_at
ENSMUSG00000005677	ENSMUST00000152865	af009328_g_at
ENSMUSG00000005677	ENSMUST00000152865	af009328_at
ENSMUSG00000005677	ENSMUST00000149404	af009328_g_at
ENSMUSG00000005677	ENSMUST00000149404	af009328_at
ENSMUSG00000031953	ENSMUST00000034431	N28086_rc_at
ENSMUSG00000022255	ENSMUST00000022865	aa122808_at
ENSMUSG00000022255	ENSMUST00000163333	aa122808_at
ENSMUSG00000022255	ENSMUST00000169905	aa122808_at
ENSMUSG00000022255	ENSMUST00000171711	aa122808_at
ENSMUSG00000097891	ENSMUST00000180600	U53535_at
ENSMUSG00000038421	ENSMUST00000046322	AA186154_at
ENSMUSG00000038421	ENSMUST00000159149	AA186154_at
ENSMUSG00000038421	ENSMUST00000159171	AA186154_at
ENSMUSG00000043424	ENSMUST00000057110	aa562727_s_at
ENSMUSG00000083610	ENSMUST00000121735	D78643_s_at
ENSMUSG00000018848	ENSMUST00000018992	aa512178_s_at
ENSMUSG00000027499	ENSMUST00000028999	M63554_s_at
ENSMUSG00000084013	ENSMUST00000118388	af023483_s_at
ENSMUSG00000002111	ENSMUST00000169852	m32370_s_at
ENSMUSG00000002111	ENSMUST00000002180	m32370_s_at
ENSMUSG00000022097	ENSMUST00000227152	M38314_s_at
ENSMUSG00000022097	ENSMUST00000022692	M38314_s_at
ENSMUSG00000027014	ENSMUST00000065889	AA169001_at
ENSMUSG00000027014	ENSMUST00000137494	AA169001_at
ENSMUSG00000027014	ENSMUST00000111819	AA169001_at
ENSMUSG00000027014	ENSMUST00000111818	AA169001_at
ENSMUSG00000027014	ENSMUST00000111821	AA169001_at
ENSMUSG00000024327	ENSMUST00000025186	M32010_s_at
ENSMUSG00000024327	ENSMUST00000170491	M32010_s_at
ENSMUSG00000024327	ENSMUST00000169397	M32010_s_at
ENSMUSG00000024327	ENSMUST00000167145	M32010_s_at
ENSMUSG00000050732	ENSMUST00000059983	aa185574_s_at
ENSMUSG00000050732	ENSMUST00000142613	aa185574_s_at
ENSMUSG00000089838	ENSMUST00000159266	aa183581_s_at
ENSMUSG00000031833	ENSMUST00000212140	aa288448_at
ENSMUSG00000031833	ENSMUST00000212140	aa288448_g_at
ENSMUSG00000031833	ENSMUST00000166004	aa288448_at
ENSMUSG00000031833	ENSMUST00000166004	aa288448_g_at
ENSMUSG00000031833	ENSMUST00000212172	aa288448_at
ENSMUSG00000031833	ENSMUST00000212172	aa288448_g_at
ENSMUSG00000048109	ENSMUST00000061772	aa261422_s_at
ENSMUSG00000048109	ENSMUST00000197769	aa261422_s_at
ENSMUSG00000000346	ENSMUST00000000356	aa021919_s_at
ENSMUSG00000000346	ENSMUST00000000356	aa511380_at
ENSMUSG00000000346	ENSMUST00000230661	aa511380_at
ENSMUSG00000000346	ENSMUST00000229424	aa511380_at
ENSMUSG00000000346	ENSMUST00000230384	aa511380_at
ENSMUSG00000028024	ENSMUST00000029658	M29961_s_at
ENSMUSG00000028024	ENSMUST00000170918	M29961_s_at
ENSMUSG00000026750	ENSMUST00000028083	d85570_s_at
ENSMUSG00000053536	ENSMUST00000066039	aa415822_s_at
ENSMUSG00000015289	ENSMUST00000114153	c78716_rc_s_at
ENSMUSG00000015289	ENSMUST00000015433	c78716_rc_s_at
ENSMUSG00000015289	ENSMUST00000114152	c78716_rc_s_at
ENSMUSG00000083914	ENSMUST00000120838	m76763_f_at
ENSMUSG00000092595	ENSMUST00000168978	M32010_s_at
ENSMUSG00000092595	ENSMUST00000237448	u34072-2_s_at
ENSMUSG00000026880	ENSMUST00000028241	u17297_s_at
ENSMUSG00000026880	ENSMUST00000202568	u17297_s_at
ENSMUSG00000017188	ENSMUST00000017332	c77389_rc_s_at
ENSMUSG00000079853	ENSMUST00000032288	m25812_s_at
ENSMUSG00000079853	ENSMUST00000127570	m25812_s_at
ENSMUSG00000082741	ENSMUST00000119573	K02928_f_at
ENSMUSG00000048583	ENSMUST00000000033	u71085-2_f_at
ENSMUSG00000048583	ENSMUST00000121128	u71085-2_f_at
ENSMUSG00000048583	ENSMUST00000105936	u71085-2_f_at
ENSMUSG00000048583	ENSMUST00000163148	u71085-2_f_at
ENSMUSG00000048583	ENSMUST00000097936	u71085-2_f_at
ENSMUSG00000024735	ENSMUST00000025642	aa231428_s_at
ENSMUSG00000024735	ENSMUST00000179297	aa231428_s_at
ENSMUSG00000024735	ENSMUST00000178868	aa231428_s_at
ENSMUSG00000015290	ENSMUST00000155676	aa189424_at
ENSMUSG00000015290	ENSMUST00000126117	aa189424_at
ENSMUSG00000015290	ENSMUST00000140632	aa189424_at
ENSMUSG00000004356	ENSMUST00000004470	AA617408_rc_s_at
ENSMUSG00000004356	ENSMUST00000218990	AA617408_rc_s_at
ENSMUSG00000021239	ENSMUST00000021665	L34808_s_at
ENSMUSG00000021239	ENSMUST00000169934	L34808_s_at
ENSMUSG00000030220	ENSMUST00000111892	L07918_s_at
ENSMUSG00000030220	ENSMUST00000032344	L07918_s_at
ENSMUSG00000030220	ENSMUST00000111891	L07918_s_at
ENSMUSG00000030220	ENSMUST00000204934	L07918_s_at
ENSMUSG00000024136	ENSMUST00000153858	AA189530_s_at
ENSMUSG00000024136	ENSMUST00000088506	AA189530_s_at
ENSMUSG00000024136	ENSMUST00000119932	AA189530_s_at
ENSMUSG00000024136	ENSMUST00000129401	AA189530_s_at
ENSMUSG00000024136	ENSMUST00000154675	AA189530_s_at
ENSMUSG00000105944	ENSMUST00000196916	U28917_f_at
ENSMUSG00000021003	ENSMUST00000021390	d38557_s_at
ENSMUSG00000021003	ENSMUST00000221063	d38557_s_at
ENSMUSG00000021003	ENSMUST00000222703	d38557_s_at
ENSMUSG00000033024	ENSMUST00000112032	u49866_f_at
ENSMUSG00000033024	ENSMUST00000112032	u10305_f_at
ENSMUSG00000033024	ENSMUST00000112032	U12889_f_at
ENSMUSG00000033024	ENSMUST00000071554	u49866_f_at
ENSMUSG00000033024	ENSMUST00000071554	U12889_f_at
ENSMUSG00000046711	ENSMUST00000232265	AA290110_f_at
ENSMUSG00000046711	ENSMUST00000232265	J04179_f_at
ENSMUSG00000046711	ENSMUST00000114888	AA290110_f_at
ENSMUSG00000046711	ENSMUST00000114888	J04179_f_at
ENSMUSG00000046711	ENSMUST00000231874	AA290110_f_at
ENSMUSG00000046711	ENSMUST00000231874	J04179_f_at
ENSMUSG00000046711	ENSMUST00000119486	J04179_f_at
ENSMUSG00000046711	ENSMUST00000231825	AA290110_f_at
ENSMUSG00000046711	ENSMUST00000231825	J04179_f_at
ENSMUSG00000046711	ENSMUST00000231780	AA290110_f_at
ENSMUSG00000046711	ENSMUST00000232552	J04179_f_at
ENSMUSG00000046711	ENSMUST00000117600	AA290110_f_at
ENSMUSG00000046711	ENSMUST00000117600	J04179_f_at
ENSMUSG00000046711	ENSMUST00000117254	J04179_f_at
ENSMUSG00000046711	ENSMUST00000231358	J04179_f_at
ENSMUSG00000046711	ENSMUST00000118570	AA290110_f_at
ENSMUSG00000046711	ENSMUST00000118570	J04179_f_at
ENSMUSG00000068039	ENSMUST00000089024	d90344_s_at
ENSMUSG00000068039	ENSMUST00000151287	d90344_s_at
ENSMUSG00000068039	ENSMUST00000129632	d90344_s_at
ENSMUSG00000068039	ENSMUST00000138709	d90344_s_at
ENSMUSG00000030029	ENSMUST00000204645	D78572_s_at
ENSMUSG00000030029	ENSMUST00000101126	D78572_s_at
ENSMUSG00000030029	ENSMUST00000203876	D78572_s_at
ENSMUSG00000030029	ENSMUST00000032105	D78572_s_at
ENSMUSG00000115302	ENSMUST00000228850	u71085-2_f_at
ENSMUSG00000083829	ENSMUST00000119065	aa106571_at
ENSMUSG00000089727	ENSMUST00000014476	U12889_f_at
ENSMUSG00000032860	ENSMUST00000037540	L14751_s_at
ENSMUSG00000032860	ENSMUST00000208340	L14751_s_at
ENSMUSG00000032860	ENSMUST00000207916	L14751_s_at
ENSMUSG00000032860	ENSMUST00000178340	L14751_s_at
ENSMUSG00000032860	ENSMUST00000207049	L14751_s_at
ENSMUSG00000002617	ENSMUST00000037057	D10632_s_at
ENSMUSG00000002617	ENSMUST00000140313	D10632_s_at
ENSMUSG00000002617	ENSMUST00000172177	D10632_s_at
ENSMUSG00000029178	ENSMUST00000165536	U36340_s_at
ENSMUSG00000029178	ENSMUST00000200384	U36340_s_at
ENSMUSG00000029178	ENSMUST00000166409	U36340_s_at
ENSMUSG00000028693	ENSMUST00000030456	AF034610_s_at
ENSMUSG00000028693	ENSMUST00000030457	AF034610_s_at
ENSMUSG00000028693	ENSMUST00000081182	AF034610_s_at
ENSMUSG00000028693	ENSMUST00000155398	AF034610_s_at
ENSMUSG00000028693	ENSMUST00000130363	AF034610_s_at
ENSMUSG00000006390	ENSMUST00000006557	aa537518_s_at
ENSMUSG00000006390	ENSMUST00000102673	aa537518_s_at
ENSMUSG00000006390	ENSMUST00000129419	aa537518_s_at
ENSMUSG00000006390	ENSMUST00000143140	aa537518_s_at
ENSMUSG00000006390	ENSMUST00000067896	aa537518_s_at
ENSMUSG00000006390	ENSMUST00000167636	aa537518_s_at
ENSMUSG00000022967	ENSMUST00000023689	m89641_s_at
ENSMUSG00000022967	ENSMUST00000123196	m89641_s_at
ENSMUSG00000022967	ENSMUST00000117748	m89641_s_at
ENSMUSG00000028334	ENSMUST00000030018	aa619737_g_at
ENSMUSG00000028334	ENSMUST00000150584	aa619737_g_at
ENSMUSG00000028334	ENSMUST00000137874	aa619737_g_at
ENSMUSG00000028334	ENSMUST00000137874	aa619737_at
ENSMUSG00000028362	ENSMUST00000030047	L09754_s_at
ENSMUSG00000035597	ENSMUST00000120580	aa288861_s_at
ENSMUSG00000035597	ENSMUST00000220798	aa288861_s_at
ENSMUSG00000035597	ENSMUST00000129956	aa288861_s_at
ENSMUSG00000035597	ENSMUST00000220462	aa288861_s_at
ENSMUSG00000024588	ENSMUST00000235766	m61215_s_at
ENSMUSG00000024588	ENSMUST00000236586	m61215_s_at
ENSMUSG00000024588	ENSMUST00000237717	m61215_s_at
ENSMUSG00000024588	ENSMUST00000235215	m61215_s_at
ENSMUSG00000024588	ENSMUST00000235947	m61215_s_at
ENSMUSG00000024588	ENSMUST00000025484	m61215_s_at
ENSMUSG00000024588	ENSMUST00000237502	m61215_s_at
ENSMUSG00000024588	ENSMUST00000237680	m61215_s_at
ENSMUSG00000024588	ENSMUST00000235338	m61215_s_at
ENSMUSG00000024588	ENSMUST00000238082	m61215_s_at
ENSMUSG00000027074	ENSMUST00000155537	c79308_rc_at
ENSMUSG00000025912	ENSMUST00000088658	l35261_s_at
ENSMUSG00000002190	ENSMUST00000002259	u08373_s_at
ENSMUSG00000002190	ENSMUST00000109831	u08373_s_at
ENSMUSG00000094497	ENSMUST00000178557	L08651_f_at
ENSMUSG00000008136	ENSMUST00000008280	U77040_s_at
ENSMUSG00000008136	ENSMUST00000185893	U77040_s_at
ENSMUSG00000008136	ENSMUST00000187357	U77040_s_at
ENSMUSG00000007476	ENSMUST00000113654	aa185060_at
ENSMUSG00000007476	ENSMUST00000095078	aa185060_at
ENSMUSG00000028859	ENSMUST00000106162	M58288_s_at
ENSMUSG00000028859	ENSMUST00000140426	M58288_s_at
ENSMUSG00000028859	ENSMUST00000030673	M58288_s_at
ENSMUSG00000050705	ENSMUST00000148482	AA615066_g_at
ENSMUSG00000050705	ENSMUST00000148721	AA615066_g_at
ENSMUSG00000050705	ENSMUST00000154670	AA615066_g_at
ENSMUSG00000050705	ENSMUST00000146451	AA615066_g_at
ENSMUSG00000050705	ENSMUST00000059740	AA615066_g_at
ENSMUSG00000029455	ENSMUST00000031411	U07235_f_at
ENSMUSG00000029455	ENSMUST00000196694	U07235_f_at
ENSMUSG00000029455	ENSMUST00000199369	U07235_f_at
ENSMUSG00000029455	ENSMUST00000200541	U07235_f_at
ENSMUSG00000084159	ENSMUST00000122361	aa543665_f_at
ENSMUSG00000038692	ENSMUST00000049241	m36654-3_s_at
ENSMUSG00000090733	ENSMUST00000196205	aa036204_s_at
ENSMUSG00000090733	ENSMUST00000197028	aa036204_s_at
ENSMUSG00000090733	ENSMUST00000199031	aa036204_s_at
ENSMUSG00000090733	ENSMUST00000195998	aa036204_s_at
ENSMUSG00000090733	ENSMUST00000200305	aa036204_s_at
ENSMUSG00000090733	ENSMUST00000197361	aa036204_s_at
ENSMUSG00000090733	ENSMUST00000170122	aa036204_s_at
ENSMUSG00000090733	ENSMUST00000199428	aa036204_s_at
ENSMUSG00000090733	ENSMUST00000196196	aa036204_s_at
ENSMUSG00000056305	ENSMUST00000070345	aa271181_s_at
ENSMUSG00000028551	ENSMUST00000097921	U19596_s_at
ENSMUSG00000028551	ENSMUST00000063531	U19596_s_at
ENSMUSG00000081788	ENSMUST00000121016	aa175935_s_at
ENSMUSG00000020949	ENSMUST00000220957	U62545_s_at
ENSMUSG00000020949	ENSMUST00000222684	U62545_s_at
ENSMUSG00000020949	ENSMUST00000221166	U62545_s_at
ENSMUSG00000020949	ENSMUST00000021332	U62545_s_at
ENSMUSG00000020949	ENSMUST00000223167	U62545_s_at
ENSMUSG00000020949	ENSMUST00000221608	U62545_s_at
ENSMUSG00000020949	ENSMUST00000220983	U62545_s_at
ENSMUSG00000020949	ENSMUST00000221913	U62545_s_at
ENSMUSG00000020949	ENSMUST00000221710	U62545_s_at
ENSMUSG00000004885	ENSMUST00000005019	m35523_s_at
ENSMUSG00000004885	ENSMUST00000163040	m35523_s_at
ENSMUSG00000026258	ENSMUST00000027476	aa259365_at
ENSMUSG00000026258	ENSMUST00000191095	aa259365_at
ENSMUSG00000024038	ENSMUST00000064798	aa033103_s_at
ENSMUSG00000024038	ENSMUST00000046288	aa033103_s_at
ENSMUSG00000084230	ENSMUST00000118119	aa472320_s_at
ENSMUSG00000048763	ENSMUST00000093944	u02278_s_at
ENSMUSG00000041740	ENSMUST00000112097	aa684436_at
ENSMUSG00000041740	ENSMUST00000040555	aa684436_at
ENSMUSG00000041740	ENSMUST00000112096	aa684436_at
ENSMUSG00000041740	ENSMUST00000139853	aa684436_at
ENSMUSG00000041740	ENSMUST00000152613	aa684436_at
ENSMUSG00000061288	ENSMUST00000111978	aa182196_s_at
ENSMUSG00000061288	ENSMUST00000092889	aa182196_s_at
ENSMUSG00000061288	ENSMUST00000179276	aa182196_s_at
ENSMUSG00000019874	ENSMUST00000020024	U04827_s_at
ENSMUSG00000026134	ENSMUST00000027312	d17385_s_at
ENSMUSG00000026663	ENSMUST00000027974	aa231488_at
ENSMUSG00000026879	ENSMUST00000201185	j04953_f_at
ENSMUSG00000026879	ENSMUST00000028239	j04953_f_at
ENSMUSG00000079966	ENSMUST00000116082	c76608_rc_g_at
ENSMUSG00000106107	ENSMUST00000187850	L16919_f_at
ENSMUSG00000095143	ENSMUST00000179429	L16919_f_at
ENSMUSG00000095143	ENSMUST00000196861	L16919_f_at
ENSMUSG00000038092	ENSMUST00000044094	L41519_at
ENSMUSG00000090817	ENSMUST00000167753	L16919_f_at
ENSMUSG00000090817	ENSMUST00000188356	L16919_f_at
ENSMUSG00000017764	ENSMUST00000017908	aa691651_at
ENSMUSG00000017764	ENSMUST00000017908	aa691651_g_at
ENSMUSG00000017764	ENSMUST00000132282	aa691651_at
ENSMUSG00000017764	ENSMUST00000132282	aa691651_g_at
ENSMUSG00000043483	ENSMUST00000052882	u48364_s_at
ENSMUSG00000025950	ENSMUST00000097709	aa273845_s_at
ENSMUSG00000025950	ENSMUST00000169032	aa273845_s_at
ENSMUSG00000063253	ENSMUST00000081506	aa415030_rc_s_at
ENSMUSG00000063253	ENSMUST00000167525	aa415030_rc_s_at
ENSMUSG00000063253	ENSMUST00000212947	aa415030_rc_s_at
ENSMUSG00000063253	ENSMUST00000212871	aa415030_rc_s_at
ENSMUSG00000062410	ENSMUST00000107018	AF031170_s_at
ENSMUSG00000062410	ENSMUST00000107019	AF031170_s_at
ENSMUSG00000062410	ENSMUST00000146196	AF031170_s_at
ENSMUSG00000062410	ENSMUST00000094050	AF031170_s_at
ENSMUSG00000062410	ENSMUST00000090743	AF031170_s_at
ENSMUSG00000095388	ENSMUST00000186215	L16919_f_at
ENSMUSG00000095388	ENSMUST00000058728	L16919_f_at
ENSMUSG00000095388	ENSMUST00000178221	L16919_f_at
ENSMUSG00000029377	ENSMUST00000031324	D30782_s_at
ENSMUSG00000066487	ENSMUST00000085368	M20632_f_at
ENSMUSG00000060566	ENSMUST00000080223	U93863_s_at
ENSMUSG00000057421	ENSMUST00000079987	aa717663_s_at
ENSMUSG00000057421	ENSMUST00000113864	aa717663_s_at
ENSMUSG00000028565	ENSMUST00000075448	d90173_s_at
ENSMUSG00000028565	ENSMUST00000107062	d90173_s_at
ENSMUSG00000028565	ENSMUST00000052018	d90173_s_at
ENSMUSG00000028565	ENSMUST00000107057	d90173_s_at
ENSMUSG00000028565	ENSMUST00000092532	d90173_s_at
ENSMUSG00000063730	ENSMUST00000107022	AF031170_s_at
ENSMUSG00000063730	ENSMUST00000107022	M75886_at
ENSMUSG00000063730	ENSMUST00000107021	AF031170_s_at
ENSMUSG00000063730	ENSMUST00000107021	M75886_at
ENSMUSG00000063730	ENSMUST00000177651	AF031170_s_at
ENSMUSG00000063730	ENSMUST00000177651	M75886_at
ENSMUSG00000005142	ENSMUST00000034121	u29947_s_at
ENSMUSG00000031583	ENSMUST00000033990	d86526_s_at
ENSMUSG00000031583	ENSMUST00000211498	d86526_s_at
ENSMUSG00000031583	ENSMUST00000033991	d86526_s_at
ENSMUSG00000040374	ENSMUST00000191916	AF031128_s_at
ENSMUSG00000040374	ENSMUST00000195855	AF031128_s_at
ENSMUSG00000040374	ENSMUST00000059021	AF031128_s_at
ENSMUSG00000040374	ENSMUST00000071280	AF031128_s_at
ENSMUSG00000040374	ENSMUST00000165309	AF031128_s_at
ENSMUSG00000040374	ENSMUST00000164828	AF031128_s_at
ENSMUSG00000025478	ENSMUST00000026551	ab006715_at
ENSMUSG00000025478	ENSMUST00000026551	ab006715_g_at
ENSMUSG00000025478	ENSMUST00000154273	ab006715_at
ENSMUSG00000025478	ENSMUST00000154273	ab006715_g_at
ENSMUSG00000025478	ENSMUST00000122844	ab006715_at
ENSMUSG00000025478	ENSMUST00000122844	ab006715_g_at
ENSMUSG00000025478	ENSMUST00000121184	ab006715_at
ENSMUSG00000025478	ENSMUST00000121184	ab006715_g_at
ENSMUSG00000031877	ENSMUST00000043183	aa273950_s_at
ENSMUSG00000031877	ENSMUST00000212330	aa273950_s_at
ENSMUSG00000025938	ENSMUST00000188454	aa407151_rc_at
ENSMUSG00000025938	ENSMUST00000115403	aa407151_rc_at
ENSMUSG00000022555	ENSMUST00000023214	c76527_rc_at
ENSMUSG00000022555	ENSMUST00000023214	c76527_rc_g_at
ENSMUSG00000022555	ENSMUST00000160294	c76527_rc_at
ENSMUSG00000022555	ENSMUST00000160294	c76527_rc_g_at
ENSMUSG00000022555	ENSMUST00000159908	c76527_rc_at
ENSMUSG00000022555	ENSMUST00000159908	c76527_rc_g_at
ENSMUSG00000022555	ENSMUST00000162354	c76527_rc_at
ENSMUSG00000022555	ENSMUST00000162354	c76527_rc_g_at
ENSMUSG00000022555	ENSMUST00000230722	c76527_rc_at
ENSMUSG00000022555	ENSMUST00000230722	c76527_rc_g_at
ENSMUSG00000022555	ENSMUST00000160293	c76527_rc_at
ENSMUSG00000022555	ENSMUST00000160293	c76527_rc_g_at
ENSMUSG00000022555	ENSMUST00000162813	c76527_rc_at
ENSMUSG00000022555	ENSMUST00000162813	c76527_rc_g_at
ENSMUSG00000022555	ENSMUST00000161499	c76527_rc_g_at
ENSMUSG00000022555	ENSMUST00000159776	c76527_rc_g_at
ENSMUSG00000032803	ENSMUST00000035484	L22067_at
ENSMUSG00000032803	ENSMUST00000116517	L22067_at
ENSMUSG00000032803	ENSMUST00000116517	AA390153_at
ENSMUSG00000032803	ENSMUST00000116517	L22067_g_at
ENSMUSG00000032803	ENSMUST00000190226	L22067_at
ENSMUSG00000032803	ENSMUST00000072249	L22067_at
ENSMUSG00000032803	ENSMUST00000072249	AA390153_at
