Gene stable ID	Transcript stable ID	AFFY MG U74C probe
ENSMUSG00000021278	ENSMUST00000021707	130491_at
ENSMUSG00000021278	ENSMUST00000220903	130491_at
ENSMUSG00000021278	ENSMUST00000220551	130491_at
ENSMUSG00000009563	ENSMUST00000009707	130706_f_at
ENSMUSG00000009563	ENSMUST00000156617	130706_f_at
ENSMUSG00000009563	ENSMUST00000175763	130706_f_at
ENSMUSG00000009563	ENSMUST00000149720	130706_f_at
ENSMUSG00000009563	ENSMUST00000140999	130706_f_at
ENSMUSG00000009563	ENSMUST00000149987	130706_f_at
ENSMUSG00000026107	ENSMUST00000189542	138471_f_at
ENSMUSG00000026107	ENSMUST00000189542	133972_at
ENSMUSG00000026107	ENSMUST00000186003	138471_f_at
ENSMUSG00000026107	ENSMUST00000186003	133972_at
ENSMUSG00000026107	ENSMUST00000190103	133972_at
ENSMUSG00000026107	ENSMUST00000027279	133972_at
ENSMUSG00000038453	ENSMUST00000107590	135729_at
ENSMUSG00000038453	ENSMUST00000238597	135729_at
ENSMUSG00000117818	ENSMUST00000235158	138130_at
ENSMUSG00000013562	ENSMUST00000162059	130763_at
ENSMUSG00000013562	ENSMUST00000160270	130763_at
ENSMUSG00000013562	ENSMUST00000013706	130763_at
ENSMUSG00000025950	ENSMUST00000149310	131282_at
ENSMUSG00000070738	ENSMUST00000191589	132813_at
ENSMUSG00000040859	ENSMUST00000048162	128610_s_at
ENSMUSG00000040859	ENSMUST00000048162	140242_i_at
ENSMUSG00000033126	ENSMUST00000049185	134151_at
ENSMUSG00000033126	ENSMUST00000218564	134151_at
ENSMUSG00000050064	ENSMUST00000056096	133155_at
ENSMUSG00000050064	ENSMUST00000178372	133155_at
ENSMUSG00000028565	ENSMUST00000075448	130461_at
ENSMUSG00000028565	ENSMUST00000107062	130461_at
ENSMUSG00000028565	ENSMUST00000052018	130461_at
ENSMUSG00000028565	ENSMUST00000107057	130461_at
ENSMUSG00000028565	ENSMUST00000092532	130461_at
ENSMUSG00000035754	ENSMUST00000045247	134240_at
ENSMUSG00000027551	ENSMUST00000109162	137088_at
ENSMUSG00000022914	ENSMUST00000232755	134387_at
ENSMUSG00000022914	ENSMUST00000233610	135405_at
ENSMUSG00000022914	ENSMUST00000233084	135405_at
ENSMUSG00000026960	ENSMUST00000028336	135183_r_at
ENSMUSG00000026960	ENSMUST00000155517	135183_r_at
ENSMUSG00000029815	ENSMUST00000205243	132381_at
ENSMUSG00000021619	ENSMUST00000022119	135619_at
ENSMUSG00000021619	ENSMUST00000224449	135619_at
ENSMUSG00000021619	ENSMUST00000223729	135619_at
ENSMUSG00000089809	ENSMUST00000031276	138560_r_at
ENSMUSG00000089809	ENSMUST00000168092	138560_r_at
ENSMUSG00000089809	ENSMUST00000209346	138560_r_at
ENSMUSG00000089809	ENSMUST00000166484	138560_r_at
ENSMUSG00000086061	ENSMUST00000148320	137594_at
ENSMUSG00000086061	ENSMUST00000149247	137594_at
ENSMUSG00000045095	ENSMUST00000204347	136595_at
ENSMUSG00000045095	ENSMUST00000093769	136595_at
ENSMUSG00000045095	ENSMUST00000203688	136595_at
ENSMUSG00000045095	ENSMUST00000204532	136595_at
ENSMUSG00000045095	ENSMUST00000203519	136595_at
ENSMUSG00000045095	ENSMUST00000205116	136595_at
ENSMUSG00000045095	ENSMUST00000204788	136595_at
ENSMUSG00000045095	ENSMUST00000089317	136595_at
ENSMUSG00000045095	ENSMUST00000055224	136595_at
ENSMUSG00000100014	ENSMUST00000185385	130575_at
ENSMUSG00000087279	ENSMUST00000180052	133077_at
ENSMUSG00000087279	ENSMUST00000125387	133077_at
ENSMUSG00000087279	ENSMUST00000135865	133077_at
ENSMUSG00000087279	ENSMUST00000144960	133077_at
ENSMUSG00000025002	ENSMUST00000025966	134079_f_at
ENSMUSG00000034269	ENSMUST00000042889	135433_at
ENSMUSG00000034269	ENSMUST00000113155	135433_at
ENSMUSG00000034269	ENSMUST00000149584	135433_at
ENSMUSG00000034269	ENSMUST00000150107	135433_at
ENSMUSG00000034269	ENSMUST00000113157	135433_at
ENSMUSG00000042616	ENSMUST00000035497	137628_at
ENSMUSG00000028683	ENSMUST00000106447	139598_at
ENSMUSG00000037638	ENSMUST00000174780	129018_at
ENSMUSG00000037638	ENSMUST00000169593	129018_at
ENSMUSG00000026349	ENSMUST00000027587	133247_at
ENSMUSG00000026349	ENSMUST00000112570	133247_at
ENSMUSG00000026349	ENSMUST00000153359	133247_at
ENSMUSG00000020022	ENSMUST00000135292	130691_at
ENSMUSG00000020022	ENSMUST00000020209	130691_at
ENSMUSG00000048410	ENSMUST00000125763	134147_f_at
ENSMUSG00000042757	ENSMUST00000049452	138108_at
ENSMUSG00000042757	ENSMUST00000189588	138108_at
ENSMUSG00000042757	ENSMUST00000191069	138108_at
ENSMUSG00000096755	ENSMUST00000169477	135498_at
ENSMUSG00000075045	ENSMUST00000099726	130821_at
ENSMUSG00000048747	ENSMUST00000146447	135145_r_at
ENSMUSG00000048747	ENSMUST00000147925	135145_r_at
ENSMUSG00000048747	ENSMUST00000107068	135145_r_at
ENSMUSG00000048747	ENSMUST00000107067	135145_r_at
ENSMUSG00000048747	ENSMUST00000126721	135145_r_at
ENSMUSG00000048747	ENSMUST00000148653	135145_r_at
ENSMUSG00000048747	ENSMUST00000186369	135145_r_at
ENSMUSG00000022799	ENSMUST00000023487	137521_at
ENSMUSG00000017485	ENSMUST00000017629	130922_at
ENSMUSG00000111278	ENSMUST00000214196	138313_at
ENSMUSG00000086236	ENSMUST00000194378	136090_at
ENSMUSG00000086236	ENSMUST00000194378	136563_at
ENSMUSG00000086236	ENSMUST00000218189	136090_at
ENSMUSG00000026523	ENSMUST00000194087	132023_at
ENSMUSG00000026523	ENSMUST00000194783	132023_at
ENSMUSG00000026523	ENSMUST00000094288	132023_at
ENSMUSG00000026523	ENSMUST00000171939	132023_at
ENSMUSG00000060073	ENSMUST00000161041	135435_at
ENSMUSG00000102198	ENSMUST00000193126	128675_i_at
ENSMUSG00000102198	ENSMUST00000193126	128676_r_at
ENSMUSG00000060183	ENSMUST00000122808	140659_at
ENSMUSG00000060183	ENSMUST00000077820	140659_at
ENSMUSG00000039202	ENSMUST00000037315	130969_at
ENSMUSG00000033400	ENSMUST00000159742	129153_at
ENSMUSG00000034211	ENSMUST00000119576	130704_f_at
ENSMUSG00000025175	ENSMUST00000092302	130703_at
ENSMUSG00000025175	ENSMUST00000103014	130703_at
ENSMUSG00000020130	ENSMUST00000020339	131116_at
ENSMUSG00000020130	ENSMUST00000217843	131116_at
ENSMUSG00000035112	ENSMUST00000139487	132114_f_at
ENSMUSG00000035112	ENSMUST00000103108	132114_f_at
ENSMUSG00000035112	ENSMUST00000147741	132114_f_at
ENSMUSG00000035112	ENSMUST00000170372	132114_f_at
ENSMUSG00000070368	ENSMUST00000197758	131855_at
ENSMUSG00000070368	ENSMUST00000198732	131855_at
ENSMUSG00000097452	ENSMUST00000180696	136239_at
ENSMUSG00000097452	ENSMUST00000226189	136239_at
ENSMUSG00000074194	ENSMUST00000211109	137142_at
ENSMUSG00000074781	ENSMUST00000099329	134082_at
ENSMUSG00000074781	ENSMUST00000219741	134082_at
ENSMUSG00000112208	ENSMUST00000219762	133825_at
ENSMUSG00000036550	ENSMUST00000212302	134262_at
ENSMUSG00000036550	ENSMUST00000212535	134262_at
ENSMUSG00000048779	ENSMUST00000060174	135169_at
ENSMUSG00000048779	ENSMUST00000209196	135169_at
ENSMUSG00000050700	ENSMUST00000109454	129554_f_at
ENSMUSG00000050700	ENSMUST00000109454	129727_at
ENSMUSG00000050700	ENSMUST00000057169	129554_f_at
ENSMUSG00000050700	ENSMUST00000057169	129727_at
ENSMUSG00000021967	ENSMUST00000022538	134180_at
ENSMUSG00000047907	ENSMUST00000109159	134297_at
ENSMUSG00000047907	ENSMUST00000140699	134297_at
ENSMUSG00000096911	ENSMUST00000153493	139030_f_at
ENSMUSG00000096911	ENSMUST00000153493	129060_at
ENSMUSG00000096911	ENSMUST00000137981	139030_f_at
ENSMUSG00000096911	ENSMUST00000137981	129060_at
ENSMUSG00000096911	ENSMUST00000155337	139030_f_at
ENSMUSG00000096911	ENSMUST00000155337	129060_at
ENSMUSG00000096911	ENSMUST00000129963	139030_f_at
ENSMUSG00000096911	ENSMUST00000129963	129060_at
ENSMUSG00000096911	ENSMUST00000124609	139030_f_at
ENSMUSG00000096911	ENSMUST00000124609	129060_at
ENSMUSG00000097503	ENSMUST00000180638	130675_at
ENSMUSG00000097503	ENSMUST00000193930	130675_at
ENSMUSG00000018263	ENSMUST00000018407	134364_at
ENSMUSG00000018470	ENSMUST00000018614	135316_at
ENSMUSG00000018470	ENSMUST00000142328	135316_at
ENSMUSG00000018470	ENSMUST00000134561	135316_at
ENSMUSG00000024580	ENSMUST00000062991	133347_at
ENSMUSG00000024580	ENSMUST00000238010	133347_at
ENSMUSG00000043811	ENSMUST00000059589	138462_r_at
ENSMUSG00000004561	ENSMUST00000170887	129981_at
ENSMUSG00000004561	ENSMUST00000168409	129981_at
ENSMUSG00000004561	ENSMUST00000167984	129981_at
ENSMUSG00000044600	ENSMUST00000167290	136748_at
ENSMUSG00000036745	ENSMUST00000037942	132021_at
ENSMUSG00000036745	ENSMUST00000106134	132021_at
ENSMUSG00000036745	ENSMUST00000197547	132021_at
ENSMUSG00000036745	ENSMUST00000170055	132021_at
ENSMUSG00000040734	ENSMUST00000047621	140549_r_at
ENSMUSG00000087462	ENSMUST00000124814	139030_f_at
ENSMUSG00000087462	ENSMUST00000124814	129060_at
ENSMUSG00000045238	ENSMUST00000057889	132014_at
ENSMUSG00000045238	ENSMUST00000197382	132014_at
ENSMUSG00000045238	ENSMUST00000198172	132014_at
ENSMUSG00000045238	ENSMUST00000205851	132014_at
ENSMUSG00000035161	ENSMUST00000223585	134090_at
ENSMUSG00000035161	ENSMUST00000223585	133133_at
ENSMUSG00000035456	ENSMUST00000210477	139180_at
ENSMUSG00000035456	ENSMUST00000112959	139180_at
ENSMUSG00000050122	ENSMUST00000238425	129903_at
ENSMUSG00000050122	ENSMUST00000238500	129903_at
ENSMUSG00000050122	ENSMUST00000195450	129903_at
ENSMUSG00000024500	ENSMUST00000155262	130656_at
ENSMUSG00000112129	ENSMUST00000219829	140817_at
ENSMUSG00000071112	ENSMUST00000126521	135752_at
ENSMUSG00000071112	ENSMUST00000141548	135752_at
ENSMUSG00000071112	ENSMUST00000123209	135752_at
ENSMUSG00000071112	ENSMUST00000211094	135752_at
ENSMUSG00000026748	ENSMUST00000028081	139200_at
ENSMUSG00000066279	ENSMUST00000084830	131457_f_at
ENSMUSG00000109408	ENSMUST00000208034	133863_at
ENSMUSG00000017299	ENSMUST00000017443	138013_at
ENSMUSG00000043822	ENSMUST00000137571	134183_at
ENSMUSG00000043822	ENSMUST00000124789	134183_at
ENSMUSG00000043822	ENSMUST00000128845	134183_at
ENSMUSG00000043822	ENSMUST00000137576	134183_at
ENSMUSG00000081683	ENSMUST00000117102	131964_f_at
ENSMUSG00000103186	ENSMUST00000193887	138116_at
ENSMUSG00000117026	ENSMUST00000233443	129419_at
ENSMUSG00000117026	ENSMUST00000233515	129419_at
ENSMUSG00000042401	ENSMUST00000238290	138964_at
ENSMUSG00000042401	ENSMUST00000048630	138964_at
ENSMUSG00000042401	ENSMUST00000238182	138964_at
ENSMUSG00000018727	ENSMUST00000106617	130738_at
ENSMUSG00000018727	ENSMUST00000173655	130738_at
ENSMUSG00000018727	ENSMUST00000018871	130738_at
ENSMUSG00000018727	ENSMUST00000100248	130738_at
ENSMUSG00000021852	ENSMUST00000227634	130929_at
ENSMUSG00000021852	ENSMUST00000138884	130929_at
ENSMUSG00000021852	ENSMUST00000074368	130929_at
ENSMUSG00000039716	ENSMUST00000044532	136232_at
ENSMUSG00000039716	ENSMUST00000171095	136232_at
ENSMUSG00000030056	ENSMUST00000089497	138046_at
ENSMUSG00000030583	ENSMUST00000183330	129251_r_at
ENSMUSG00000030583	ENSMUST00000182223	129251_r_at
ENSMUSG00000030583	ENSMUST00000183096	129251_r_at
ENSMUSG00000030583	ENSMUST00000182009	129251_r_at
ENSMUSG00000030583	ENSMUST00000182529	138952_at
ENSMUSG00000030583	ENSMUST00000085809	129251_r_at
ENSMUSG00000001985	ENSMUST00000030676	136733_at
ENSMUSG00000050332	ENSMUST00000084535	134822_at
ENSMUSG00000031099	ENSMUST00000077569	137572_f_at
ENSMUSG00000031099	ENSMUST00000101616	137572_f_at
ENSMUSG00000031099	ENSMUST00000088973	137573_r_at
ENSMUSG00000031099	ENSMUST00000088973	137572_f_at
ENSMUSG00000038170	ENSMUST00000168438	132820_at
ENSMUSG00000038170	ENSMUST00000090750	132820_at
ENSMUSG00000038170	ENSMUST00000045243	132820_at
ENSMUSG00000038170	ENSMUST00000175751	132820_at
ENSMUSG00000038170	ENSMUST00000107038	132820_at
ENSMUSG00000056216	ENSMUST00000130491	135139_at
ENSMUSG00000028919	ENSMUST00000141834	134530_at
ENSMUSG00000028919	ENSMUST00000140536	134530_at
ENSMUSG00000028919	ENSMUST00000138096	134530_at
ENSMUSG00000028919	ENSMUST00000006618	134531_at
ENSMUSG00000028919	ENSMUST00000125392	134530_at
ENSMUSG00000028919	ENSMUST00000135623	134530_at
ENSMUSG00000024107	ENSMUST00000234881	129722_f_at
ENSMUSG00000024107	ENSMUST00000234881	135328_at
ENSMUSG00000034035	ENSMUST00000051869	136744_at
ENSMUSG00000034035	ENSMUST00000121907	136744_at
ENSMUSG00000034035	ENSMUST00000146777	136744_at
ENSMUSG00000034035	ENSMUST00000148260	136744_at
ENSMUSG00000038302	ENSMUST00000041024	135382_r_at
ENSMUSG00000038302	ENSMUST00000041024	135381_i_at
ENSMUSG00000038302	ENSMUST00000151747	135382_r_at
ENSMUSG00000038302	ENSMUST00000151747	135381_i_at
ENSMUSG00000038302	ENSMUST00000133326	135382_r_at
ENSMUSG00000038302	ENSMUST00000133326	135381_i_at
ENSMUSG00000081441	ENSMUST00000121942	128834_r_at
ENSMUSG00000031232	ENSMUST00000151689	140441_at
ENSMUSG00000031232	ENSMUST00000113566	140441_at
ENSMUSG00000031232	ENSMUST00000139421	140441_at
ENSMUSG00000031232	ENSMUST00000238718	140441_at
ENSMUSG00000031232	ENSMUST00000033583	140441_at
ENSMUSG00000035208	ENSMUST00000215239	136580_at
ENSMUSG00000035208	ENSMUST00000038141	136580_at
ENSMUSG00000035208	ENSMUST00000092838	136580_at
ENSMUSG00000035208	ENSMUST00000130822	136580_at
ENSMUSG00000035208	ENSMUST00000131883	136580_at
ENSMUSG00000035208	ENSMUST00000108152	136580_at
ENSMUSG00000021221	ENSMUST00000147469	135228_at
ENSMUSG00000021221	ENSMUST00000178756	135228_at
ENSMUSG00000025911	ENSMUST00000144177	128834_r_at
ENSMUSG00000025911	ENSMUST00000027044	128834_r_at
ENSMUSG00000062526	ENSMUST00000073054	140285_at
ENSMUSG00000062526	ENSMUST00000236244	140285_at
ENSMUSG00000043154	ENSMUST00000075941	140363_f_at
ENSMUSG00000100205	ENSMUST00000185684	130562_g_at
ENSMUSG00000056812	ENSMUST00000025477	138158_at
ENSMUSG00000030929	ENSMUST00000125595	134107_at
ENSMUSG00000030929	ENSMUST00000033224	134107_at
ENSMUSG00000030929	ENSMUST00000150844	134107_at
ENSMUSG00000030929	ENSMUST00000139192	134107_at
ENSMUSG00000030929	ENSMUST00000133926	134107_at
ENSMUSG00000096795	ENSMUST00000200889	135205_at
ENSMUSG00000096795	ENSMUST00000201819	135205_at
ENSMUSG00000096795	ENSMUST00000201114	135205_at
ENSMUSG00000096795	ENSMUST00000085664	135205_at
ENSMUSG00000094622	ENSMUST00000218939	135288_at
ENSMUSG00000107355	ENSMUST00000201790	129240_at
ENSMUSG00000107355	ENSMUST00000200738	129240_at
ENSMUSG00000116480	ENSMUST00000230620	137029_at
ENSMUSG00000036816	ENSMUST00000044059	139808_at
ENSMUSG00000036816	ENSMUST00000044059	139124_f_at
ENSMUSG00000036816	ENSMUST00000219964	139808_at
ENSMUSG00000036816	ENSMUST00000219964	139124_f_at
ENSMUSG00000031917	ENSMUST00000034392	132454_f_at
ENSMUSG00000033009	ENSMUST00000141636	129543_at
ENSMUSG00000077450	ENSMUST00000235046	130755_at
ENSMUSG00000077450	ENSMUST00000057373	130755_at
ENSMUSG00000027605	ENSMUST00000065973	139406_at
ENSMUSG00000027605	ENSMUST00000153975	139406_at
ENSMUSG00000037773	ENSMUST00000131561	135335_at
ENSMUSG00000037773	ENSMUST00000131561	135686_at
ENSMUSG00000037773	ENSMUST00000089581	135335_at
ENSMUSG00000037773	ENSMUST00000089581	135686_at
ENSMUSG00000037773	ENSMUST00000123977	135335_at
ENSMUSG00000037773	ENSMUST00000123977	135686_at
ENSMUSG00000037773	ENSMUST00000153663	135335_at
ENSMUSG00000037773	ENSMUST00000153663	135686_at
ENSMUSG00000037773	ENSMUST00000110277	135686_at
ENSMUSG00000037773	ENSMUST00000141749	135335_at
ENSMUSG00000037773	ENSMUST00000141749	135686_at
ENSMUSG00000026604	ENSMUST00000097442	129180_f_at
ENSMUSG00000085489	ENSMUST00000133259	139030_f_at
ENSMUSG00000085489	ENSMUST00000133259	129060_at
ENSMUSG00000085489	ENSMUST00000140946	139030_f_at
ENSMUSG00000085489	ENSMUST00000140946	129060_at
ENSMUSG00000085489	ENSMUST00000127852	139030_f_at
ENSMUSG00000085489	ENSMUST00000127852	129060_at
ENSMUSG00000085489	ENSMUST00000126712	139030_f_at
ENSMUSG00000085489	ENSMUST00000126712	129060_at
ENSMUSG00000085489	ENSMUST00000144018	139030_f_at
ENSMUSG00000085489	ENSMUST00000144018	129060_at
ENSMUSG00000043183	ENSMUST00000150011	130177_at
ENSMUSG00000030264	ENSMUST00000204786	129301_at
ENSMUSG00000025076	ENSMUST00000235386	131537_at
ENSMUSG00000029813	ENSMUST00000031837	131217_at
ENSMUSG00000078498	ENSMUST00000148762	135614_at
ENSMUSG00000078498	ENSMUST00000166764	135614_at
ENSMUSG00000068600	ENSMUST00000188180	129183_f_at
ENSMUSG00000031480	ENSMUST00000069828	138796_at
ENSMUSG00000020021	ENSMUST00000020208	131254_at
ENSMUSG00000024592	ENSMUST00000025488	134661_at
ENSMUSG00000019710	ENSMUST00000119968	128618_f_at
ENSMUSG00000019710	ENSMUST00000019854	128618_f_at
ENSMUSG00000019710	ENSMUST00000121920	128618_f_at
ENSMUSG00000019710	ENSMUST00000121048	128618_f_at
ENSMUSG00000087443	ENSMUST00000145804	132081_i_at
ENSMUSG00000112640	ENSMUST00000220314	135205_at
ENSMUSG00000096718	ENSMUST00000219144	135288_at
ENSMUSG00000062762	ENSMUST00000217339	134791_at
ENSMUSG00000025184	ENSMUST00000026188	135103_at
ENSMUSG00000021236	ENSMUST00000136511	133939_at
ENSMUSG00000026544	ENSMUST00000027826	135181_f_at
ENSMUSG00000100075	ENSMUST00000187897	131289_at
ENSMUSG00000009551	ENSMUST00000151536	128880_at
ENSMUSG00000009551	ENSMUST00000151536	137347_at
ENSMUSG00000009551	ENSMUST00000009695	128880_at
ENSMUSG00000035606	ENSMUST00000039390	133951_at
ENSMUSG00000032064	ENSMUST00000149717	138523_at
ENSMUSG00000032064	ENSMUST00000154315	138523_at
ENSMUSG00000103719	ENSMUST00000195328	138153_at
ENSMUSG00000037747	ENSMUST00000046513	133581_at
ENSMUSG00000037747	ENSMUST00000162144	133581_at
ENSMUSG00000032041	ENSMUST00000175765	130697_s_at
ENSMUSG00000032041	ENSMUST00000176531	130697_s_at
ENSMUSG00000032041	ENSMUST00000177129	130697_s_at
ENSMUSG00000032041	ENSMUST00000176685	130697_s_at
ENSMUSG00000032041	ENSMUST00000176021	130697_s_at
ENSMUSG00000049807	ENSMUST00000121799	138455_at
ENSMUSG00000049807	ENSMUST00000121799	132360_s_at
ENSMUSG00000049807	ENSMUST00000142465	138455_at
ENSMUSG00000049807	ENSMUST00000142465	132360_s_at
ENSMUSG00000049807	ENSMUST00000093940	138455_at
ENSMUSG00000049807	ENSMUST00000093940	132360_s_at
ENSMUSG00000049807	ENSMUST00000107601	138455_at
ENSMUSG00000049807	ENSMUST00000107601	132360_s_at
ENSMUSG00000029802	ENSMUST00000147213	128583_at
ENSMUSG00000029802	ENSMUST00000148008	128583_at
ENSMUSG00000029802	ENSMUST00000031822	128583_at
ENSMUSG00000029802	ENSMUST00000124542	128583_at
ENSMUSG00000029802	ENSMUST00000145161	128583_at
ENSMUSG00000029802	ENSMUST00000143752	128583_at
ENSMUSG00000029802	ENSMUST00000203146	128583_at
ENSMUSG00000029802	ENSMUST00000114294	128583_at
ENSMUSG00000029802	ENSMUST00000204948	128583_at
ENSMUSG00000029334	ENSMUST00000161490	134660_at
ENSMUSG00000112759	ENSMUST00000217955	135625_at
ENSMUSG00000020064	ENSMUST00000219177	133217_at
ENSMUSG00000039100	ENSMUST00000090227	129184_at
ENSMUSG00000039100	ENSMUST00000226868	129184_at
ENSMUSG00000021097	ENSMUST00000109936	133129_at
ENSMUSG00000021337	ENSMUST00000021770	136724_at
ENSMUSG00000021337	ENSMUST00000226031	136724_at
ENSMUSG00000022802	ENSMUST00000023497	129238_at
ENSMUSG00000031509	ENSMUST00000190787	131385_at
ENSMUSG00000030774	ENSMUST00000205757	139226_at
ENSMUSG00000030774	ENSMUST00000206984	139226_at
ENSMUSG00000074388	ENSMUST00000098828	133943_at
ENSMUSG00000044948	ENSMUST00000160247	129265_at
ENSMUSG00000044948	ENSMUST00000161832	129265_at
ENSMUSG00000044948	ENSMUST00000162657	129265_at
ENSMUSG00000110774	ENSMUST00000214606	139137_at
ENSMUSG00000049755	ENSMUST00000057836	135514_f_at
ENSMUSG00000049755	ENSMUST00000057836	132866_f_at
ENSMUSG00000049755	ENSMUST00000108829	135514_f_at
ENSMUSG00000049755	ENSMUST00000108829	132866_f_at
ENSMUSG00000049755	ENSMUST00000064786	135514_f_at
ENSMUSG00000049755	ENSMUST00000064786	132866_f_at
ENSMUSG00000111713	ENSMUST00000214134	135118_at
ENSMUSG00000020349	ENSMUST00000020608	138545_at
ENSMUSG00000061371	ENSMUST00000210325	130584_at
ENSMUSG00000061371	ENSMUST00000209622	130584_at
ENSMUSG00000061371	ENSMUST00000211338	130584_at
ENSMUSG00000061371	ENSMUST00000105313	130584_at
ENSMUSG00000096917	ENSMUST00000180690	133854_at
ENSMUSG00000096917	ENSMUST00000210752	133854_at
ENSMUSG00000112160	ENSMUST00000220287	133238_at
ENSMUSG00000037977	ENSMUST00000042581	140893_at
ENSMUSG00000037977	ENSMUST00000042581	136348_at
ENSMUSG00000037977	ENSMUST00000135520	140893_at
ENSMUSG00000112922	ENSMUST00000219013	135808_at
ENSMUSG00000000194	ENSMUST00000056433	130992_at
ENSMUSG00000000194	ENSMUST00000169333	130992_at
ENSMUSG00000049604	ENSMUST00000062709	129330_at
ENSMUSG00000027193	ENSMUST00000028617	128977_f_at
ENSMUSG00000027193	ENSMUST00000028617	139069_f_at
ENSMUSG00000024068	ENSMUST00000024869	138473_at
ENSMUSG00000024068	ENSMUST00000233611	138473_at
ENSMUSG00000009569	ENSMUST00000009713	134532_at
ENSMUSG00000009569	ENSMUST00000149359	134532_at
ENSMUSG00000085325	ENSMUST00000150003	139030_f_at
ENSMUSG00000085325	ENSMUST00000150003	129060_at
ENSMUSG00000085325	ENSMUST00000139112	139030_f_at
ENSMUSG00000085325	ENSMUST00000139112	129060_at
ENSMUSG00000025968	ENSMUST00000027111	139980_g_at
ENSMUSG00000025968	ENSMUST00000168099	139980_g_at
ENSMUSG00000025968	ENSMUST00000185827	139980_g_at
ENSMUSG00000025968	ENSMUST00000185827	139979_at
ENSMUSG00000025968	ENSMUST00000140612	139980_g_at
ENSMUSG00000027194	ENSMUST00000094801	130799_at
ENSMUSG00000024999	ENSMUST00000025963	134066_f_at
ENSMUSG00000024999	ENSMUST00000025963	134045_at
ENSMUSG00000090919	ENSMUST00000192793	133726_at
ENSMUSG00000090919	ENSMUST00000166505	133726_at
ENSMUSG00000001138	ENSMUST00000001166	130515_at
ENSMUSG00000001138	ENSMUST00000001166	133338_at
ENSMUSG00000001138	ENSMUST00000097776	130515_at
ENSMUSG00000001138	ENSMUST00000097776	133338_at
ENSMUSG00000024130	ENSMUST00000136295	134712_at
ENSMUSG00000035486	ENSMUST00000039836	129082_at
ENSMUSG00000035486	ENSMUST00000105351	129082_at
ENSMUSG00000020952	ENSMUST00000219434	134518_at
ENSMUSG00000020952	ENSMUST00000021335	134518_at
ENSMUSG00000062518	ENSMUST00000117638	135614_at
ENSMUSG00000021238	ENSMUST00000222641	137161_at
ENSMUSG00000021238	ENSMUST00000085192	137161_at
ENSMUSG00000005338	ENSMUST00000111220	138003_at
ENSMUSG00000057230	ENSMUST00000089519	130582_at
ENSMUSG00000057230	ENSMUST00000003710	130582_at
