ID	ENSEMBL_ID	NAME	DESCRIPTION	SPECIES_ID
559665	ENSOCUG00000009538	TSPAN16	tetraspanin 16 [Source:HGNC Symbol;Acc:HGNC:30725]	9986
559666	ENSOCUG00000009539	GMNC	geminin coiled-coil domain containing [Source:HGNC Symbol;Acc:HGNC:40049]	9986
559667	ENSOCUG00000009541	NFU1	NFU1 iron-sulfur cluster scaffold [Source:HGNC Symbol;Acc:HGNC:16287]	9986
559668	ENSOCUG00000009543	KCNMA1	calcium-activated potassium channel subunit alpha-1 [Source:RefSeq peptide;Acc:NP_001075539]	9986
559669	ENSOCUG00000009544		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TGI9]	9986
559670	ENSOCUG00000009545		Olfactory receptor [Source:UniProtKB/TrEMBL;Acc:G1TQA3]	9986
559671	ENSOCUG00000009546	IL9R	interleukin 9 receptor [Source:HGNC Symbol;Acc:HGNC:6030]	9986
559672	ENSOCUG00000009547	MYO5B	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	9986
559673	ENSOCUG00000009549		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U8C3]	9986
559674	ENSOCUG00000009550	AAK1	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]	9986
559675	ENSOCUG00000009553	IQUB	IQ motif and ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:21995]	9986
559676	ENSOCUG00000009555	ARHGAP22	Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]	9986
559677	ENSOCUG00000009556	SRFBP1	serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]	9986
559678	ENSOCUG00000009557	GALNT8	polypeptide N-acetylgalactosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4130]	9986
559679	ENSOCUG00000009559	KIAA1841	KIAA1841 [Source:HGNC Symbol;Acc:HGNC:29387]	9986
559680	ENSOCUG00000009560	MTERF2	mitochondrial transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:30779]	9986
559681	ENSOCUG00000009562		Olfactory receptor [Source:UniProtKB/TrEMBL;Acc:G1TU72]	9986
559682	ENSOCUG00000009563	TMEM263	transmembrane protein 263 [Source:HGNC Symbol;Acc:HGNC:28281]	9986
559683	ENSOCUG00000009564	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]	9986
559684	ENSOCUG00000009565	OR4C3	olfactory receptor family 4 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:14697]	9986
559685	ENSOCUG00000009566	S100A8	S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]	9986
559686	ENSOCUG00000009567			9986
559687	ENSOCUG00000009570	TTC28	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]	9986
559688	ENSOCUG00000009573	C18orf25	chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:28172]	9986
559689	ENSOCUG00000009574		Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:G1SXG8]	9986
559690	ENSOCUG00000009575	FAM96A	family with sequence similarity 96 member A [Source:HGNC Symbol;Acc:HGNC:26235]	9986
559691	ENSOCUG00000009576	MSH2	mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]	9986
559692	ENSOCUG00000009577	GKAP1	G kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:17496]	9986
559693	ENSOCUG00000009580	WNT10B	wingless-type MMTV integration site family member 10B [Source:HGNC Symbol;Acc:HGNC:12775]	9986
559694	ENSOCUG00000009581	TACR3	Neuromedin-K receptor [Source:UniProtKB/TrEMBL;Acc:G1SXH5]	9986
559695	ENSOCUG00000009582	CLEC5A	C-type lectin domain family 5 member A [Source:HGNC Symbol;Acc:HGNC:2054]	9986
559696	ENSOCUG00000009583	GRIK1	glutamate receptor, ionotropic, kainate 1 [Source:HGNC Symbol;Acc:HGNC:4579]	9986
559697	ENSOCUG00000009584	NRXN2	neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009]	9986
559698	ENSOCUG00000009585	SRC	SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]	9986
559699	ENSOCUG00000009586	TTC27	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]	9986
559700	ENSOCUG00000009587	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24645]	9986
559701	ENSOCUG00000009589	ETV3L	ets variant 3-like [Source:HGNC Symbol;Acc:HGNC:33834]	9986
559702	ENSOCUG00000009590	OR6C2	olfactory receptor family 6 subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:15436]	9986
559703	ENSOCUG00000009592	COL19A1	collagen, type XIX, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2196]	9986
559704	ENSOCUG00000009594	TMEM232	transmembrane protein 232 [Source:HGNC Symbol;Acc:HGNC:37270]	9986
559705	ENSOCUG00000009595	TMEM98	transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]	9986
559706	ENSOCUG00000009596		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXI4]	9986
559707	ENSOCUG00000009597	CEL	carboxyl ester lipase [Source:HGNC Symbol;Acc:HGNC:1848]	9986
559708	ENSOCUG00000009598	LTBP1	latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]	9986
559709	ENSOCUG00000009600	PCID2	PCI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25653]	9986
559710	ENSOCUG00000009602		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TXZ0]	9986
559711	ENSOCUG00000009603	FAM114A1	family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]	9986
559712	ENSOCUG00000009605		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXJ2]	9986
559713	ENSOCUG00000009606	COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) [Source:HGNC Symbol;Acc:HGNC:2280]	9986
559714	ENSOCUG00000009608	SPRY2	sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]	9986
559715	ENSOCUG00000009610	CUL4A	cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]	9986
559716	ENSOCUG00000009612	AKAP14	A-kinase anchoring protein 14 [Source:HGNC Symbol;Acc:HGNC:24061]	9986
559717	ENSOCUG00000009613		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXJ9]	9986
559718	ENSOCUG00000009614	PHACTR2	phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]	9986
559719	ENSOCUG00000009616	CRISPLD1	cysteine-rich secretory protein LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18206]	9986
559720	ENSOCUG00000009617		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U988]	9986
559721	ENSOCUG00000009618	SLAIN2	SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]	9986
559722	ENSOCUG00000009621	HSF2BP	heat shock transcription factor 2 binding protein [Source:HGNC Symbol;Acc:HGNC:5226]	9986
559723	ENSOCUG00000009622	PDLIM7	PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]	9986
559724	ENSOCUG00000009623		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXK5]	9986
559725	ENSOCUG00000009624	SLC10A4	solute carrier family 10 member 4 [Source:HGNC Symbol;Acc:HGNC:22980]	9986
559726	ENSOCUG00000009625	ATP8B1	ATPase, aminophospholipid transporter, class I, type 8B, member 1 [Source:HGNC Symbol;Acc:HGNC:3706]	9986
559727	ENSOCUG00000009627	PIGU	phosphatidylinositol glycan anchor biosynthesis class U [Source:HGNC Symbol;Acc:HGNC:15791]	9986
559728	ENSOCUG00000009628	FRYL	FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]	9986
559729	ENSOCUG00000009630	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17 [Source:HGNC Symbol;Acc:HGNC:10987]	9986
559730	ENSOCUG00000009634	TP53INP2	tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104]	9986
559731	ENSOCUG00000009635	CDK18	cyclin-dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]	9986
559732	ENSOCUG00000009636		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXL3]	9986
559733	ENSOCUG00000009637	NCOA6	nuclear receptor coactivator 6 [Source:HGNC Symbol;Acc:HGNC:15936]	9986
559734	ENSOCUG00000009639	WISP3	WNT1 inducible signaling pathway protein 3 [Source:HGNC Symbol;Acc:HGNC:12771]	9986
559735	ENSOCUG00000009640		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TF39]	9986
559736	ENSOCUG00000009642	XPNPEP3	X-prolyl aminopeptidase 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:28052]	9986
559737	ENSOCUG00000009644	TUBE1	tubulin epsilon 1 [Source:HGNC Symbol;Acc:HGNC:20775]	9986
559738	ENSOCUG00000009645	SAT1	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	9986
559739	ENSOCUG00000009646		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TYH0]	9986
559740	ENSOCUG00000009647	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like [Source:HGNC Symbol;Acc:HGNC:31865]	9986
559741	ENSOCUG00000009648	CXorf58	chromosome X open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:26356]	9986
559742	ENSOCUG00000009649	SIDT1	SID1 transmembrane family member 1 [Source:HGNC Symbol;Acc:HGNC:25967]	9986
559743	ENSOCUG00000009651	DNAJB7	DnaJ heat shock protein family (Hsp40) member B7 [Source:HGNC Symbol;Acc:HGNC:24986]	9986
559744	ENSOCUG00000009652	FAM229B	family with sequence similarity 229 member B [Source:HGNC Symbol;Acc:HGNC:33858]	9986
559745	ENSOCUG00000009653	SLITRK4	SLIT and NTRK like family member 4 [Source:HGNC Symbol;Acc:HGNC:23502]	9986
559746	ENSOCUG00000009655	LAMA4	laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]	9986
559747	ENSOCUG00000009656	GAL3ST1	galactose-3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24240]	9986
559748	ENSOCUG00000009657	SDR16C5	short chain dehydrogenase/reductase family 16C, member 5 [Source:HGNC Symbol;Acc:HGNC:30311]	9986
559749	ENSOCUG00000009658	PES1	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]	9986
559750	ENSOCUG00000009659	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687]	9986
559751	ENSOCUG00000009660	OSBPL11	oxysterol binding protein like 11 [Source:HGNC Symbol;Acc:HGNC:16397]	9986
559752	ENSOCUG00000009662	BCO2	beta-carotene oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:18503]	9986
559753	ENSOCUG00000009663	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3 [Source:HGNC Symbol;Acc:HGNC:16038]	9986
559754	ENSOCUG00000009664	GUCY2F	guanylate cyclase 2F, retinal [Source:HGNC Symbol;Acc:HGNC:4691]	9986
559755	ENSOCUG00000009665	CCDC60	coiled-coil domain containing 60 [Source:HGNC Symbol;Acc:HGNC:28610]	9986
559756	ENSOCUG00000009667	GABRE	gamma-aminobutyric acid (GABA) A receptor, epsilon [Source:HGNC Symbol;Acc:HGNC:4085]	9986
559757	ENSOCUG00000009669	SYT4	synaptotagmin 4 [Source:HGNC Symbol;Acc:HGNC:11512]	9986
559758	ENSOCUG00000009670	NLRP12	NLR family, pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938]	9986
559759	ENSOCUG00000009671	SPIN3	spindlin family member 3 [Source:HGNC Symbol;Acc:HGNC:27272]	9986
559760	ENSOCUG00000009672	PLET1	placenta expressed transcript 1 [Source:HGNC Symbol;Acc:HGNC:30053]	9986
559761	ENSOCUG00000009673		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U2B4]	9986
559762	ENSOCUG00000009674	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B [Source:HGNC Symbol;Acc:HGNC:9057]	9986
559763	ENSOCUG00000009676		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXP3]	9986
559764	ENSOCUG00000009677	MYADM	Oryctolagus cuniculus myeloid-associated differentiation marker (MYADM), mRNA [Source:RefSeq mRNA;Acc:NM_001171388]	9986
559765	ENSOCUG00000009679	THEM5	thioesterase superfamily member 5 [Source:HGNC Symbol;Acc:HGNC:26755]	9986
559766	ENSOCUG00000009680	HOMER1	homer scaffolding protein 1 [Source:HGNC Symbol;Acc:HGNC:17512]	9986
559767	ENSOCUG00000009681		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TNI4]	9986
559768	ENSOCUG00000009682	GSDMA	gasdermin A [Source:HGNC Symbol;Acc:HGNC:13311]	9986
559769	ENSOCUG00000009684	ZNRF3	zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126]	9986
559770	ENSOCUG00000009686		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXP8]	9986
559771	ENSOCUG00000009687	MCCC2	methylcrotonoyl-CoA carboxylase 2 [Source:HGNC Symbol;Acc:HGNC:6937]	9986
559772	ENSOCUG00000009688	GSTM3	glutathione S-transferase mu 3 (brain) [Source:HGNC Symbol;Acc:HGNC:4635]	9986
559773	ENSOCUG00000009689			9986
559774	ENSOCUG00000009690	SNX8	sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]	9986
559775	ENSOCUG00000009691	PSMD3	proteasome 26S subunit, non-ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9560]	9986
559776	ENSOCUG00000009692			9986
559777	ENSOCUG00000009694	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]	9986
559778	ENSOCUG00000009695	EPS8L3	EPS8-like 3 [Source:HGNC Symbol;Acc:HGNC:21297]	9986
559779	ENSOCUG00000009696	C22orf31	chromosome 22 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:26931]	9986
559780	ENSOCUG00000009697	GPR6	G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:4515]	9986
559781	ENSOCUG00000009698	LPO	lactoperoxidase [Source:HGNC Symbol;Acc:HGNC:6678]	9986
559782	ENSOCUG00000009699	KIF5C	kinesin family member 5C [Source:HGNC Symbol;Acc:HGNC:6325]	9986
559783	ENSOCUG00000009700	SATB2	SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]	9986
559784	ENSOCUG00000009701	CSF3	colony stimulating factor 3 [Source:HGNC Symbol;Acc:HGNC:2438]	9986
559785	ENSOCUG00000009702	FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	9986
559786	ENSOCUG00000009703	KREMEN1	kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]	9986
559787	ENSOCUG00000009705	BZRAP1	benzodiazepine receptor (peripheral) associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	9986
559788	ENSOCUG00000009706	SETBP1	SET binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15573]	9986
559789	ENSOCUG00000009707	PRELP	proline/arginine-rich end leucine-rich repeat protein [Source:HGNC Symbol;Acc:HGNC:9357]	9986
559790	ENSOCUG00000009709	MED24	mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]	9986
559791	ENSOCUG00000009710	OLR108	Oryctolagus cuniculus olfactory receptor Olr108 (OLR108), mRNA [Source:RefSeq mRNA;Acc:NM_001171449]	9986
559792	ENSOCUG00000009711	CRIPT	cysteine-rich PDZ-binding protein [Source:HGNC Symbol;Acc:HGNC:14312]	9986
559793	ENSOCUG00000009713	SLIRP	SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]	9986
559794	ENSOCUG00000009715	NEK2	NIMA-related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]	9986
559795	ENSOCUG00000009717	SNW1	SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]	9986
559796	ENSOCUG00000009718	STOX2	storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450]	9986
559797	ENSOCUG00000009720	MTCP1	mature T-cell proliferation 1 [Source:HGNC Symbol;Acc:HGNC:7423]	9986
559798	ENSOCUG00000009721	ANTXRL	anthrax toxin receptor-like [Source:HGNC Symbol;Acc:HGNC:27277]	9986
559799	ENSOCUG00000009722	AHCYL1	adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]	9986
559800	ENSOCUG00000009723	BAAT	bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932]	9986
559801	ENSOCUG00000009724	FAIM	Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]	9986
559802	ENSOCUG00000009725	AWAT1	acyl-CoA wax alcohol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23252]	9986
559803	ENSOCUG00000009726		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXT0]	9986
559804	ENSOCUG00000009728	THRA	thyroid hormone receptor, alpha [Source:HGNC Symbol;Acc:HGNC:11796]	9986
559805	ENSOCUG00000009729	RNF43	ring finger protein 43 [Source:HGNC Symbol;Acc:HGNC:18505]	9986
559806	ENSOCUG00000009730	BRCC3	BRCA1/BRCA2-containing complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:24185]	9986
559807	ENSOCUG00000009732	NR1D1	nuclear receptor subfamily 1 group D member 1 [Source:HGNC Symbol;Acc:HGNC:7962]	9986
559808	ENSOCUG00000009733	HSF5	heat shock transcription factor family member 5 [Source:HGNC Symbol;Acc:HGNC:26862]	9986
559809	ENSOCUG00000009734	ALX3	ALX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:449]	9986
559810	ENSOCUG00000009736	NTRK2	neurotrophic tyrosine kinase, receptor, type 2 [Source:HGNC Symbol;Acc:HGNC:8032]	9986
559811	ENSOCUG00000009737	ARRDC4	arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087]	9986
559812	ENSOCUG00000009739	P4HA1	prolyl 4-hydroxylase, alpha polypeptide I [Source:HGNC Symbol;Acc:HGNC:8546]	9986
559813	ENSOCUG00000009741	DIDO1	death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]	9986
559814	ENSOCUG00000009742	CLASP1	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]	9986
559815	ENSOCUG00000009743	MTMR4	myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452]	9986
559816	ENSOCUG00000009744	UBL4B	ubiquitin like 4B [Source:HGNC Symbol;Acc:HGNC:32309]	9986
559817	ENSOCUG00000009745	MEGF9	multiple EGF-like-domains 9 [Source:HGNC Symbol;Acc:HGNC:3234]	9986
559818	ENSOCUG00000009746	PDLIM5	PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]	9986
559819	ENSOCUG00000009751	HCK	HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]	9986
559820	ENSOCUG00000009752		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXU3]	9986
559821	ENSOCUG00000009754	LRRC6	leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725]	9986
559822	ENSOCUG00000009755	JARID2	jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]	9986
559823	ENSOCUG00000009756	TXNL4A	thioredoxin like 4A [Source:HGNC Symbol;Acc:HGNC:30551]	9986
559824	ENSOCUG00000009757	SEPT4	septin 4 [Source:HGNC Symbol;Acc:HGNC:9165]	9986
559825	ENSOCUG00000009758		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TPN0]	9986
559826	ENSOCUG00000009760	ETV3	ets variant 3 [Source:HGNC Symbol;Acc:HGNC:3492]	9986
559827	ENSOCUG00000009761	TMEM71	transmembrane protein 71 [Source:HGNC Symbol;Acc:HGNC:26572]	9986
559828	ENSOCUG00000009762	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]	9986
559829	ENSOCUG00000009763	FAM155A	family with sequence similarity 155 member A [Source:HGNC Symbol;Acc:HGNC:33877]	9986
559830	ENSOCUG00000009764	GPD2	glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]	9986
559831	ENSOCUG00000009765	C17orf47	chromosome 17 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:26844]	9986
559832	ENSOCUG00000009767			9986
559833	ENSOCUG00000009768	PHF20L1	PHD finger protein 20-like 1 [Source:HGNC Symbol;Acc:HGNC:24280]	9986
559834	ENSOCUG00000009769	IGSF1	immunoglobulin superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:5948]	9986
559835	ENSOCUG00000009770	CCDC83	coiled-coil domain containing 83 [Source:HGNC Symbol;Acc:HGNC:28535]	9986
559836	ENSOCUG00000009771		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TS88]	9986
559837	ENSOCUG00000009772		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXV9]	9986
559838	ENSOCUG00000009774	LAPTM5	lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]	9986
559839	ENSOCUG00000009775	TEX14	testis expressed 14 [Source:HGNC Symbol;Acc:HGNC:11737]	9986
559840	ENSOCUG00000009776	ZHX1	zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]	9986
559841	ENSOCUG00000009777	GAREM2	GRB2 associated regulator of MAPK1 subtype 2 [Source:HGNC Symbol;Acc:HGNC:27172]	9986
559842	ENSOCUG00000009778	ANKRD46	ankyrin repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:27229]	9986
559843	ENSOCUG00000009781	SNX31	sorting nexin 31 [Source:HGNC Symbol;Acc:HGNC:28605]	9986
559844	ENSOCUG00000009782	AP5M1	adaptor related protein complex 5, mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:20192]	9986
559845	ENSOCUG00000009783	SERPINI2	serpin peptidase inhibitor, clade I (pancpin), member 2 [Source:HGNC Symbol;Acc:HGNC:8945]	9986
559846	ENSOCUG00000009784	FOXN2	forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281]	9986
559847	ENSOCUG00000009785			9986
559848	ENSOCUG00000009786	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit [Source:HGNC Symbol;Acc:HGNC:4801]	9986
559849	ENSOCUG00000009787	DYNLT3	dynein, light chain, Tctex-type 3 [Source:HGNC Symbol;Acc:HGNC:11694]	9986
559850	ENSOCUG00000009788	WDR49	WD repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:26587]	9986
559851	ENSOCUG00000009790	ERBB4	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]	9986
559852	ENSOCUG00000009791	ZNF248	zinc finger protein 248 [Source:HGNC Symbol;Acc:HGNC:13041]	9986
559853	ENSOCUG00000009792	NUMBL	numb homolog (Drosophila)-like [Source:HGNC Symbol;Acc:HGNC:8061]	9986
559854	ENSOCUG00000009793	C16orf58	chromosome 16 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:25848]	9986
559855	ENSOCUG00000009794	HTR1A	5-hydroxytryptamine receptor 1A [Source:RefSeq peptide;Acc:NP_001185864]	9986
559856	ENSOCUG00000009796	AQP9	aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]	9986
559857	ENSOCUG00000009797	ABCA4	ATP binding cassette subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:34]	9986
559858	ENSOCUG00000009799	ZBTB43	zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]	9986
559859	ENSOCUG00000009800	JADE2	jade family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:22984]	9986
559860	ENSOCUG00000009801	CHIC1	cysteine rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:HGNC:1934]	9986
559861	ENSOCUG00000009802	IFT81	intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313]	9986
559862	ENSOCUG00000009804	STX2	syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403]	9986
559863	ENSOCUG00000009805	HTT	huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]	9986
559864	ENSOCUG00000009806	CPO	carboxypeptidase O [Source:HGNC Symbol;Acc:HGNC:21011]	9986
559865	ENSOCUG00000009809		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SXY9]	9986
559866	ENSOCUG00000009811	ZNFX1	zinc finger, NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]	9986
559867	ENSOCUG00000009812	SPDEF	SAM pointed domain containing ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:17257]	9986
559868	ENSOCUG00000009813	KLF7	Kruppel-like factor 7 (ubiquitous) [Source:HGNC Symbol;Acc:HGNC:6350]	9986
559869	ENSOCUG00000009815	PNPLA8	patatin like phospholipase domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28900]	9986
559870	ENSOCUG00000009816		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U6V0]	9986
559871	ENSOCUG00000009817	APBB3	amyloid beta (A4) precursor protein-binding, family B, member 3 [Source:HGNC Symbol;Acc:HGNC:20708]	9986
559872	ENSOCUG00000009819	ARHGAP29	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]	9986
559873	ENSOCUG00000009821	RCE1	Ras converting CAAX endopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:13721]	9986
